best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 28, 'depth_ratio': 2.8, 'time': 0.08242607116699219, 'cx_gates': 18, 'num_gates': 38}","{'depth': 6.823, 'depth_ratio': 0.6823, 'time': 0.0204, 'cx_gates': 7.73, 'num_gates': 7.73}",sabre_v0.20,sabre_0.20,hex_27,0
"{'depth': 34, 'depth_ratio': 2.83, 'time': 0.09198617935180664, 'cx_gates': 24, 'num_gates': 48}","{'depth': 4.716, 'depth_ratio': 0.3933, 'time': 0.02093, 'cx_gates': 6.681, 'num_gates': 6.681}",sabre_v0.20,sabre_0.20,hex_27,1
"{'depth': 40, 'depth_ratio': 2.86, 'time': 0.046156883239746094, 'cx_gates': 36, 'num_gates': 64}","{'depth': 8.015, 'depth_ratio': 0.5711, 'time': 0.001347, 'cx_gates': 5.02, 'num_gates': 5.02}",sabre_v0.20,sabre_0.20,hex_27,2
"{'depth': 49, 'depth_ratio': 3.06, 'time': 0.09460616111755371, 'cx_gates': 33, 'num_gates': 65}","{'depth': 3.611, 'depth_ratio': 0.2268, 'time': 0.01833, 'cx_gates': 5.692, 'num_gates': 5.692}",sabre_v0.20,sabre_0.20,hex_27,3
"{'depth': 57, 'depth_ratio': 3.17, 'time': 0.05643105506896973, 'cx_gates': 48, 'num_gates': 84}","{'depth': 6.705, 'depth_ratio': 0.3717, 'time': 0.02212, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_v0.20,sabre_0.20,hex_27,4
"{'depth': 72, 'depth_ratio': 3.6, 'time': 0.11493706703186035, 'cx_gates': 60, 'num_gates': 100}","{'depth': 9.239, 'depth_ratio': 0.462, 'time': 0.02143, 'cx_gates': 10.8, 'num_gates': 10.8}",sabre_v0.20,sabre_0.20,hex_27,5
"{'depth': 73, 'depth_ratio': 3.32, 'time': 0.06799101829528809, 'cx_gates': 63, 'num_gates': 107}","{'depth': 3.847, 'depth_ratio': 0.1731, 'time': 0.02957, 'cx_gates': 3.499, 'num_gates': 3.499}",sabre_v0.20,sabre_0.20,hex_27,6
"{'depth': 86, 'depth_ratio': 3.58, 'time': 0.07039904594421387, 'cx_gates': 78, 'num_gates': 126}","{'depth': 8.405, 'depth_ratio': 0.352, 'time': 0.002586, 'cx_gates': 7.684, 'num_gates': 7.684}",sabre_v0.20,sabre_0.20,hex_27,7
"{'depth': 98, 'depth_ratio': 3.77, 'time': 0.08223915100097656, 'cx_gates': 87, 'num_gates': 139}","{'depth': 12.19, 'depth_ratio': 0.4695, 'time': 0.03115, 'cx_gates': 11.22, 'num_gates': 11.22}",sabre_v0.20,sabre_0.20,hex_27,8
"{'depth': 110, 'depth_ratio': 3.93, 'time': 0.08275985717773438, 'cx_gates': 78, 'num_gates': 134}","{'depth': 5.899, 'depth_ratio': 0.2088, 'time': 0.02389, 'cx_gates': 9.932, 'num_gates': 9.932}",sabre_v0.20,sabre_0.20,hex_27,9
"{'depth': 116, 'depth_ratio': 3.87, 'time': 0.0908651351928711, 'cx_gates': 99, 'num_gates': 159}","{'depth': 7.222, 'depth_ratio': 0.2385, 'time': 0.02353, 'cx_gates': 10.46, 'num_gates': 10.46}",sabre_v0.20,sabre_0.20,hex_27,10
"{'depth': 119, 'depth_ratio': 3.72, 'time': 0.1709609031677246, 'cx_gates': 108, 'num_gates': 172}","{'depth': 11.87, 'depth_ratio': 0.3705, 'time': 0.03591, 'cx_gates': 13.09, 'num_gates': 13.09}",sabre_v0.20,sabre_0.20,hex_27,11
"{'depth': 139, 'depth_ratio': 4.09, 'time': 0.10424280166625977, 'cx_gates': 135, 'num_gates': 203}","{'depth': 5.713, 'depth_ratio': 0.1673, 'time': 0.02957, 'cx_gates': 2.683, 'num_gates': 2.683}",sabre_v0.20,sabre_0.20,hex_27,12
"{'depth': 155, 'depth_ratio': 4.31, 'time': 0.19124603271484375, 'cx_gates': 138, 'num_gates': 210}","{'depth': 9.217, 'depth_ratio': 0.2548, 'time': 0.0352, 'cx_gates': 11.38, 'num_gates': 11.38}",sabre_v0.20,sabre_0.20,hex_27,13
"{'depth': 150, 'depth_ratio': 3.95, 'time': 0.12086701393127441, 'cx_gates': 144, 'num_gates': 220}","{'depth': 10.69, 'depth_ratio': 0.2812, 'time': 0.03327, 'cx_gates': 6.735, 'num_gates': 6.735}",sabre_v0.20,sabre_0.20,hex_27,14
"{'depth': 181, 'depth_ratio': 4.53, 'time': 0.1268010139465332, 'cx_gates': 174, 'num_gates': 254}","{'depth': 6.554, 'depth_ratio': 0.1629, 'time': 0.02745, 'cx_gates': 12.0, 'num_gates': 12.0}",sabre_v0.20,sabre_0.20,hex_27,15
"{'depth': 171, 'depth_ratio': 4.07, 'time': 0.13146090507507324, 'cx_gates': 159, 'num_gates': 243}","{'depth': 12.75, 'depth_ratio': 0.3038, 'time': 0.002451, 'cx_gates': 11.91, 'num_gates': 11.91}",sabre_v0.20,sabre_0.20,hex_27,16
"{'depth': 176, 'depth_ratio': 4.0, 'time': 0.19885015487670898, 'cx_gates': 159, 'num_gates': 247}","{'depth': 9.765, 'depth_ratio': 0.221, 'time': 0.03098, 'cx_gates': 21.93, 'num_gates': 21.93}",sabre_v0.20,sabre_0.20,hex_27,17
"{'depth': 194, 'depth_ratio': 4.22, 'time': 0.14006996154785156, 'cx_gates': 165, 'num_gates': 257}","{'depth': 9.952, 'depth_ratio': 0.215, 'time': 0.03167, 'cx_gates': 16.93, 'num_gates': 16.93}",sabre_v0.20,sabre_0.20,hex_27,18
"{'depth': 177, 'depth_ratio': 3.69, 'time': 0.22459006309509277, 'cx_gates': 168, 'num_gates': 264}","{'depth': 16.58, 'depth_ratio': 0.3432, 'time': 0.0354, 'cx_gates': 13.81, 'num_gates': 13.81}",sabre_v0.20,sabre_0.20,hex_27,19
