best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 28, 'depth_ratio': 2.8, 'time': 0.033514976501464844, 'cx_gates': 21, 'num_gates': 41}","{'depth': 5.238, 'depth_ratio': 0.5238, 'time': 0.02913, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_extended_v0.20,sabre_0.20,hex_27,0
"{'depth': 33, 'depth_ratio': 2.75, 'time': 0.0364532470703125, 'cx_gates': 24, 'num_gates': 48}","{'depth': 2.713, 'depth_ratio': 0.2265, 'time': 0.01815, 'cx_gates': 4.49, 'num_gates': 4.49}",sabre_extended_v0.20,sabre_0.20,hex_27,1
"{'depth': 39, 'depth_ratio': 2.79, 'time': 0.04460334777832031, 'cx_gates': 30, 'num_gates': 58}","{'depth': 3.007, 'depth_ratio': 0.2142, 'time': 0.001472, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_extended_v0.20,sabre_0.20,hex_27,2
"{'depth': 43, 'depth_ratio': 2.69, 'time': 0.05137276649475098, 'cx_gates': 33, 'num_gates': 65}","{'depth': 3.487, 'depth_ratio': 0.217, 'time': 0.02307, 'cx_gates': 4.069, 'num_gates': 4.069}",sabre_extended_v0.20,sabre_0.20,hex_27,3
"{'depth': 62, 'depth_ratio': 3.44, 'time': 0.055082082748413086, 'cx_gates': 42, 'num_gates': 78}","{'depth': 1.497, 'depth_ratio': 0.08635, 'time': 0.0221, 'cx_gates': 4.49, 'num_gates': 4.49}",sabre_extended_v0.20,sabre_0.20,hex_27,4
"{'depth': 77, 'depth_ratio': 3.85, 'time': 0.06122994422912598, 'cx_gates': 57, 'num_gates': 97}","{'depth': 0.4, 'depth_ratio': 0.02, 'time': 0.02085, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_extended_v0.20,sabre_0.20,hex_27,5
"{'depth': 79, 'depth_ratio': 3.59, 'time': 0.06557893753051758, 'cx_gates': 66, 'num_gates': 110}","{'depth': 0, 'depth_ratio': 0, 'time': 0.02728, 'cx_gates': 0, 'num_gates': 0}",sabre_extended_v0.20,sabre_0.20,hex_27,6
"{'depth': 86, 'depth_ratio': 3.58, 'time': 0.07254576683044434, 'cx_gates': 60, 'num_gates': 108}","{'depth': 4.336, 'depth_ratio': 0.1808, 'time': 0.003347, 'cx_gates': 8.612, 'num_gates': 8.612}",sabre_extended_v0.20,sabre_0.20,hex_27,7
"{'depth': 93, 'depth_ratio': 3.58, 'time': 0.1307220458984375, 'cx_gates': 84, 'num_gates': 136}","{'depth': 1.265, 'depth_ratio': 0.0475, 'time': 0.03011, 'cx_gates': 2.939, 'num_gates': 2.939}",sabre_extended_v0.20,sabre_0.20,hex_27,8
"{'depth': 95, 'depth_ratio': 3.39, 'time': 0.08626103401184082, 'cx_gates': 87, 'num_gates': 143}","{'depth': 2.4, 'depth_ratio': 0.088, 'time': 0.02778, 'cx_gates': 7.2, 'num_gates': 7.2}",sabre_extended_v0.20,sabre_0.20,hex_27,9
"{'depth': 101, 'depth_ratio': 3.37, 'time': 0.0891408920288086, 'cx_gates': 78, 'num_gates': 138}","{'depth': 9.304, 'depth_ratio': 0.3103, 'time': 0.02539, 'cx_gates': 12.09, 'num_gates': 12.09}",sabre_extended_v0.20,sabre_0.20,hex_27,10
