best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 29, 'depth_ratio': 2.9, 'time': 0.038954973220825195, 'cx_gates': 21, 'num_gates': 41}","{'depth': 3.5, 'depth_ratio': 0.35, 'time': 0.003854, 'cx_gates': 1.5, 'num_gates': 1.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,0
"{'depth': 68, 'depth_ratio': 3.4, 'time': 0.11427116394042969, 'cx_gates': 63, 'num_gates': 103}","{'depth': 4.5, 'depth_ratio': 0.225, 'time': 0.008289, 'cx_gates': 3.0, 'num_gates': 3.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,1
"{'depth': 122, 'depth_ratio': 4.07, 'time': 0.26269078254699707, 'cx_gates': 93, 'num_gates': 153}","{'depth': 4.0, 'depth_ratio': 0.13, 'time': 0.01226, 'cx_gates': 1.5, 'num_gates': 1.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,2
"{'depth': 177, 'depth_ratio': 4.42, 'time': 1.1491219997406006, 'cx_gates': 138, 'num_gates': 218}","{'depth': 13.5, 'depth_ratio': 0.34, 'time': 0.3704, 'cx_gates': 12.0, 'num_gates': 12.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,3
"{'depth': 190, 'depth_ratio': 3.8, 'time': 0.4685342311859131, 'cx_gates': 177, 'num_gates': 277}","{'depth': 14.5, 'depth_ratio': 0.29, 'time': 0.01564, 'cx_gates': 4.5, 'num_gates': 4.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,4
"{'depth': 274, 'depth_ratio': 4.57, 'time': 0.549318790435791, 'cx_gates': 204, 'num_gates': 324}","{'depth': 9.0, 'depth_ratio': 0.15, 'time': 0.03272, 'cx_gates': 12.0, 'num_gates': 12.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,5
"{'depth': 306, 'depth_ratio': 4.37, 'time': 0.6999568939208984, 'cx_gates': 243, 'num_gates': 383}","{'depth': 9.0, 'depth_ratio': 0.13, 'time': 0.01059, 'cx_gates': 3.0, 'num_gates': 3.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,6
"{'depth': 345, 'depth_ratio': 4.31, 'time': 0.7104530334472656, 'cx_gates': 255, 'num_gates': 415}","{'depth': 13.0, 'depth_ratio': 0.165, 'time': 0.05148, 'cx_gates': 13.5, 'num_gates': 13.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,7
"{'depth': 384, 'depth_ratio': 4.27, 'time': 1.6658251285552979, 'cx_gates': 285, 'num_gates': 465}","{'depth': 17.5, 'depth_ratio': 0.195, 'time': 0.3514, 'cx_gates': 16.5, 'num_gates': 16.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,8
"{'depth': 407, 'depth_ratio': 4.07, 'time': 0.8676431179046631, 'cx_gates': 300, 'num_gates': 500}","{'depth': 11.0, 'depth_ratio': 0.11, 'time': 0.09447, 'cx_gates': 21.0, 'num_gates': 21.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,9
"{'depth': 519, 'depth_ratio': 4.72, 'time': 2.0979909896850586, 'cx_gates': 402, 'num_gates': 622}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 0.4559, 'cx_gates': 0, 'num_gates': 0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,10
"{'depth': 503, 'depth_ratio': 4.19, 'time': 1.1938648223876953, 'cx_gates': 375, 'num_gates': 615}","{'depth': 13.5, 'depth_ratio': 0.115, 'time': 0.02749, 'cx_gates': 10.5, 'num_gates': 10.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,11
"{'depth': 574, 'depth_ratio': 4.42, 'time': 1.3522686958312988, 'cx_gates': 438, 'num_gates': 698}","{'depth': 5.5, 'depth_ratio': 0.04, 'time': 0.01029, 'cx_gates': 3.0, 'num_gates': 3.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,12
"{'depth': 587, 'depth_ratio': 4.19, 'time': 2.223875045776367, 'cx_gates': 450, 'num_gates': 730}","{'depth': 46.0, 'depth_ratio': 0.33, 'time': 0.2592, 'cx_gates': 43.5, 'num_gates': 43.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,13
"{'depth': 648, 'depth_ratio': 4.32, 'time': 1.6938130855560303, 'cx_gates': 498, 'num_gates': 798}","{'depth': 21.5, 'depth_ratio': 0.145, 'time': 0.0101, 'cx_gates': 9.0, 'num_gates': 9.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,14
"{'depth': 709, 'depth_ratio': 4.43, 'time': 1.7716529369354248, 'cx_gates': 546, 'num_gates': 866}","{'depth': 4.5, 'depth_ratio': 0.03, 'time': 0.4767, 'cx_gates': 3.0, 'num_gates': 3.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,15
"{'depth': 774, 'depth_ratio': 4.55, 'time': 2.879491090774536, 'cx_gates': 594, 'num_gates': 934}","{'depth': 20.5, 'depth_ratio': 0.12, 'time': 0.3819, 'cx_gates': 19.5, 'num_gates': 19.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,16
"{'depth': 728, 'depth_ratio': 4.04, 'time': 2.1845617294311523, 'cx_gates': 678, 'num_gates': 1038}","{'depth': 60.5, 'depth_ratio': 0.34, 'time': 0.01807, 'cx_gates': 10.5, 'num_gates': 10.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,17
"{'depth': 827, 'depth_ratio': 4.35, 'time': 2.103591203689575, 'cx_gates': 609, 'num_gates': 989}","{'depth': 18.5, 'depth_ratio': 0.1, 'time': 0.4773, 'cx_gates': 22.5, 'num_gates': 22.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,18
"{'depth': 923, 'depth_ratio': 4.62, 'time': 2.472923994064331, 'cx_gates': 699, 'num_gates': 1099}","{'depth': 1.0, 'depth_ratio': 0, 'time': 0.4048, 'cx_gates': 12.0, 'num_gates': 12.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,19
"{'depth': 922, 'depth_ratio': 4.39, 'time': 2.44360089302063, 'cx_gates': 693, 'num_gates': 1113}","{'depth': 25.5, 'depth_ratio': 0.12, 'time': 0.1351, 'cx_gates': 24.0, 'num_gates': 24.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,20
"{'depth': 905, 'depth_ratio': 4.11, 'time': 3.6516449451446533, 'cx_gates': 858, 'num_gates': 1298}","{'depth': 33.0, 'depth_ratio': 0.15, 'time': 0.4972, 'cx_gates': 54.0, 'num_gates': 54.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,21
"{'depth': 987, 'depth_ratio': 4.29, 'time': 3.923624038696289, 'cx_gates': 942, 'num_gates': 1402}","{'depth': 16.0, 'depth_ratio': 0.07, 'time': 0.5513, 'cx_gates': 78.0, 'num_gates': 78.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,22
"{'depth': 1071, 'depth_ratio': 4.46, 'time': 3.768489122390747, 'cx_gates': 822, 'num_gates': 1302}","{'depth': 8.0, 'depth_ratio': 0.035, 'time': 0.3947, 'cx_gates': 10.5, 'num_gates': 10.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,23
"{'depth': 1047, 'depth_ratio': 4.19, 'time': 3.080482006072998, 'cx_gates': 810, 'num_gates': 1310}","{'depth': 35.5, 'depth_ratio': 0.14, 'time': 0.4838, 'cx_gates': 21.0, 'num_gates': 21.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,24
"{'depth': 1104, 'depth_ratio': 4.25, 'time': 3.5446112155914307, 'cx_gates': 1053, 'num_gates': 1573}","{'depth': 56.5, 'depth_ratio': 0.215, 'time': 0.01203, 'cx_gates': 58.5, 'num_gates': 58.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,25
"{'depth': 1231, 'depth_ratio': 4.56, 'time': 3.5306477546691895, 'cx_gates': 951, 'num_gates': 1491}","{'depth': 6.0, 'depth_ratio': 0.02, 'time': 0.02762, 'cx_gates': 1.5, 'num_gates': 1.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,26
"{'depth': 1264, 'depth_ratio': 4.51, 'time': 3.5100836753845215, 'cx_gates': 951, 'num_gates': 1511}","{'depth': 41.0, 'depth_ratio': 0.15, 'time': 0.1724, 'cx_gates': 43.5, 'num_gates': 43.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,27
"{'depth': 1255, 'depth_ratio': 4.33, 'time': 4.514809846878052, 'cx_gates': 957, 'num_gates': 1537}","{'depth': 15.5, 'depth_ratio': 0.05, 'time': 0.3491, 'cx_gates': 19.5, 'num_gates': 19.5}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,28
"{'depth': 1343, 'depth_ratio': 4.48, 'time': 4.914823055267334, 'cx_gates': 1035, 'num_gates': 1635}","{'depth': 11.5, 'depth_ratio': 0.035, 'time': 0.453, 'cx_gates': 6.0, 'num_gates': 6.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,29
"{'depth': 1372, 'depth_ratio': 4.43, 'time': 5.045231103897095, 'cx_gates': 1056, 'num_gates': 1676}","{'depth': 27.0, 'depth_ratio': 0.085, 'time': 0.3808, 'cx_gates': 18.0, 'num_gates': 18.0}",sabre_look_7_2_v0.20,sabre_0.20,hex_7,30
