best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 24, 'depth_ratio': 2.4, 'time': 0.09564900398254395, 'cx_gates': 15, 'num_gates': 35}","{'depth': 5.621, 'depth_ratio': 0.5621, 'time': 0.02214, 'cx_gates': 3.6, 'num_gates': 3.6}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,0
"{'depth': 73, 'depth_ratio': 3.65, 'time': 0.32430076599121094, 'cx_gates': 60, 'num_gates': 100}","{'depth': 5.381, 'depth_ratio': 0.2691, 'time': 0.3716, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,1
"{'depth': 112, 'depth_ratio': 3.73, 'time': 0.6798169612884521, 'cx_gates': 99, 'num_gates': 159}","{'depth': 6.145, 'depth_ratio': 0.2067, 'time': 0.5844, 'cx_gates': 0, 'num_gates': 0}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,2
"{'depth': 148, 'depth_ratio': 3.7, 'time': 1.064443826675415, 'cx_gates': 120, 'num_gates': 200}","{'depth': 8.98, 'depth_ratio': 0.2237, 'time': 0.6316, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,3
"{'depth': 191, 'depth_ratio': 3.82, 'time': 1.8015530109405518, 'cx_gates': 153, 'num_gates': 253}","{'depth': 9.621, 'depth_ratio': 0.1924, 'time': 0.4764, 'cx_gates': 15.58, 'num_gates': 15.58}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,4
"{'depth': 239, 'depth_ratio': 3.98, 'time': 3.354346990585327, 'cx_gates': 198, 'num_gates': 318}","{'depth': 5.607, 'depth_ratio': 0.09604, 'time': 0.1345, 'cx_gates': 17.55, 'num_gates': 17.55}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,5
"{'depth': 292, 'depth_ratio': 4.17, 'time': 4.107653856277466, 'cx_gates': 231, 'num_gates': 371}","{'depth': 5.036, 'depth_ratio': 0.07446, 'time': 0.06007, 'cx_gates': 5.02, 'num_gates': 5.02}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,6
"{'depth': 310, 'depth_ratio': 3.88, 'time': 4.9900829792022705, 'cx_gates': 300, 'num_gates': 460}","{'depth': 12.46, 'depth_ratio': 0.154, 'time': 0.2759, 'cx_gates': 17.29, 'num_gates': 17.29}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,7
"{'depth': 320, 'depth_ratio': 3.56, 'time': 5.51279616355896, 'cx_gates': 297, 'num_gates': 477}","{'depth': 26.82, 'depth_ratio': 0.2961, 'time': 0.474, 'cx_gates': 13.81, 'num_gates': 13.81}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,8
"{'depth': 386, 'depth_ratio': 3.86, 'time': 7.420986890792847, 'cx_gates': 300, 'num_gates': 500}","{'depth': 16.09, 'depth_ratio': 0.1609, 'time': 0.3033, 'cx_gates': 14.87, 'num_gates': 14.87}",sabre_sabre_3_v0.20,sabre_0.20,hex_7,9
