best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 27, 'depth_ratio': 2.7, 'time': 0.08635067939758301, 'cx_gates': 21, 'num_gates': 41}","{'depth': 3.5, 'depth_ratio': 0.35, 'time': 0.0009722, 'cx_gates': 0, 'num_gates': 0}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,0
"{'depth': 69, 'depth_ratio': 3.45, 'time': 0.6568520069122314, 'cx_gates': 63, 'num_gates': 103}","{'depth': 1.0, 'depth_ratio': 0.05, 'time': 0.03441, 'cx_gates': 4.5, 'num_gates': 4.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,1
"{'depth': 119, 'depth_ratio': 3.97, 'time': 2.2523789405822754, 'cx_gates': 93, 'num_gates': 153}","{'depth': 8.5, 'depth_ratio': 0.28, 'time': 0.2816, 'cx_gates': 3.0, 'num_gates': 3.0}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,2
"{'depth': 168, 'depth_ratio': 4.2, 'time': 2.9336740970611572, 'cx_gates': 129, 'num_gates': 209}","{'depth': 2.0, 'depth_ratio': 0.05, 'time': 0.3237, 'cx_gates': 4.5, 'num_gates': 4.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,3
"{'depth': 200, 'depth_ratio': 4.0, 'time': 3.1493890285491943, 'cx_gates': 189, 'num_gates': 289}","{'depth': 4.0, 'depth_ratio': 0.08, 'time': 0.2644, 'cx_gates': 9.0, 'num_gates': 9.0}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,4
"{'depth': 263, 'depth_ratio': 4.38, 'time': 3.698230743408203, 'cx_gates': 219, 'num_gates': 339}","{'depth': 1.5, 'depth_ratio': 0.025, 'time': 0.4242, 'cx_gates': 1.5, 'num_gates': 1.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,5
"{'depth': 274, 'depth_ratio': 3.91, 'time': 5.272834062576294, 'cx_gates': 231, 'num_gates': 371}","{'depth': 8.5, 'depth_ratio': 0.125, 'time': 0.2646, 'cx_gates': 1.5, 'num_gates': 1.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,6
"{'depth': 323, 'depth_ratio': 4.04, 'time': 6.31150221824646, 'cx_gates': 258, 'num_gates': 418}","{'depth': 9.5, 'depth_ratio': 0.12, 'time': 0.4259, 'cx_gates': 4.5, 'num_gates': 4.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,7
"{'depth': 365, 'depth_ratio': 4.06, 'time': 7.070629835128784, 'cx_gates': 270, 'num_gates': 450}","{'depth': 6.0, 'depth_ratio': 0.065, 'time': 0.3922, 'cx_gates': 16.5, 'num_gates': 16.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,8
"{'depth': 406, 'depth_ratio': 4.06, 'time': 7.992512941360474, 'cx_gates': 315, 'num_gates': 515}","{'depth': 3.0, 'depth_ratio': 0.03, 'time': 0.1245, 'cx_gates': 4.5, 'num_gates': 4.5}",sabre_look_7_size_2_start_1_v0.20,sabre_0.20,hex_7,9
