depth,cx gates,time,depth_std,cx_std,time_std,look,beam,heuristic
149,294,0.012916803359985352,0,0,0.0004899,1,10,basic
153,294,0.03184986114501953,0,0,0.0005823,2,10,basic
154,294,0.07852387428283691,0,0,0.01078,3,10,basic
154,294,0.1260690689086914,0,0,0.001353,4,10,basic
154,294,0.1744709014892578,0,0,0.0004119,5,10,basic
151,294,0.2237260341644287,0,0,0.002623,6,10,basic
151,294,0.2753729820251465,0,0,0.01136,7,10,basic
151,294,0.3341538906097412,0,0,0.006167,8,10,basic
151,294,0.36574697494506836,0,0,0.00346,9,10,basic
147,294,0.4218461513519287,0,0,0.003584,10,10,basic
147,294,0.4595921039581299,0,0,0.0009361,11,10,basic
147,294,0.5015389919281006,0,0,0.002561,12,10,basic
147,294,0.5589160919189453,0,0,0.01042,13,10,basic
147,300,0.6163380146026611,0,0,0.004157,14,10,basic
147,300,0.6567239761352539,0,0,0.01358,15,10,basic
147,300,0.7051510810852051,0,0,0.01394,16,10,basic
147,300,0.7939989566802979,0,0,0.01316,17,10,basic
147,300,0.8161780834197998,0,0,0.006421,18,10,basic
147,300,1.2107110023498535,0,0,0.1295,19,10,basic
147,300,1.053553819656372,0,0,0.04523,20,10,basic
147,300,1.0258450508117676,0,0,0.02355,21,10,basic
147,300,1.0231893062591553,0,0,0.002462,22,10,basic
147,300,1.076490879058838,0,0,0.03724,23,10,basic
147,300,1.1270756721496582,0,0,0.01819,24,10,basic
147,300,1.1803059577941895,0,0,0.02068,25,10,basic
147,300,1.2436249256134033,0,0,0.01601,26,10,basic
147,300,1.3317310810089111,0,0,0.02196,27,10,basic
147,300,1.3784518241882324,0,0,0.0225,28,10,basic
147,300,1.419302225112915,0,0,0.01116,29,10,basic
147,300,1.4807190895080566,0,0,0.01783,30,10,basic
147,300,1.5658948421478271,0,0,0.01009,31,10,basic
147,300,1.5747718811035156,0,0,0.03801,32,10,basic
147,300,1.6430110931396484,0,0,0.01186,33,10,basic
147,300,1.707245111465454,0,0,0.01387,34,10,basic
147,300,1.7438080310821533,0,0,0.02029,35,10,basic
144,300,1.836198091506958,0,0,0.04275,36,10,basic
144,300,1.9244880676269531,0,0,0.02014,37,10,basic
144,300,1.975511074066162,0,0,0.02505,38,10,basic
144,300,2.036116123199463,0,0,0.01114,39,10,basic
144,300,2.1109440326690674,0,0,0.007855,40,10,basic
144,300,2.2201521396636963,0,0,0.01034,41,10,basic
144,300,2.271190881729126,0,0,0.01332,42,10,basic
144,300,2.4188129901885986,0,0,0.0192,43,10,basic
144,300,2.4905498027801514,0,0,0.1038,44,10,basic
144,300,2.6080667972564697,0,0,0.113,45,10,basic
144,300,2.9658610820770264,0,0,0.07187,46,10,basic
144,300,3.062849998474121,0,0,0.03765,47,10,basic
144,300,3.2383852005004883,0,0,0.04772,48,10,basic
144,300,3.278024911880493,0,0,0.02912,49,10,basic
