depth,cx,time,depth_std,cx_std,time_std,circuit,layout_pass,num_times,max_iter,beam,look,crit
26,39,0.027506113052368164,0.0,0.0,0.0,ghz_10.qasm,SabreLayout,1,3,1,1,1.1
68,286,0.03279304504394531,0.0,0.0,0.0,ghz_20.qasm,SabreLayout,1,3,1,1,1.1
100,356,0.03982710838317871,0.0,0.0,0.0,ghz_30.qasm,SabreLayout,1,3,1,1,1.1
127,558,0.04868578910827637,0.0,0.0,0.0,ghz_40.qasm,SabreLayout,1,3,1,1,1.1
181,745,0.05806303024291992,0.0,0.0,0.0,ghz_50.qasm,SabreLayout,1,3,1,1,1.1
