best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.050872087478637695, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.009714, 'cx_gates': 0, 'num_gates': 0}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.06323099136352539, 'cx_gates': 2, 'num_gates': 3}","{'depth': 0, 'depth_ratio': 0, 'time': 0.01137, 'cx_gates': 0, 'num_gates': 0}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,1
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.06983399391174316, 'cx_gates': 3, 'num_gates': 4}","{'depth': 0.9798, 'depth_ratio': 0.2449, 'time': 0.01085, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,2
"{'depth': 7, 'depth_ratio': 1.4, 'time': 0.09719705581665039, 'cx_gates': 10, 'num_gates': 11}","{'depth': 1.356, 'depth_ratio': 0.2713, 'time': 0.01369, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,3
"{'depth': 11, 'depth_ratio': 1.83, 'time': 0.10866880416870117, 'cx_gates': 17, 'num_gates': 18}","{'depth': 0.4899, 'depth_ratio': 0.08328, 'time': 0.01399, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,4
"{'depth': 13, 'depth_ratio': 1.86, 'time': 0.10628080368041992, 'cx_gates': 18, 'num_gates': 19}","{'depth': 1.673, 'depth_ratio': 0.2379, 'time': 0.04026, 'cx_gates': 2.939, 'num_gates': 2.939}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,5
"{'depth': 16, 'depth_ratio': 2.0, 'time': 0.15676403045654297, 'cx_gates': 19, 'num_gates': 20}","{'depth': 2.577, 'depth_ratio': 0.3251, 'time': 0.03531, 'cx_gates': 3.795, 'num_gates': 3.795}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,6
"{'depth': 17, 'depth_ratio': 1.89, 'time': 0.20335793495178223, 'cx_gates': 20, 'num_gates': 21}","{'depth': 2.482, 'depth_ratio': 0.2767, 'time': 0.01892, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,7
"{'depth': 27, 'depth_ratio': 2.7, 'time': 0.2614269256591797, 'cx_gates': 33, 'num_gates': 34}","{'depth': 0.6325, 'depth_ratio': 0.06325, 'time': 0.05679, 'cx_gates': 8.777, 'num_gates': 8.777}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,8
"{'depth': 21, 'depth_ratio': 1.91, 'time': 0.3601198196411133, 'cx_gates': 43, 'num_gates': 44}","{'depth': 5.528, 'depth_ratio': 0.5017, 'time': 0.07679, 'cx_gates': 9.02, 'num_gates': 9.02}",sabre_look_3_size_2_start_1_v0.20,sabre_0.20,hex_127,9
