best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 329, 'depth_ratio': 3.29, 'time': 253.79114413261414, 'cx_gates': 1617, 'num_gates': 1618}","{'depth': 9.839, 'depth_ratio': 0.09839, 'time': 18.14, 'cx_gates': 275.9, 'num_gates': 275.9}",sabre_v020_look_99_beam_10,sabre_v020,hex_127,0
