best_data,std_dev,routing pass,layout pass,coupling map,circuit label,beam width,look ahead
"{'depth': 340, 'depth_ratio': 3.4, 'time': 0.2350466251373291, 'cx_gates': 1716, 'num_gates': 1717}","{'depth': 8.0, 'depth_ratio': 0.08, 'time': 0.009024, 'cx_gates': 328.5, 'num_gates': 328.5}",sabre_v020_look_01_beam_010,sabre_v020,hex_127,0,10,1
"{'depth': 346, 'depth_ratio': 3.46, 'time': 0.6701104640960693, 'cx_gates': 1926, 'num_gates': 1927}","{'depth': 6.0, 'depth_ratio': 0.06, 'time': 0.005339, 'cx_gates': 241.5, 'num_gates': 241.5}",sabre_v020_look_02_beam_010,sabre_v020,hex_127,0,10,2
"{'depth': 346, 'depth_ratio': 3.46, 'time': 1.2584145069122314, 'cx_gates': 1887, 'num_gates': 1888}","{'depth': 5.0, 'depth_ratio': 0.05, 'time': 0.1494, 'cx_gates': 259.5, 'num_gates': 259.5}",sabre_v020_look_03_beam_010,sabre_v020,hex_127,0,10,3
"{'depth': 356, 'depth_ratio': 3.56, 'time': 2.527221441268921, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 0.194, 'cx_gates': 387.0, 'num_gates': 387.0}",sabre_v020_look_04_beam_010,sabre_v020,hex_127,0,10,4
"{'depth': 354, 'depth_ratio': 3.54, 'time': 2.8279237747192383, 'cx_gates': 1812, 'num_gates': 1813}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 0.4977, 'cx_gates': 345.0, 'num_gates': 345.0}",sabre_v020_look_05_beam_010,sabre_v020,hex_127,0,10,5
"{'depth': 356, 'depth_ratio': 3.56, 'time': 4.770918846130371, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 0.746, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_06_beam_010,sabre_v020,hex_127,0,10,6
"{'depth': 356, 'depth_ratio': 3.56, 'time': 5.421096324920654, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 0.8145, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_07_beam_010,sabre_v020,hex_127,0,10,7
"{'depth': 356, 'depth_ratio': 3.56, 'time': 6.585047483444214, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.078, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_08_beam_010,sabre_v020,hex_127,0,10,8
"{'depth': 356, 'depth_ratio': 3.56, 'time': 7.281163454055786, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.096, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_09_beam_010,sabre_v020,hex_127,0,10,9
"{'depth': 356, 'depth_ratio': 3.56, 'time': 8.802974224090576, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.216, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_010_beam_010,sabre_v020,hex_127,0,10,10
"{'depth': 356, 'depth_ratio': 3.56, 'time': 9.044126987457275, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.471, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_011_beam_010,sabre_v020,hex_127,0,10,11
"{'depth': 356, 'depth_ratio': 3.56, 'time': 9.83446216583252, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.494, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_012_beam_010,sabre_v020,hex_127,0,10,12
"{'depth': 356, 'depth_ratio': 3.56, 'time': 10.6323082447052, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.462, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_013_beam_010,sabre_v020,hex_127,0,10,13
"{'depth': 356, 'depth_ratio': 3.56, 'time': 11.587893962860107, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.607, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_014_beam_010,sabre_v020,hex_127,0,10,14
"{'depth': 356, 'depth_ratio': 3.56, 'time': 12.48491883277893, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 1.845, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_015_beam_010,sabre_v020,hex_127,0,10,15
"{'depth': 356, 'depth_ratio': 3.56, 'time': 15.167248725891113, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 2.558, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_016_beam_010,sabre_v020,hex_127,0,10,16
"{'depth': 356, 'depth_ratio': 3.56, 'time': 16.90831971168518, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 2.001, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_017_beam_010,sabre_v020,hex_127,0,10,17
"{'depth': 356, 'depth_ratio': 3.56, 'time': 16.53139019012451, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 2.171, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_018_beam_010,sabre_v020,hex_127,0,10,18
"{'depth': 356, 'depth_ratio': 3.56, 'time': 17.83338189125061, 'cx_gates': 2502, 'num_gates': 2503}","{'depth': 1.0, 'depth_ratio': 0.01, 'time': 2.428, 'cx_gates': 418.5, 'num_gates': 418.5}",sabre_v020_look_019_beam_010,sabre_v020,hex_127,0,10,19
