best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 295, 'depth_ratio': 2.95, 'time': 45.07576012611389, 'cx_gates': 1473, 'num_gates': 1474}","{'depth': 10.01, 'depth_ratio': 0.1001, 'time': 2.525, 'cx_gates': 177.3, 'num_gates': 177.3}",sabre_look_45__v0.20,sabre_0.20,hex_127,0
