depth,cx,time,depth_std,cx_std,time_std,circuit,layout_pass,num_times,max_iter,beam,look,crit
3,15,0.011346101760864258,3.0,2.48746859276655,0.0016212337277339234,qvol_10_1_0655.qasm,SabreLayout,4,3,1,1,1
12,42,0.01823282241821289,3.897114317029974,4.437059837324712,0.0008258952480675981,qvol_10_2_0115.qasm,SabreLayout,4,3,1,1,1
18,69,0.027239322662353516,11.691342951089922,12.459935794377111,0.001157207997604626,qvol_10_3_0026.qasm,SabreLayout,4,3,1,1,1
36,114,0.035336971282958984,3.6742346141747673,4.437059837324712,0.0004590484096790212,qvol_10_4_0760.qasm,SabreLayout,4,3,1,1,1
57,132,0.04259896278381348,8.584142356694699,26.099568961957974,0.004194541510994581,qvol_10_5_0282.qasm,SabreLayout,4,3,1,1,1
51,153,0.057897090911865234,16.753730927766508,19.267848867997692,0.0033385234215190717,qvol_10_6_0251.qasm,SabreLayout,4,3,1,1,1
84,195,0.06468009948730469,5.7608593109014565,20.498475553074673,0.26476081382980593,qvol_10_7_0229.qasm,SabreLayout,4,3,1,1,1
93,243,0.0772559642791748,18.062391868188442,20.932928605429293,0.0015955204259322103,qvol_10_8_0143.qasm,SabreLayout,4,3,1,1,1
114,273,0.08590221405029297,12.186057606953941,23.370654676324325,0.00316526864021626,qvol_10_9_0755.qasm,SabreLayout,4,3,1,1,1
123,342,0.0935678482055664,11.497282287566918,28.53944638566067,0.005229852626717619,qvol_10_10_0105.qasm,SabreLayout,4,3,1,1,1
138,363,0.10847997665405273,11.882234638316145,14.13108276106258,0.0017681497114042087,qvol_10_11_0693.qasm,SabreLayout,4,3,1,1,1
147,414,0.11875605583190918,27.248853186877426,18.779976038323372,0.0024746142082330753,qvol_10_12_0759.qasm,SabreLayout,4,3,1,1,1
117,399,0.1288290023803711,28.01227409547465,22.78568629644497,0.004339042474327081,qvol_10_13_0914.qasm,SabreLayout,4,3,1,1,1
156,462,0.15761423110961914,17.363755354185336,26.61179249881526,0.005706033217142568,qvol_10_14_0559.qasm,SabreLayout,4,3,1,1,1
180,528,0.791424036026001,27.65863337187866,25.233905761891084,0.2777413236621187,qvol_10_15_0090.qasm,SabreLayout,4,3,1,1,1
234,549,0.1605360507965088,16.56804152578089,19.78635893740938,0.004703510492204864,qvol_10_16_0605.qasm,SabreLayout,4,3,1,1,1
285,588,0.1673121452331543,13.970952007647869,16.618889854620253,0.005359176449547377,qvol_10_17_0433.qasm,SabreLayout,4,3,1,1,1
252,630,0.17731690406799316,20.402205763103165,25.222757581200355,0.006140957308801607,qvol_10_18_0033.qasm,SabreLayout,4,3,1,1,1
219,612,0.7769770622253418,24.23324163210527,19.32614809008769,0.2570761839951076,qvol_10_19_0031.qasm,SabreLayout,4,3,1,1,1
285,645,0.20160603523254395,4.9180788932265,21.633307652783937,0.002561249767642074,qvol_10_20_0096.qasm,SabreLayout,4,3,1,1,1
243,711,0.2017977237701416,29.58462438497403,11.299889379989523,0.0015524769766022,qvol_10_21_0224.qasm,SabreLayout,4,3,1,1,1
261,729,0.2121901512145996,44.52246623896749,34.5,0.2591833782700525,qvol_10_22_0239.qasm,SabreLayout,4,3,1,1,1
243,729,0.21872210502624512,45.645372164108814,29.16333314283537,0.0027787791741452814,qvol_10_23_0518.qasm,SabreLayout,4,3,1,1,1
261,795,0.2293839454650879,74.38245760930462,26.239283526803852,0.004279813118873904,qvol_10_24_0617.qasm,SabreLayout,4,3,1,1,1
360,864,0.25242066383361816,11.098986440211556,42.97310205233036,0.25401516694668275,qvol_10_25_0028.qasm,SabreLayout,4,3,1,1,1
378,879,0.2734408378601074,17.811513130556875,46.39706348466463,0.0034694217768134685,qvol_10_26_0575.qasm,SabreLayout,4,3,1,1,1
261,864,0.9125199317932129,59.713377898089135,34.630189141845584,0.2867233063281819,qvol_10_27_0204.qasm,SabreLayout,4,3,1,1,1
318,939,0.280379056930542,42.49926469952157,39.820691857374854,0.005291740625010349,qvol_10_28_0734.qasm,SabreLayout,4,3,1,1,1
456,936,0.28833913803100586,25.752427070084092,29.924906014890006,0.007885420161538646,qvol_10_29_0666.qasm,SabreLayout,4,3,1,1,1
321,1044,0.305584192276001,57.510868538042445,13.970952007647869,0.2661635213525282,qvol_10_30_0719.qasm,SabreLayout,4,3,1,1,1
363,1110,0.33325910568237305,46.63890543312525,28.062430400804562,0.005616274917682616,qvol_10_31_0986.qasm,SabreLayout,4,3,1,1,1
330,1014,0.9156410694122314,43.3964284244683,43.75785643744447,0.2543554898105618,qvol_10_32_0430.qasm,SabreLayout,4,3,1,1,1
354,1110,0.3428690433502197,73.77118339839751,28.647643882176418,0.0038569725818267805,qvol_10_33_0226.qasm,SabreLayout,4,3,1,1,1
420,1128,0.3552978038787842,53.93746378909561,38.90613704802881,0.006297287568087599,qvol_10_34_0460.qasm,SabreLayout,4,3,1,1,1
456,1305,0.9774348735809326,61.532003867906006,67.4291294619766,0.27236664460487736,qvol_10_35_0604.qasm,SabreLayout,4,3,1,1,1
378,1173,0.3512110710144043,83.71491802540334,46.10517866791105,0.007861031243728908,qvol_10_36_0285.qasm,SabreLayout,4,3,1,1,1
444,1281,0.3721191883087158,56.53925627384923,73.49617336977484,0.011580649395918342,qvol_10_37_0829.qasm,SabreLayout,4,3,1,1,1
408,1305,0.3816831111907959,69.42261879243681,80.95484852681771,0.019388198437314867,qvol_10_38_0891.qasm,SabreLayout,4,3,1,1,1
456,1371,0.42371106147766113,62.49799996799898,54.05726130687717,0.25814593567905,qvol_10_39_0007.qasm,SabreLayout,4,3,1,1,1
579,1398,0.41951489448547363,48.605555238058955,20.932928605429293,0.2502392327706564,qvol_10_40_0778.qasm,SabreLayout,4,3,1,1,1
591,1305,0.40183019638061523,41.372545244400904,106.42603065040056,0.010162679067081546,qvol_10_41_0826.qasm,SabreLayout,4,3,1,1,1
453,1428,0.4374969005584717,122.7688376584221,24.60182920028509,0.2596285705723861,qvol_10_42_0164.qasm,SabreLayout,4,3,1,1,1
549,1518,1.017354965209961,37.13068138345969,59.13121003328107,0.2548738412184042,qvol_10_43_0715.qasm,SabreLayout,4,3,1,1,1
492,1524,0.46860790252685547,96.11711606160476,60.42505688867823,0.00647266284471278,qvol_10_44_0983.qasm,SabreLayout,4,3,1,1,1
480,1455,0.4478638172149658,58.6104726136891,47.97069417884215,0.0066258984582556095,qvol_10_45_0349.qasm,SabreLayout,4,3,1,1,1
711,1584,0.4784529209136963,13.808964479641476,46.52418725781247,0.26478039874583326,qvol_10_46_0964.qasm,SabreLayout,4,3,1,1,1
558,1707,0.5118179321289062,41.70431632337353,55.174722473248565,0.28037754039450485,qvol_10_47_0160.qasm,SabreLayout,4,3,1,1,1
513,1647,0.49466705322265625,122.5854293951773,34.532593299664015,0.22691735871099258,qvol_10_48_0221.qasm,SabreLayout,4,3,1,1,1
717,1773,0.5255470275878906,43.69997139587164,88.49682197683711,0.025055596965561575,qvol_10_49_0782.qasm,SabreLayout,4,3,1,1,1
594,1794,0.5112900733947754,94.91575211733824,63.72352391385775,0.25117104136027063,qvol_10_50_0345.qasm,SabreLayout,4,3,1,1,1
609,1803,1.1891989707946777,99.32899878685983,43.129891026989625,0.2811008339667213,qvol_10_51_0990.qasm,SabreLayout,4,3,1,1,1
651,1920,1.2338721752166748,97.88002860645271,88.82672739665692,0.29557536224573855,qvol_10_52_0095.qasm,SabreLayout,4,3,1,1,1
603,1797,0.5477890968322754,107.35222401049734,24.498724456591614,0.2382131498038041,qvol_10_53_0390.qasm,SabreLayout,4,3,1,1,1
702,1965,0.5931415557861328,84.62379984377917,97.08082972451358,0.2627414729146848,qvol_10_54_0100.qasm,SabreLayout,4,3,1,1,1
654,1911,0.5786030292510986,113.75054944922245,78.93193270153722,0.27576653752864627,qvol_10_55_0368.qasm,SabreLayout,4,3,1,1,1
663,1998,0.5761961936950684,102.71167168340705,61.99193495931547,0.24872592099616164,qvol_10_56_0868.qasm,SabreLayout,4,3,1,1,1
657,1968,0.5787231922149658,102.19833658137495,77.10058365537839,0.015352424682552806,qvol_10_57_0353.qasm,SabreLayout,4,3,1,1,1
711,2058,0.5852220058441162,131.35709916102746,105.75531901516821,0.02047608778978926,qvol_10_58_0619.qasm,SabreLayout,4,3,1,1,1
621,1974,0.6198930740356445,129.4939670409398,31.24899998399949,0.231925318871182,qvol_10_59_0271.qasm,SabreLayout,4,3,1,1,1
663,2163,0.6651740074157715,116.91102386002784,26.36759374687042,0.24135382552741128,qvol_10_60_0827.qasm,SabreLayout,4,3,1,1,1
717,2199,0.6482338905334473,134.3233040093937,12.727922061357855,0.27173632055532576,qvol_10_61_0045.qasm,SabreLayout,4,3,1,1,1
747,2235,0.6681947708129883,127.19743511565004,106.37051988215532,0.31543424036995715,qvol_10_62_0748.qasm,SabreLayout,4,3,1,1,1
741,2211,0.6447529792785645,145.37430137407367,86.09986933787995,0.27966991763733745,qvol_10_63_0471.qasm,SabreLayout,4,3,1,1,1
681,2127,0.6450929641723633,108.81722060409372,40.32601517631019,0.2819202429404736,qvol_10_64_0550.qasm,SabreLayout,4,3,1,1,1
1029,2199,0.6598691940307617,27.90161285660741,37.97696670351649,0.26980326735521887,qvol_10_65_0128.qasm,SabreLayout,4,3,1,1,1
792,2298,1.279965877532959,111.8179323722273,90.07496877601457,0.26712346404382115,qvol_10_66_0388.qasm,SabreLayout,4,3,1,1,1
1029,2178,0.6857099533081055,32.58834147360065,50.30593901320201,0.254330376518767,qvol_10_67_0081.qasm,SabreLayout,4,3,1,1,1
813,2340,0.6825430393218994,121.16388694656507,46.62081080376016,0.023699639112551234,qvol_10_68_0566.qasm,SabreLayout,4,3,1,1,1
807,2508,0.7441999912261963,167.62458053638792,59.16924876994806,0.24161790842643951,qvol_10_69_0301.qasm,SabreLayout,4,3,1,1,1
