best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 20, 'depth_ratio': 2.0, 'time': 0.0207369327545166, 'cx_gates': 39, 'num_gates': 40}","{'depth': 12.22, 'depth_ratio': 1.222, 'time': 0.0005648, 'cx_gates': 11.13, 'num_gates': 11.13}",sabre_v045,sabre_v045,hex_127,0
"{'depth': 84, 'depth_ratio': 4.2, 'time': 0.018653154373168945, 'cx_gates': 136, 'num_gates': 137}","{'depth': 6.468, 'depth_ratio': 0.3234, 'time': 0.0006135, 'cx_gates': 8.612, 'num_gates': 8.612}",sabre_v045,sabre_v045,hex_127,1
"{'depth': 139, 'depth_ratio': 4.63, 'time': 0.05036282539367676, 'cx_gates': 200, 'num_gates': 201}","{'depth': 16.36, 'depth_ratio': 0.5454, 'time': 0.01186, 'cx_gates': 30.73, 'num_gates': 30.73}",sabre_v045,sabre_v045,hex_127,2
"{'depth': 196, 'depth_ratio': 4.9, 'time': 0.021083831787109375, 'cx_gates': 309, 'num_gates': 310}","{'depth': 17.88, 'depth_ratio': 0.4454, 'time': 0.0005359, 'cx_gates': 32.78, 'num_gates': 32.78}",sabre_v045,sabre_v045,hex_127,3
"{'depth': 242, 'depth_ratio': 4.84, 'time': 0.022081851959228516, 'cx_gates': 397, 'num_gates': 398}","{'depth': 26.3, 'depth_ratio': 0.526, 'time': 0.01083, 'cx_gates': 56.74, 'num_gates': 56.74}",sabre_v045,sabre_v045,hex_127,4
"{'depth': 361, 'depth_ratio': 6.02, 'time': 0.0230557918548584, 'cx_gates': 650, 'num_gates': 651}","{'depth': 47.64, 'depth_ratio': 0.7946, 'time': 0.0004175, 'cx_gates': 63.63, 'num_gates': 63.63}",sabre_v045,sabre_v045,hex_127,5
"{'depth': 440, 'depth_ratio': 6.29, 'time': 0.0228579044342041, 'cx_gates': 780, 'num_gates': 781}","{'depth': 21.56, 'depth_ratio': 0.3054, 'time': 0.009428, 'cx_gates': 46.96, 'num_gates': 46.96}",sabre_v045,sabre_v045,hex_127,6
"{'depth': 501, 'depth_ratio': 6.26, 'time': 0.05141806602478027, 'cx_gates': 880, 'num_gates': 881}","{'depth': 35.58, 'depth_ratio': 0.4457, 'time': 0.01091, 'cx_gates': 66.9, 'num_gates': 66.9}",sabre_v045,sabre_v045,hex_127,7
"{'depth': 578, 'depth_ratio': 6.42, 'time': 0.02470707893371582, 'cx_gates': 1061, 'num_gates': 1062}","{'depth': 46.4, 'depth_ratio': 0.5151, 'time': 0.0003125, 'cx_gates': 89.0, 'num_gates': 89.0}",sabre_v045,sabre_v045,hex_127,8
"{'depth': 665, 'depth_ratio': 6.65, 'time': 0.026118993759155273, 'cx_gates': 1182, 'num_gates': 1183}","{'depth': 33.88, 'depth_ratio': 0.3388, 'time': 0.0004478, 'cx_gates': 37.76, 'num_gates': 37.76}",sabre_v045,sabre_v045,hex_127,9
