,depth,cx gates,time,depth_std,cx_std,time_std,look,beam,heuristic
0,154,342,0.18265295028686523,16.42,24.92,0.008246,0,1,lookahead
1,178,489,0.25312113761901855,30.85,49.36,0.02909,0,1,lookahead
2,109,159,0.12801003456115723,12.34,17.8,0.01647,0,1,lookahead
3,247,906,0.35978102684020996,42.88,77.05,0.009244,0,1,lookahead
4,255,1062,0.3655052185058594,58.32,54.68,0.01888,0,1,lookahead
5,187,609,0.2648458480834961,40.51,62.83,0.01964,0,1,lookahead
6,309,909,0.3677489757537842,17.17,52.93,0.01349,0,1,lookahead
7,305,912,0.343156099319458,19.07,53.79,0.02871,0,1,lookahead
8,132,294,0.13541793823242188,11.3,24.83,0.01847,0,1,lookahead
9,180,507,0.20463299751281738,14.32,38.24,0.008108,0,1,lookahead
10,167,312,0.2542459964752197,22.19,27.7,0.01199,0,1,lookahead
11,151,354,0.22406506538391113,17.46,24.77,0.01513,0,1,lookahead
12,197,474,0.27840518951416016,8.559,27.44,0.01703,0,1,lookahead
13,83,141,0.1324608325958252,16.07,11.69,0.01773,0,1,lookahead
14,148,282,0.2822880744934082,22.5,46.69,0.02532,0,1,lookahead
15,247,528,0.30404186248779297,22.92,25.81,0.02241,0,1,lookahead
16,387,1257,0.44388318061828613,29.92,44.24,0.01951,0,1,lookahead
17,94,117,0.18449807167053223,9.909,9.808,0.001633,0,1,lookahead
18,96,120,0.031070947647094727,14.57,12.97,0.001625,0,1,lookahead
19,110,261,0.10708785057067871,24.36,31.36,0.004563,0,1,lookahead
20,125,405,0.13752293586730957,28.72,28.33,0.008713,0,1,lookahead
21,318,1011,0.38229894638061523,55.44,117.0,0.01006,0,1,lookahead
22,334,1074,0.42656898498535156,63.39,134.7,0.07422,0,1,lookahead
23,262,687,0.28244495391845703,7.628,49.91,0.007758,0,1,lookahead
24,315,939,0.33234405517578125,6.083,11.22,0.008007,0,1,lookahead
25,154,348,0.16852688789367676,30.68,30.84,0.008186,0,1,lookahead
26,172,495,0.2289888858795166,25.17,32.76,0.01891,0,1,lookahead
27,285,837,0.3008840084075928,29.22,48.79,0.01661,0,1,lookahead
28,225,693,0.23080706596374512,20.93,41.86,0.01476,0,1,lookahead
