,depth,cx gates,time,depth_std,cx_std,time_std,look,beam,heuristic
0,167,396,0.20177006721496582,19.46,50.78,0.009407,0,1,basic
1,276,753,0.2959592342376709,24.0,40.64,0.02112,0,1,basic
2,140,252,0.14166569709777832,14.34,25.5,0.06569,0,1,basic
3,338,1296,0.39243316650390625,70.91,150.4,0.01781,0,1,basic
4,416,1524,0.488785982131958,54.08,108.0,0.02099,0,1,basic
5,296,900,0.370894193649292,24.83,64.57,0.009668,0,1,basic
6,387,1182,0.41414594650268555,22.12,88.0,0.02137,0,1,basic
7,348,1206,0.44728684425354004,40.5,96.81,0.02528,0,1,basic
8,133,333,0.14670896530151367,20.5,64.85,0.004564,0,1,basic
9,180,612,0.21970891952514648,57.64,79.38,0.007766,0,1,basic
10,189,360,0.3177640438079834,33.73,81.65,0.01315,0,1,basic
11,179,420,0.23285579681396484,28.79,51.15,0.01986,0,1,basic
12,233,555,0.2832310199737549,13.52,52.26,0.008412,0,1,basic
13,115,186,0.14197611808776855,20.99,23.94,0.004154,0,1,basic
14,184,387,0.27627110481262207,32.0,84.2,0.02596,0,1,basic
15,280,696,0.4093329906463623,31.48,75.52,0.02389,0,1,basic
16,392,1527,0.7086582183837891,93.86,232.0,0.08574,0,1,basic
17,130,174,0.20647597312927246,6.745,12.97,0.001346,0,1,basic
18,128,192,0.04182600975036621,22.07,28.81,0.002176,0,1,basic
19,158,384,0.11295509338378906,16.36,48.67,0.005113,0,1,basic
20,194,579,0.1823880672454834,21.25,53.69,0.004806,0,1,basic
21,424,1299,0.47188568115234375,40.64,89.33,0.01581,0,1,basic
22,409,1470,0.6874620914459229,63.25,126.9,0.06415,0,1,basic
23,325,936,0.3298640251159668,11.32,104.2,0.003571,0,1,basic
24,294,1023,0.3468489646911621,51.23,115.5,0.01111,0,1,basic
25,172,498,0.21609187126159668,30.63,60.98,0.01348,0,1,basic
26,234,762,0.2908179759979248,22.64,20.93,0.01223,0,1,basic
27,268,1035,0.34618425369262695,39.32,42.39,0.01057,0,1,basic
28,264,762,0.2662169933319092,20.09,88.93,0.01034,0,1,basic
29,183,585,0.29189395904541016,49.55,72.23,0.01347,0,1,basic
30,188,552,0.24468207359313965,13.83,39.93,0.01812,0,1,basic
31,82,117,0.06086397171020508,19.79,39.71,0.00476,0,1,basic
