depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp
2,1,0.02246999740600586,0.0,0.0,0.000748,0,1,1,sabre_025,sabre_layout
3,2,0.02123117446899414,0.0,0.0,0.009954,0,1,1,sabre_025,sabre_layout
6,6,0.022125959396362305,0.5,1.299,0.0002979,0,1,1,sabre_025,sabre_layout
13,16,0.022362947463989258,1.118,2.121,0.0003991,0,1,1,sabre_025,sabre_layout
16,17,0.02470993995666504,1.0,2.121,0.0004416,0,1,1,sabre_025,sabre_layout
18,24,0.02452874183654785,1.785,4.5,0.001413,0,1,1,sabre_025,sabre_layout
23,28,0.027554035186767578,1.5,3.674,0.02695,0,1,1,sabre_025,sabre_layout
31,50,0.03368711471557617,2.693,9.808,0.001231,0,1,1,sabre_025,sabre_layout
27,30,0.031096935272216797,6.098,14.91,0.001905,0,1,1,sabre_025,sabre_layout
29,28,0.028357982635498047,6.205,12.79,0.002513,0,1,1,sabre_025,sabre_layout
35,74,0.035060882568359375,5.629,5.408,0.001429,0,1,1,sabre_025,sabre_layout
51,81,0.03907895088195801,4.265,10.69,0.01201,0,1,1,sabre_025,sabre_layout
44,70,0.03879714012145996,7.155,6.495,0.0007066,0,1,1,sabre_025,sabre_layout
56,68,0.03937673568725586,6.801,16.62,0.001774,0,1,1,sabre_025,sabre_layout
54,90,0.04389190673828125,5.408,4.5,0.002025,0,1,1,sabre_025,sabre_layout
73,124,0.04371976852416992,4.969,23.47,0.0009879,0,1,1,sabre_025,sabre_layout
79,110,0.04209184646606445,5.385,13.31,0.01421,0,1,1,sabre_025,sabre_layout
88,132,0.04543304443359375,5.612,14.75,0.002686,0,1,1,sabre_025,sabre_layout
89,145,0.0476689338684082,4.062,11.88,0.002751,0,1,1,sabre_025,sabre_layout
93,137,0.049321889877319336,12.46,24.5,0.001577,0,1,1,sabre_025,sabre_layout
86,132,0.05101633071899414,17.81,37.38,0.003435,0,1,1,sabre_025,sabre_layout
107,169,0.054679155349731445,7.628,28.01,0.01454,0,1,1,sabre_025,sabre_layout
103,122,0.04863286018371582,13.01,37.38,0.004933,0,1,1,sabre_025,sabre_layout
106,180,0.05548596382141113,14.9,21.84,0.004892,0,1,1,sabre_025,sabre_layout
99,154,0.06366395950317383,14.08,20.4,0.001858,0,1,1,sabre_025,sabre_layout
117,203,0.09458684921264648,14.36,18.78,0.01318,0,1,1,sabre_025,sabre_layout
117,186,0.0628669261932373,18.58,38.1,0.002615,0,1,1,sabre_025,sabre_layout
153,241,0.0757150650024414,13.18,29.32,0.002757,0,1,1,sabre_025,sabre_layout
148,266,0.09248900413513184,6.021,18.9,0.009351,0,1,1,sabre_025,sabre_layout
156,240,0.07121896743774414,11.05,19.33,0.01575,0,1,1,sabre_025,sabre_layout
166,271,0.07407784461975098,5.788,25.68,0.002443,0,1,1,sabre_025,sabre_layout
172,248,0.08577418327331543,4.437,27.36,0.001874,0,1,1,sabre_025,sabre_layout
162,252,0.07931971549987793,12.98,32.27,0.003295,0,1,1,sabre_025,sabre_layout
183,313,0.12506389617919922,11.92,13.65,0.01516,0,1,1,sabre_025,sabre_layout
175,278,0.09151697158813477,19.47,32.55,0.001909,0,1,1,sabre_025,sabre_layout
182,300,0.09385204315185547,25.04,56.54,0.003837,0,1,1,sabre_025,sabre_layout
193,328,0.0900108814239502,12.91,34.62,0.01679,0,1,1,sabre_025,sabre_layout
198,329,0.10611987113952637,20.87,47.17,0.005719,0,1,1,sabre_025,sabre_layout
195,342,0.09788894653320312,16.01,16.22,0.002439,0,1,1,sabre_025,sabre_layout
193,355,0.09942817687988281,18.35,20.28,0.01358,0,1,1,sabre_025,sabre_layout
231,404,0.108367919921875,11.41,18.06,0.005019,0,1,1,sabre_025,sabre_layout
234,348,0.13568997383117676,7.395,23.33,0.01146,0,1,1,sabre_025,sabre_layout
218,376,0.11264991760253906,31.46,69.76,0.01763,0,1,1,sabre_025,sabre_layout
213,302,0.09810090065002441,29.27,83.8,0.01052,0,1,1,sabre_025,sabre_layout
258,420,0.117095947265625,31.02,52.15,0.005366,0,1,1,sabre_025,sabre_layout
261,424,0.10988903045654297,25.15,59.94,0.02284,0,1,1,sabre_025,sabre_layout
291,482,0.12929892539978027,13.83,31.68,0.004449,0,1,1,sabre_025,sabre_layout
267,465,0.11812591552734375,33.08,74.12,0.007396,0,1,1,sabre_025,sabre_layout
275,457,0.12544512748718262,30.74,64.64,0.0165,0,1,1,sabre_025,sabre_layout
291,464,0.13690996170043945,18.1,37.61,0.007488,0,1,1,sabre_025,sabre_layout
256,450,0.11912393569946289,40.83,61.88,0.008862,0,1,1,sabre_025,sabre_layout
295,508,0.16913104057312012,24.64,60.09,0.01466,0,1,1,sabre_025,sabre_layout
287,518,0.13978791236877441,12.44,33.9,0.01441,0,1,1,sabre_025,sabre_layout
309,525,0.14884591102600098,9.093,17.62,0.006808,0,1,1,sabre_025,sabre_layout
324,580,0.13872432708740234,28.64,62.68,0.01326,0,1,1,sabre_025,sabre_layout
303,536,0.13080286979675293,29.45,43.76,0.01122,0,1,1,sabre_025,sabre_layout
330,477,0.14306306838989258,23.54,75.46,0.01034,0,1,1,sabre_025,sabre_layout
326,520,0.18569397926330566,26.67,59.0,0.01528,0,1,1,sabre_025,sabre_layout
312,518,0.1439352035522461,30.08,48.56,0.005144,0,1,1,sabre_025,sabre_layout
395,675,0.2039632797241211,16.31,62.51,0.0202,0,1,1,sabre_025,sabre_layout
374,601,0.14856219291687012,11.99,52.96,0.01619,0,1,1,sabre_025,sabre_layout
335,575,0.14730596542358398,42.35,80.9,0.01228,0,1,1,sabre_025,sabre_layout
357,645,0.169295072555542,20.09,26.71,0.004618,0,1,1,sabre_025,sabre_layout
392,655,0.1695108413696289,24.34,49.4,0.006673,0,1,1,sabre_025,sabre_layout
385,614,0.1877119541168213,26.06,116.3,0.02221,0,1,1,sabre_025,sabre_layout
379,630,0.17958498001098633,37.2,82.9,0.01808,0,1,1,sabre_025,sabre_layout
377,643,0.17985200881958008,46.35,99.44,0.009027,0,1,1,sabre_025,sabre_layout
419,680,0.16882681846618652,26.35,62.08,0.01092,0,1,1,sabre_025,sabre_layout
417,729,0.21204090118408203,46.93,62.59,0.01289,0,1,1,sabre_025,sabre_layout
454,820,0.207230806350708,24.63,22.05,0.009267,0,1,1,sabre_025,sabre_layout
444,734,0.17702507972717285,34.58,63.39,0.01315,0,1,1,sabre_025,sabre_layout
443,840,0.19604110717773438,38.6,72.64,0.02678,0,1,1,sabre_025,sabre_layout
470,778,0.21490001678466797,29.69,82.9,0.007865,0,1,1,sabre_025,sabre_layout
398,701,0.2035822868347168,66.09,90.93,0.006654,0,1,1,sabre_025,sabre_layout
473,852,0.18519806861877441,39.37,87.94,0.01471,0,1,1,sabre_025,sabre_layout
472,778,0.2101900577545166,36.13,103.0,0.01205,0,1,1,sabre_025,sabre_layout
513,854,0.19776511192321777,22.09,88.96,0.03479,0,1,1,sabre_025,sabre_layout
481,822,0.2210230827331543,37.86,76.56,0.01043,0,1,1,sabre_025,sabre_layout
532,928,0.26201701164245605,38.18,100.9,0.01279,0,1,1,sabre_025,sabre_layout
467,830,0.2284531593322754,61.76,76.57,0.007366,0,1,1,sabre_025,sabre_layout
513,912,0.22384405136108398,40.37,59.19,0.0236,0,1,1,sabre_025,sabre_layout
566,946,0.23168301582336426,32.36,84.19,0.01305,0,1,1,sabre_025,sabre_layout
551,1016,0.24522805213928223,42.49,40.5,0.01224,0,1,1,sabre_025,sabre_layout
547,870,0.24816489219665527,38.15,96.86,0.01253,0,1,1,sabre_025,sabre_layout
526,889,0.2129049301147461,56.15,108.1,0.01733,0,1,1,sabre_025,sabre_layout
599,1037,0.23257112503051758,36.57,95.02,0.02492,0,1,1,sabre_025,sabre_layout
628,1059,0.23689889907836914,5.932,46.11,0.01647,0,1,1,sabre_025,sabre_layout
549,1069,0.25220203399658203,37.03,41.49,0.01181,0,1,1,sabre_025,sabre_layout
634,1061,0.23027300834655762,8.5,55.36,0.02162,0,1,1,sabre_025,sabre_layout
616,1089,0.2720010280609131,45.28,85.86,0.01764,0,1,1,sabre_025,sabre_layout
635,1168,0.26898813247680664,54.45,82.2,0.01623,0,1,1,sabre_025,sabre_layout
687,1208,0.2777891159057617,18.59,55.17,0.01737,0,1,1,sabre_025,sabre_layout
639,1104,0.2272031307220459,36.2,87.54,0.02157,0,1,1,sabre_025,sabre_layout
666,1192,0.26482105255126953,38.72,62.44,0.01241,0,1,1,sabre_025,sabre_layout
657,1232,0.24490690231323242,40.95,81.67,0.009443,0,1,1,sabre_025,sabre_layout
673,1203,0.3057069778442383,42.89,50.66,0.02653,0,1,1,sabre_025,sabre_layout
642,1072,0.2760148048400879,38.31,80.85,0.02185,0,1,1,sabre_025,sabre_layout
689,1151,0.25396108627319336,50.21,88.86,0.02088,0,1,1,sabre_025,sabre_layout
648,1068,0.27077412605285645,42.88,105.8,0.01917,0,1,1,sabre_025,sabre_layout
684,1165,0.2521989345550537,21.01,56.5,0.02525,0,1,1,sabre_025,sabre_layout
801,1325,0.28459906578063965,58.06,135.3,0.01847,0,1,1,sabre_025,sabre_layout
648,1134,0.3008251190185547,73.42,118.2,0.01147,0,1,1,sabre_025,sabre_layout
708,1303,0.307966947555542,49.9,89.84,0.01538,0,1,1,sabre_025,sabre_layout
738,1268,0.29015183448791504,16.66,50.29,0.02313,0,1,1,sabre_025,sabre_layout
718,1281,0.28149986267089844,38.58,76.44,0.02419,0,1,1,sabre_025,sabre_layout
819,1414,0.3076481819152832,21.99,49.91,0.01569,0,1,1,sabre_025,sabre_layout
778,1421,0.3015749454498291,46.32,65.91,0.01565,0,1,1,sabre_025,sabre_layout
769,1395,0.3300149440765381,34.67,112.6,0.009574,0,1,1,sabre_025,sabre_layout
719,1231,0.32135605812072754,73.6,150.4,0.0167,0,1,1,sabre_025,sabre_layout
797,1406,0.3149881362915039,30.87,46.83,0.02358,0,1,1,sabre_025,sabre_layout
780,1395,0.30634593963623047,57.03,97.13,0.02546,0,1,1,sabre_025,sabre_layout
838,1582,0.31654810905456543,32.28,20.39,0.0104,0,1,1,sabre_025,sabre_layout
841,1598,0.31259703636169434,71.75,96.76,0.03115,0,1,1,sabre_025,sabre_layout
797,1386,0.29099321365356445,45.07,86.97,0.0286,0,1,1,sabre_025,sabre_layout
864,1501,0.3508179187774658,66.8,128.2,0.02838,0,1,1,sabre_025,sabre_layout
879,1637,0.32000064849853516,35.39,83.23,0.02422,0,1,1,sabre_025,sabre_layout
842,1491,0.31202197074890137,50.05,123.1,0.03588,0,1,1,sabre_025,sabre_layout
846,1486,0.3183889389038086,85.16,180.9,0.0327,0,1,1,sabre_025,sabre_layout
881,1526,0.33400487899780273,35.63,78.15,0.01397,0,1,1,sabre_025,sabre_layout
860,1542,0.3162071704864502,72.15,139.7,0.0379,0,1,1,sabre_025,sabre_layout
860,1528,0.37446093559265137,82.82,140.6,0.01686,0,1,1,sabre_025,sabre_layout
990,1763,0.3393089771270752,21.92,43.96,0.04123,0,1,1,sabre_025,sabre_layout
964,1752,0.39090681076049805,80.02,171.7,0.006362,0,1,1,sabre_025,sabre_layout
943,1663,0.3736841678619385,89.68,163.6,0.01027,0,1,1,sabre_025,sabre_layout
931,1736,0.36293697357177734,61.82,143.4,0.02012,0,1,1,sabre_025,sabre_layout
978,1839,0.40203094482421875,24.62,92.16,0.02993,0,1,1,sabre_025,sabre_layout
