,depth,cx gates,time,depth_std,cx_std,time_std,look,beam,heuristic
0,2,1,0.029432058334350586,0.0,0.0,0.01083,0,1,basic
1,3,2,0.02422475814819336,0.0,0.0,0.0004051,0,1,basic
2,6,6,0.024595975875854492,0.0,0.0,0.0002365,0,1,basic
3,7,10,0.02551102638244629,1.5,0.0,0.01286,0,1,basic
4,8,11,0.028772830963134766,2.598,3.897,0.0004313,0,1,basic
5,12,21,0.02765488624572754,1.658,3.897,0.0138,0,1,basic
6,15,25,0.029531002044677734,1.92,3.0,0.001024,0,1,basic
7,20,38,0.031854867935180664,1.803,1.299,0.0001971,0,1,basic
8,21,45,0.0662839412689209,0.8292,3.674,0.01447,0,1,basic
9,23,49,0.03492403030395508,2.5,4.5,0.000881,0,1,basic
10,28,62,0.03678393363952637,3.674,10.5,0.01267,0,1,basic
11,25,72,0.04047799110412598,3.937,8.216,0.0007408,0,1,basic
12,31,88,0.04280805587768555,2.046,3.354,0.001739,0,1,basic
13,36,98,0.07253623008728027,4.031,3.897,0.01282,0,1,basic
14,38,108,0.04160284996032715,1.871,3.674,0.00122,0,1,basic
15,35,112,0.048738956451416016,4.583,15.59,0.01686,0,1,basic
16,43,131,0.04862499237060547,4.183,14.91,0.00162,0,1,basic
17,42,129,0.04969596862792969,3.64,10.5,0.001371,0,1,basic
18,56,172,0.05416107177734375,1.479,11.88,0.01396,0,1,basic
19,54,167,0.054769039154052734,2.121,15.52,0.001128,0,1,basic
20,51,177,0.05413174629211426,5.403,6.874,0.01266,0,1,basic
21,58,190,0.05566525459289551,3.536,8.842,0.001835,0,1,basic
22,62,203,0.060304880142211914,1.871,14.75,0.003191,0,1,basic
23,62,213,0.06074666976928711,4.867,12.9,0.002397,0,1,basic
24,66,220,0.06677103042602539,4.5,9.808,0.01182,0,1,basic
25,73,224,0.06952667236328125,3.279,14.54,0.001829,0,1,basic
26,75,249,0.06697916984558105,3.536,21.04,0.002656,0,1,basic
27,82,307,0.07745504379272461,2.681,33.3,0.0157,0,1,basic
28,82,281,0.07453799247741699,3.631,11.32,0.002315,0,1,basic
29,86,261,0.10494828224182129,5.356,19.49,0.01234,0,1,basic
30,86,322,0.08447003364562988,2.586,37.17,0.007041,0,1,basic
31,88,287,0.08167576789855957,3.897,44.06,0.013,0,1,basic
32,95,282,0.08546209335327148,2.385,37.74,0.001824,0,1,basic
33,91,409,0.09493470191955566,4.493,28.25,0.01044,0,1,basic
34,96,383,0.09396815299987793,6.745,41.38,0.002421,0,1,basic
35,101,387,0.09317469596862793,1.225,24.78,0.01344,0,1,basic
36,106,370,0.09207701683044434,4.153,66.29,0.00669,0,1,basic
37,109,425,0.09697103500366211,3.536,27.66,0.001754,0,1,basic
38,105,477,0.10683393478393555,7.089,27.53,0.01396,0,1,basic
39,114,451,0.10097694396972656,3.961,13.5,0.003143,0,1,basic
40,115,500,0.13895893096923828,3.269,51.63,0.01742,0,1,basic
41,122,477,0.10611724853515625,7.155,16.16,0.003175,0,1,basic
42,121,532,0.10919499397277832,6.057,11.32,0.01531,0,1,basic
43,130,443,0.1072850227355957,1.92,64.34,0.006855,0,1,basic
44,130,516,0.14719009399414062,5.494,32.69,0.01354,0,1,basic
45,129,562,0.13057875633239746,5.937,27.62,0.01172,0,1,basic
46,131,458,0.11245489120483398,3.562,93.83,0.01425,0,1,basic
47,150,795,0.14325284957885742,1.414,121.9,0.01892,0,1,basic
48,140,559,0.12614989280700684,5.403,40.99,0.005135,0,1,basic
49,146,554,0.1349959373474121,7.013,98.3,0.01068,0,1,basic
50,150,630,0.16954588890075684,3.571,36.09,0.01097,0,1,basic
51,142,706,0.15746116638183594,6.745,24.31,0.008155,0,1,basic
52,152,623,0.17906832695007324,2.165,82.17,0.0195,0,1,basic
53,147,681,0.15368914604187012,11.22,38.48,0.01167,0,1,basic
54,149,610,0.13787293434143066,5.315,114.3,0.01138,0,1,basic
55,164,716,0.1851358413696289,7.224,29.81,0.01502,0,1,basic
56,162,699,0.15661168098449707,5.262,52.06,0.01784,0,1,basic
57,165,811,0.16958308219909668,7.583,59.85,0.009732,0,1,basic
58,172,929,0.1732020378112793,6.18,85.66,0.005266,0,1,basic
59,182,939,0.17772603034973145,1.299,108.8,0.009277,0,1,basic
60,181,640,0.16622066497802734,3.269,108.7,0.0177,0,1,basic
61,183,896,0.1693429946899414,3.269,50.93,0.01676,0,1,basic
62,190,753,0.1651911735534668,2.345,105.6,0.02313,0,1,basic
63,188,841,0.19173121452331543,2.947,67.4,0.01436,0,1,basic
64,188,980,0.1913158893585205,6.978,83.41,0.008723,0,1,basic
65,195,903,0.20730090141296387,4.146,71.59,0.01586,0,1,basic
66,200,1162,0.20519495010375977,5.362,93.27,0.005621,0,1,basic
67,191,887,0.23621106147766113,8.555,125.8,0.01872,0,1,basic
68,198,1107,0.23485708236694336,9.203,100.1,0.01366,0,1,basic
69,206,1192,0.2165529727935791,7.649,98.83,0.006624,0,1,basic
70,212,908,0.20716500282287598,9.417,120.0,0.01173,0,1,basic
71,215,942,0.1898810863494873,7.361,140.1,0.01813,0,1,basic
72,207,1102,0.21176791191101074,9.5,178.0,0.01616,0,1,basic
73,210,962,0.21659064292907715,6.098,98.61,0.007159,0,1,basic
74,212,1104,0.21107697486877441,11.85,200.5,0.02704,0,1,basic
75,217,1210,0.27130699157714844,4.603,60.8,0.02056,0,1,basic
76,224,1247,0.23233699798583984,7.293,118.8,0.006703,0,1,basic
77,226,1230,0.2723701000213623,9.858,83.26,0.02205,0,1,basic
78,228,1510,0.25144100189208984,5.932,253.4,0.02426,0,1,basic
79,238,1388,0.2859370708465576,7.496,220.9,0.03239,0,1,basic
80,243,1182,0.22884297370910645,13.05,152.5,0.01557,0,1,basic
81,233,1321,0.252119779586792,6.874,159.9,0.01166,0,1,basic
82,240,1385,0.26367688179016113,13.55,174.1,0.01813,0,1,basic
83,247,1407,0.255126953125,7.365,219.4,0.02344,0,1,basic
84,247,1261,0.26200294494628906,10.7,104.8,0.01084,0,1,basic
85,248,1556,0.27352094650268555,10.3,91.23,0.01199,0,1,basic
86,254,1407,0.26418399810791016,9.364,74.71,0.01551,0,1,basic
87,253,1543,0.2932102680206299,11.41,92.98,0.009233,0,1,basic
88,264,1226,0.2718620300292969,5.356,115.2,0.006601,0,1,basic
89,261,1437,0.2925570011138916,10.33,95.26,0.006472,0,1,basic
90,274,1276,0.2718939781188965,7.81,133.4,0.0251,0,1,basic
91,277,1616,0.33130693435668945,9.823,189.1,0.02764,0,1,basic
92,270,1188,0.2887299060821533,13.87,109.4,0.0156,0,1,basic
93,274,1711,0.3237907886505127,13.96,122.0,0.009221,0,1,basic
94,277,1514,0.30710911750793457,13.5,212.9,0.01437,0,1,basic
95,281,1866,0.3967738151550293,5.847,136.9,0.05307,0,1,basic
96,284,1414,0.30820298194885254,11.05,215.6,0.02231,0,1,basic
97,290,1448,0.2972910404205322,6.759,228.0,0.02388,0,1,basic
98,290,1815,0.31975603103637695,10.23,214.2,0.01335,0,1,basic
99,296,1786,0.32686471939086914,12.79,144.5,0.008602,0,1,basic
100,319,1943,0.3479278087615967,6.495,236.3,0.02708,0,1,basic
101,304,1620,0.32916712760925293,10.97,156.5,0.02345,0,1,basic
102,290,2074,0.3849818706512451,18.71,296.8,0.0433,0,1,basic
103,313,1760,0.3629169464111328,4.95,177.5,0.02563,0,1,basic
