best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 7, 'depth_ratio': 7.0, 'time': 0.016430139541625977, 'cx_gates': 15, 'num_gates': 55}","{'depth': 0, 'depth_ratio': 0, 'time': 0.001887, 'cx_gates': 0, 'num_gates': 0}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,0
"{'depth': 20, 'depth_ratio': 10.0, 'time': 0.024231910705566406, 'cx_gates': 39, 'num_gates': 119}","{'depth': 6.974, 'depth_ratio': 3.487, 'time': 0.003565, 'cx_gates': 7.73, 'num_gates': 7.73}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,1
"{'depth': 27, 'depth_ratio': 9.0, 'time': 0.06491613388061523, 'cx_gates': 54, 'num_gates': 174}","{'depth': 11.72, 'depth_ratio': 3.907, 'time': 0.01107, 'cx_gates': 12.15, 'num_gates': 12.15}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,2
"{'depth': 71, 'depth_ratio': 17.75, 'time': 0.053064823150634766, 'cx_gates': 108, 'num_gates': 268}","{'depth': 15.0, 'depth_ratio': 3.75, 'time': 0.004659, 'cx_gates': 10.97, 'num_gates': 10.97}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,3
"{'depth': 67, 'depth_ratio': 13.4, 'time': 0.09956789016723633, 'cx_gates': 117, 'num_gates': 317}","{'depth': 27.73, 'depth_ratio': 5.546, 'time': 0.01246, 'cx_gates': 16.61, 'num_gates': 16.61}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,4
"{'depth': 132, 'depth_ratio': 22.0, 'time': 0.11603975296020508, 'cx_gates': 228, 'num_gates': 468}","{'depth': 20.84, 'depth_ratio': 3.472, 'time': 0.01405, 'cx_gates': 8.612, 'num_gates': 8.612}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,5
"{'depth': 110, 'depth_ratio': 15.71, 'time': 0.127485990524292, 'cx_gates': 249, 'num_gates': 529}","{'depth': 34.33, 'depth_ratio': 4.904, 'time': 0.01354, 'cx_gates': 10.5, 'num_gates': 10.5}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,6
"{'depth': 133, 'depth_ratio': 16.62, 'time': 0.12778210639953613, 'cx_gates': 279, 'num_gates': 599}","{'depth': 40.0, 'depth_ratio': 5.002, 'time': 0.008974, 'cx_gates': 35.16, 'num_gates': 35.16}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,7
"{'depth': 166, 'depth_ratio': 18.44, 'time': 0.13777613639831543, 'cx_gates': 309, 'num_gates': 669}","{'depth': 21.25, 'depth_ratio': 2.364, 'time': 0.006883, 'cx_gates': 19.95, 'num_gates': 19.95}",sabre_look_all_0_v0.20,sabre_0.20,heavy_hex_27,8
