depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
60,210,0.446505069732666,5.408,3.269,0.05686,0,5,1,sabre_025_depth_mirror,sabre_layout,1
54,189,0.4476511478424072,4.437,5.761,0.04761,0,5,1,sabre_025_depth_mirror,sabre_layout,1
60,201,0.4873051643371582,6.139,9.093,0.1385,0,5,1,sabre_025_depth_mirror,sabre_layout,1
63,204,0.6782889366149902,8.216,5.356,0.0771,0,5,1,sabre_025_depth_mirror,sabre_layout,1
60,204,0.5689051151275635,10.69,13.5,0.03173,0,5,1,sabre_025_depth_mirror,sabre_layout,1
63,213,0.4727959632873535,5.356,2.487,0.08368,0,5,1,sabre_025_depth_mirror,sabre_layout,1
72,216,0.5646347999572754,5.761,10.92,0.08971,0,5,1,sabre_025_depth_mirror,sabre_layout,1
69,228,0.509876012802124,8.746,4.743,0.07464,0,5,1,sabre_025_depth_mirror,sabre_layout,1
60,222,0.6016178131103516,4.743,12.09,0.06682,0,5,1,sabre_025_depth_mirror,sabre_layout,1
75,225,0.6673629283905029,7.155,9.721,0.1234,0,5,1,sabre_025_depth_mirror,sabre_layout,1
174,468,0.944462776184082,4.975,11.69,0.09519,0,5,1,sabre_025_depth_mirror,sabre_layout,1
144,459,0.8415539264678955,16.07,4.437,0.07579,0,5,1,sabre_025_depth_mirror,sabre_layout,1
141,414,0.728734016418457,15.44,17.92,0.1274,0,5,1,sabre_025_depth_mirror,sabre_layout,1
144,420,0.9197719097137451,13.16,19.49,0.08531,0,5,1,sabre_025_depth_mirror,sabre_layout,1
153,441,0.8014862537384033,16.35,15.73,0.09127,0,5,1,sabre_025_depth_mirror,sabre_layout,1
150,432,0.7106177806854248,8.216,13.81,0.1554,0,5,1,sabre_025_depth_mirror,sabre_layout,1
159,471,0.8573791980743408,11.1,14.15,0.1053,0,5,1,sabre_025_depth_mirror,sabre_layout,1
141,420,0.9759280681610107,17.41,13.31,0.09886,0,5,1,sabre_025_depth_mirror,sabre_layout,1
144,426,0.7983748912811279,12.55,19.14,0.06339,0,5,1,sabre_025_depth_mirror,sabre_layout,1
138,444,0.970322847366333,19.25,10.26,0.06853,0,5,1,sabre_025_depth_mirror,sabre_layout,1
228,675,0.8994760513305664,31.49,37.65,0.1376,0,5,1,sabre_025_depth_mirror,sabre_layout,1
246,696,1.1991417407989502,9.721,8.078,0.109,0,5,1,sabre_025_depth_mirror,sabre_layout,1
222,672,0.955618143081665,17.8,20.07,0.1158,0,5,1,sabre_025_depth_mirror,sabre_layout,1
273,693,0.8654577732086182,9.124,28.09,0.1168,0,5,1,sabre_025_depth_mirror,sabre_layout,1
225,693,0.967886209487915,22.95,17.23,0.02216,0,5,1,sabre_025_depth_mirror,sabre_layout,1
252,660,1.0216100215911865,5.612,6.708,0.08569,0,5,1,sabre_025_depth_mirror,sabre_layout,1
249,675,1.114361047744751,11.42,22.05,0.09773,0,5,1,sabre_025_depth_mirror,sabre_layout,1
198,651,1.0480108261108398,27.85,16.07,0.06965,0,5,1,sabre_025_depth_mirror,sabre_layout,1
237,669,1.0693168640136719,18.12,26.1,0.05073,0,5,1,sabre_025_depth_mirror,sabre_layout,1
207,675,1.0794508457183838,29.04,23.72,0.07223,0,5,1,sabre_025_depth_mirror,sabre_layout,1
363,945,1.2755329608917236,12.44,21.78,0.1291,0,5,1,sabre_025_depth_mirror,sabre_layout,1
285,906,1.1825430393218994,13.65,21.74,0.1616,0,5,1,sabre_025_depth_mirror,sabre_layout,1
300,948,1.2797839641571045,33.0,20.4,0.08955,0,5,1,sabre_025_depth_mirror,sabre_layout,1
369,963,1.3050739765167236,9.487,26.24,0.155,0,5,1,sabre_025_depth_mirror,sabre_layout,1
378,924,1.5126121044158936,11.02,19.09,0.1425,0,5,1,sabre_025_depth_mirror,sabre_layout,1
294,927,1.2865691184997559,27.08,20.89,0.07156,0,5,1,sabre_025_depth_mirror,sabre_layout,1
366,921,1.326084852218628,11.52,20.17,0.1444,0,5,1,sabre_025_depth_mirror,sabre_layout,1
336,912,1.2507977485656738,21.05,20.46,0.1173,0,5,1,sabre_025_depth_mirror,sabre_layout,1
288,909,1.397400140762329,36.89,20.35,0.1087,0,5,1,sabre_025_depth_mirror,sabre_layout,1
