depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.054023027420043945,0.0,0.0,0.001414,0,5,2.9,sabre_025_crit,sabre_layout,1
23,34,0.09395408630371094,0.0,0.0,0.0008912,0,5,2.9,sabre_025_crit,sabre_layout,1
0,0,0.05184817314147949,0.0,0.0,0.03387,0,5,2.9,sabre_025_crit,sabre_layout,1
14,14,0.06734490394592285,1.479,3.354,0.002422,0,5,2.9,sabre_025_crit,sabre_layout,1
3,3,0.05048966407775879,2.121,3.0,0.001893,0,5,2.9,sabre_025_crit,sabre_layout,1
1,1,0.04841303825378418,0.0,0.0,0.0009298,0,5,2.9,sabre_025_crit,sabre_layout,1
2,2,0.05614900588989258,0.0,0.0,0.02405,0,5,2.9,sabre_025_crit,sabre_layout,1
15,15,0.0655980110168457,2.487,2.487,0.001462,0,5,2.9,sabre_025_crit,sabre_layout,1
2,6,0.0748438835144043,0.0,0.0,0.002238,0,5,2.9,sabre_025_crit,sabre_layout,1
7,4,0.05897974967956543,3.0,3.897,0.001404,0,5,2.9,sabre_025_crit,sabre_layout,1
0,0,0.11892199516296387,0.0,0.0,0.0231,0,5,2.9,sabre_025_crit,sabre_layout,1
2,2,0.054788827896118164,0.0,0.0,0.0009475,0,5,2.9,sabre_025_crit,sabre_layout,1
2,2,0.05320096015930176,0.0,0.0,0.001991,0,5,2.9,sabre_025_crit,sabre_layout,1
84,84,0.10515475273132324,0.0,0.0,0.0205,0,5,2.9,sabre_025_crit,sabre_layout,1
80,139,0.1963179111480713,17.65,21.25,0.007663,0,5,2.9,sabre_025_crit,sabre_layout,1
3,3,0.049945831298828125,0.0,0.0,0.001348,0,5,2.9,sabre_025_crit,sabre_layout,1
18,18,0.12508583068847656,2.773,4.5,0.02145,0,5,2.9,sabre_025_crit,sabre_layout,1
10,10,0.06866598129272461,1.299,1.299,0.0009873,0,5,2.9,sabre_025_crit,sabre_layout,1
32,32,0.08241009712219238,2.487,2.121,0.002474,0,5,2.9,sabre_025_crit,sabre_layout,1
3,2,0.05499577522277832,0.0,0.0,0.0009555,0,5,2.9,sabre_025_crit,sabre_layout,1
2,4,0.11726808547973633,0.0,0.0,0.02328,0,5,2.9,sabre_025_crit,sabre_layout,1
86,101,0.11203885078430176,12.4,24.31,0.006586,0,5,2.9,sabre_025_crit,sabre_layout,1
