depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.024247169494628906,0.0,0.0,0.000189,0,5,1.7,sabre_025_crit,sabre_layout,1
23,34,0.04435920715332031,0.0,0.0,0.01883,0,5,1.7,sabre_025_crit,sabre_layout,1
0,0,0.023952960968017578,0.0,0.0,0.000495,0,5,1.7,sabre_025_crit,sabre_layout,1
14,14,0.030492305755615234,1.479,3.354,0.0002261,0,5,1.7,sabre_025_crit,sabre_layout,1
3,3,0.024892091751098633,2.121,3.0,0.0008724,0,5,1.7,sabre_025_crit,sabre_layout,1
1,1,0.023779869079589844,0.0,0.0,0.003513,0,5,1.7,sabre_025_crit,sabre_layout,1
2,2,0.06687784194946289,0.0,0.0,0.01828,0,5,1.7,sabre_025_crit,sabre_layout,1
15,15,0.02937912940979004,2.487,2.487,0.0005546,0,5,1.7,sabre_025_crit,sabre_layout,1
2,6,0.033799171447753906,0.0,0.0,0.0008797,0,5,1.7,sabre_025_crit,sabre_layout,1
7,4,0.026696205139160156,3.0,3.897,0.01707,0,5,1.7,sabre_025_crit,sabre_layout,1
0,0,0.030120134353637695,0.0,0.0,0.0003469,0,5,1.7,sabre_025_crit,sabre_layout,1
2,2,0.023656845092773438,0.0,0.0,0.0002558,0,5,1.7,sabre_025_crit,sabre_layout,1
2,2,0.02547907829284668,0.0,0.0,0.0004914,0,5,1.7,sabre_025_crit,sabre_layout,1
84,84,0.08904790878295898,0.0,0.0,0.01748,0,5,1.7,sabre_025_crit,sabre_layout,1
78,139,0.08854985237121582,18.18,33.09,0.003379,0,5,1.7,sabre_025_crit,sabre_layout,1
3,3,0.024034976959228516,0.0,0.0,0.000585,0,5,1.7,sabre_025_crit,sabre_layout,1
18,18,0.032797813415527344,2.773,4.5,0.01505,0,5,1.7,sabre_025_crit,sabre_layout,1
10,10,0.03556704521179199,1.299,1.299,0.001898,0,5,1.7,sabre_025_crit,sabre_layout,1
32,32,0.039830923080444336,2.487,2.121,0.0004383,0,5,1.7,sabre_025_crit,sabre_layout,1
3,2,0.025231122970581055,0.0,0.0,0.0002833,0,5,1.7,sabre_025_crit,sabre_layout,1
2,4,0.06400370597839355,0.0,0.0,0.01556,0,5,1.7,sabre_025_crit,sabre_layout,1
86,101,0.053040266036987305,12.6,24.77,0.003004,0,5,1.7,sabre_025_crit,sabre_layout,1
24,27,0.03565406799316406,4.123,3.674,0.000923,0,5,1.7,sabre_025_crit,sabre_layout,1
10,16,0.028727054595947266,2.5,1.5,0.01495,0,5,1.7,sabre_025_crit,sabre_layout,1
2,2,0.024861812591552734,0.0,0.0,0.0003343,0,5,1.7,sabre_025_crit,sabre_layout,1
3,0,0.02614116668701172,0.0,0.0,0.0005082,0,5,1.7,sabre_025_crit,sabre_layout,1
9,9,0.02666497230529785,1.299,1.299,0.0004086,0,5,1.7,sabre_025_crit,sabre_layout,1
17,17,0.028376102447509766,1.299,1.299,0.0163,0,5,1.7,sabre_025_crit,sabre_layout,1
4,4,0.027007102966308594,0.0,0.0,0.0007282,0,5,1.7,sabre_025_crit,sabre_layout,1
9,9,0.02674102783203125,2.598,2.598,0.0005181,0,5,1.7,sabre_025_crit,sabre_layout,1
4,7,0.03044605255126953,1.225,1.299,0.000416,0,5,1.7,sabre_025_crit,sabre_layout,1
63,105,0.07824587821960449,0.0,3.897,0.01885,0,5,1.7,sabre_025_crit,sabre_layout,1
63,105,0.07759499549865723,0.0,3.897,0.007497,0,5,1.7,sabre_025_crit,sabre_layout,1
40,430,1.3185288906097412,1.785,31.5,0.0302,0,5,1.7,sabre_025_crit,sabre_layout,1
16,113,0.23255395889282227,6.098,12.46,0.008137,0,5,1.7,sabre_025_crit,sabre_layout,1
58,176,0.14656519889831543,12.32,18.55,0.01526,0,5,1.7,sabre_025_crit,sabre_layout,1
48,587,2.816037893295288,3.631,51.37,0.1389,0,5,1.7,sabre_025_crit,sabre_layout,1
