depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.07000494003295898,0.0,0.0,0.01984,0,5,2.1,sabre_025_crit,sabre_layout,1
23,34,0.044901132583618164,0.0,0.0,0.0009226,0,5,2.1,sabre_025_crit,sabre_layout,1
0,0,0.02450704574584961,0.0,0.0,0.0001377,0,5,2.1,sabre_025_crit,sabre_layout,1
14,14,0.06679391860961914,1.479,3.354,0.0157,0,5,2.1,sabre_025_crit,sabre_layout,1
3,3,0.024057865142822266,2.121,3.0,0.0006942,0,5,2.1,sabre_025_crit,sabre_layout,1
1,1,0.021956920623779297,0.0,0.0,0.0005374,0,5,2.1,sabre_025_crit,sabre_layout,1
2,2,0.02583026885986328,0.0,0.0,0.0002916,0,5,2.1,sabre_025_crit,sabre_layout,1
15,15,0.030178070068359375,2.487,2.487,0.01657,0,5,2.1,sabre_025_crit,sabre_layout,1
2,6,0.03393101692199707,0.0,0.0,0.00113,0,5,2.1,sabre_025_crit,sabre_layout,1
7,4,0.026101112365722656,3.0,3.897,0.000655,0,5,2.1,sabre_025_crit,sabre_layout,1
0,0,0.029918909072875977,0.0,0.0,0.01484,0,5,2.1,sabre_025_crit,sabre_layout,1
2,2,0.02393794059753418,0.0,0.0,0.0004812,0,5,2.1,sabre_025_crit,sabre_layout,1
2,2,0.02278900146484375,0.0,0.0,0.0003028,0,5,2.1,sabre_025_crit,sabre_layout,1
84,84,0.04716181755065918,0.0,0.0,0.01526,0,5,2.1,sabre_025_crit,sabre_layout,1
80,139,0.098297119140625,17.65,21.25,0.007083,0,5,2.1,sabre_025_crit,sabre_layout,1
3,3,0.025368928909301758,0.0,0.0,0.0004055,0,5,2.1,sabre_025_crit,sabre_layout,1
18,18,0.033016204833984375,2.773,4.5,0.001241,0,5,2.1,sabre_025_crit,sabre_layout,1
10,10,0.07218289375305176,1.299,1.299,0.01781,0,5,2.1,sabre_025_crit,sabre_layout,1
32,32,0.04016900062561035,2.487,2.121,0.0009019,0,5,2.1,sabre_025_crit,sabre_layout,1
3,2,0.025988101959228516,0.0,0.0,0.000558,0,5,2.1,sabre_025_crit,sabre_layout,1
2,4,0.02908802032470703,0.0,0.0,0.0001776,0,5,2.1,sabre_025_crit,sabre_layout,1
86,101,0.0519869327545166,12.4,24.31,0.01471,0,5,2.1,sabre_025_crit,sabre_layout,1
24,27,0.03470301628112793,4.123,3.674,0.001023,0,5,2.1,sabre_025_crit,sabre_layout,1
10,16,0.029265165328979492,2.165,1.299,0.000622,0,5,2.1,sabre_025_crit,sabre_layout,1
2,2,0.02525019645690918,0.0,0.0,0.01705,0,5,2.1,sabre_025_crit,sabre_layout,1
3,0,0.02503681182861328,0.0,0.0,5.705e-05,0,5,2.1,sabre_025_crit,sabre_layout,1
9,9,0.02663898468017578,1.299,1.299,0.0003594,0,5,2.1,sabre_025_crit,sabre_layout,1
17,17,0.028594970703125,1.299,1.299,0.0004471,0,5,2.1,sabre_025_crit,sabre_layout,1
4,4,0.027266740798950195,0.0,0.0,0.01673,0,5,2.1,sabre_025_crit,sabre_layout,1
9,9,0.026968002319335938,2.598,2.598,0.0004269,0,5,2.1,sabre_025_crit,sabre_layout,1
4,7,0.03085017204284668,1.225,1.299,0.0004796,0,5,2.1,sabre_025_crit,sabre_layout,1
