depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.025686025619506836,0.0,0.0,0.0008757,0,5,3,sabre_025_crit,sabre_layout,1
23,34,0.04432415962219238,0.0,0.0,0.02123,0,5,3,sabre_025_crit,sabre_layout,1
0,0,0.02513599395751953,0.0,0.0,0.0003422,0,5,3,sabre_025_crit,sabre_layout,1
14,14,0.03199195861816406,1.479,3.354,0.000549,0,5,3,sabre_025_crit,sabre_layout,1
3,3,0.025014162063598633,2.121,3.0,0.0008624,0,5,3,sabre_025_crit,sabre_layout,1
1,1,0.02563023567199707,0.0,0.0,0.01956,0,5,3,sabre_025_crit,sabre_layout,1
2,2,0.027338027954101562,0.0,0.0,0.0005435,0,5,3,sabre_025_crit,sabre_layout,1
15,15,0.03138113021850586,2.487,2.487,0.0008204,0,5,3,sabre_025_crit,sabre_layout,1
2,6,0.034008026123046875,0.0,0.0,0.0009292,0,5,3,sabre_025_crit,sabre_layout,1
7,4,0.07019591331481934,3.0,3.897,0.01836,0,5,3,sabre_025_crit,sabre_layout,1
0,0,0.03194093704223633,0.0,0.0,0.0008758,0,5,3,sabre_025_crit,sabre_layout,1
2,2,0.024998188018798828,0.0,0.0,0.0004826,0,5,3,sabre_025_crit,sabre_layout,1
2,2,0.024270057678222656,0.0,0.0,0.0002018,0,5,3,sabre_025_crit,sabre_layout,1
84,84,0.09458208084106445,0.0,0.0,0.0196,0,5,3,sabre_025_crit,sabre_layout,1
80,139,0.09174084663391113,17.65,21.25,0.002682,0,5,3,sabre_025_crit,sabre_layout,1
3,3,0.024893760681152344,0.0,0.0,0.01809,0,5,3,sabre_025_crit,sabre_layout,1
18,18,0.035350799560546875,2.773,4.5,0.0008429,0,5,3,sabre_025_crit,sabre_layout,1
10,10,0.034130096435546875,1.299,1.299,0.0008894,0,5,3,sabre_025_crit,sabre_layout,1
32,32,0.03957009315490723,2.487,2.121,0.0009527,0,5,3,sabre_025_crit,sabre_layout,1
3,2,0.02512979507446289,0.0,0.0,0.01704,0,5,3,sabre_025_crit,sabre_layout,1
2,4,0.03103017807006836,0.0,0.0,0.0005229,0,5,3,sabre_025_crit,sabre_layout,1
86,101,0.053826093673706055,12.4,24.31,0.002803,0,5,3,sabre_025_crit,sabre_layout,1
24,27,0.035820960998535156,4.123,3.674,0.001407,0,5,3,sabre_025_crit,sabre_layout,1
10,16,0.029865026473999023,2.165,1.299,0.01831,0,5,3,sabre_025_crit,sabre_layout,1
2,2,0.024987220764160156,0.0,0.0,0.0004405,0,5,3,sabre_025_crit,sabre_layout,1
3,0,0.026300907135009766,0.0,0.0,0.0002851,0,5,3,sabre_025_crit,sabre_layout,1
9,9,0.027264833450317383,1.299,1.299,0.0007214,0,5,3,sabre_025_crit,sabre_layout,1
17,17,0.029203176498413086,1.299,1.299,0.01813,0,5,3,sabre_025_crit,sabre_layout,1
4,4,0.028208017349243164,0.0,0.0,0.0006959,0,5,3,sabre_025_crit,sabre_layout,1
9,9,0.027685880661010742,2.598,2.598,0.0006797,0,5,3,sabre_025_crit,sabre_layout,1
4,7,0.07498621940612793,1.225,1.299,0.01838,0,5,3,sabre_025_crit,sabre_layout,1
63,105,0.08172011375427246,0.0,3.897,0.007596,0,5,3,sabre_025_crit,sabre_layout,1
63,105,0.07994484901428223,0.0,3.897,0.007552,0,5,3,sabre_025_crit,sabre_layout,1
28,367,1.3501558303833008,4.69,22.2,0.03886,0,5,3,sabre_025_crit,sabre_layout,1
21,128,0.2358226776123047,6.5,4.437,0.00886,0,5,3,sabre_025_crit,sabre_layout,1
85,194,0.14664912223815918,12.97,17.92,0.01415,0,5,3,sabre_025_crit,sabre_layout,1
44,605,3.3621487617492676,4.323,61.48,0.1368,0,5,3,sabre_025_crit,sabre_layout,1
26,253,0.5973491668701172,10.5,24.5,0.04736,0,5,3,sabre_025_crit,sabre_layout,1
13,138,0.38411402702331543,6.495,30.04,0.008166,0,5,3,sabre_025_crit,sabre_layout,1
52,67,0.05381011962890625,4.093,14.91,0.002899,0,5,3,sabre_025_crit,sabre_layout,1
78,123,0.09551811218261719,0.0,3.674,0.005448,0,5,3,sabre_025_crit,sabre_layout,1
20,22,0.03386092185974121,3.897,3.674,0.01959,0,5,3,sabre_025_crit,sabre_layout,1
114,162,0.10706305503845215,12.34,8.584,0.004401,0,5,3,sabre_025_crit,sabre_layout,1
96,118,0.08235597610473633,12.18,26.96,0.001531,0,5,3,sabre_025_crit,sabre_layout,1
70,102,0.08858108520507812,12.05,15.95,0.02044,0,5,3,sabre_025_crit,sabre_layout,1
81,123,0.07919192314147949,3.391,8.078,0.002709,0,5,3,sabre_025_crit,sabre_layout,1
10,10,0.035096168518066406,0.0,0.0,0.01875,0,5,3,sabre_025_crit,sabre_layout,1
103,166,0.15383505821228027,0.433,2.487,0.01032,0,5,3,sabre_025_crit,sabre_layout,1
59,102,0.068115234375,13.16,19.94,0.00305,0,5,3,sabre_025_crit,sabre_layout,1
103,166,0.15548276901245117,0.433,2.487,0.02743,0,5,3,sabre_025_crit,sabre_layout,1
61,76,0.07080984115600586,7.918,14.6,0.002157,0,5,3,sabre_025_crit,sabre_layout,1
36,56,0.07345104217529297,9.391,13.48,0.004325,0,5,3,sabre_025_crit,sabre_layout,1
340,601,0.2840738296508789,5.612,39.66,0.02192,0,5,3,sabre_025_crit,sabre_layout,1
50,60,0.036750078201293945,1.581,2.487,0.0007165,0,5,3,sabre_025_crit,sabre_layout,1
55,66,0.05547213554382324,3.345,3.674,0.0165,0,5,3,sabre_025_crit,sabre_layout,1
7,9,0.05730485916137695,0.0,0.0,0.0008486,0,5,3,sabre_025_crit,sabre_layout,1
10,4,0.033699750900268555,0.0,0.0,0.02074,0,5,3,sabre_025_crit,sabre_layout,1
20,8,0.03590106964111328,0.0,0.0,0.0001812,0,5,3,sabre_025_crit,sabre_layout,1
