depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.05050778388977051,0.0,0.0,0.0005696,0,5,2.8,sabre_025_crit,sabre_layout,1
23,34,0.09217977523803711,0.0,0.0,0.001702,0,5,2.8,sabre_025_crit,sabre_layout,1
0,0,0.04941225051879883,0.0,0.0,0.03476,0,5,2.8,sabre_025_crit,sabre_layout,1
14,14,0.06758308410644531,1.479,3.354,0.0007675,0,5,2.8,sabre_025_crit,sabre_layout,1
3,3,0.04996466636657715,2.121,3.0,0.001954,0,5,2.8,sabre_025_crit,sabre_layout,1
1,1,0.04576826095581055,0.0,0.0,0.0009769,0,5,2.8,sabre_025_crit,sabre_layout,1
2,2,0.053314208984375,0.0,0.0,0.02455,0,5,2.8,sabre_025_crit,sabre_layout,1
15,15,0.06310510635375977,2.487,2.487,0.001415,0,5,2.8,sabre_025_crit,sabre_layout,1
2,6,0.07110810279846191,0.0,0.0,0.001523,0,5,2.8,sabre_025_crit,sabre_layout,1
7,4,0.05634927749633789,3.0,3.897,0.001566,0,5,2.8,sabre_025_crit,sabre_layout,1
0,0,0.11812520027160645,0.0,0.0,0.02312,0,5,2.8,sabre_025_crit,sabre_layout,1
2,2,0.05546402931213379,0.0,0.0,0.002712,0,5,2.8,sabre_025_crit,sabre_layout,1
2,2,0.04945516586303711,0.0,0.0,0.001499,0,5,2.8,sabre_025_crit,sabre_layout,1
84,84,0.09936165809631348,0.0,0.0,0.02558,0,5,2.8,sabre_025_crit,sabre_layout,1
80,139,0.18628883361816406,17.65,21.25,0.005882,0,5,2.8,sabre_025_crit,sabre_layout,1
3,3,0.04798412322998047,0.0,0.0,0.0008712,0,5,2.8,sabre_025_crit,sabre_layout,1
18,18,0.12510108947753906,2.773,4.5,0.02359,0,5,2.8,sabre_025_crit,sabre_layout,1
10,10,0.0671231746673584,1.299,1.299,0.001526,0,5,2.8,sabre_025_crit,sabre_layout,1
32,32,0.08084774017333984,2.487,2.121,0.002368,0,5,2.8,sabre_025_crit,sabre_layout,1
3,2,0.05205702781677246,0.0,0.0,0.001091,0,5,2.8,sabre_025_crit,sabre_layout,1
2,4,0.11751174926757812,0.0,0.0,0.0254,0,5,2.8,sabre_025_crit,sabre_layout,1
86,101,0.10627484321594238,12.4,24.31,0.006129,0,5,2.8,sabre_025_crit,sabre_layout,1
24,27,0.07399892807006836,4.123,3.674,0.002829,0,5,2.8,sabre_025_crit,sabre_layout,1
10,16,0.11885523796081543,2.165,1.299,0.02402,0,5,2.8,sabre_025_crit,sabre_layout,1
2,2,0.05147194862365723,0.0,0.0,0.000703,0,5,2.8,sabre_025_crit,sabre_layout,1
3,0,0.050801992416381836,0.0,0.0,0.0009911,0,5,2.8,sabre_025_crit,sabre_layout,1
9,9,0.054013967514038086,1.299,1.299,0.0003316,0,5,2.8,sabre_025_crit,sabre_layout,1
17,17,0.05847001075744629,1.299,1.299,0.02364,0,5,2.8,sabre_025_crit,sabre_layout,1
4,4,0.055181026458740234,0.0,0.0,0.001059,0,5,2.8,sabre_025_crit,sabre_layout,1
9,9,0.05566835403442383,2.598,2.598,0.001343,0,5,2.8,sabre_025_crit,sabre_layout,1
4,7,0.06378698348999023,1.225,1.299,0.0008506,0,5,2.8,sabre_025_crit,sabre_layout,1
63,105,0.15832018852233887,0.0,3.897,0.03173,0,5,2.8,sabre_025_crit,sabre_layout,1
63,105,0.15916800498962402,0.0,3.897,0.01489,0,5,2.8,sabre_025_crit,sabre_layout,1
38,409,2.675671100616455,9.731,33.36,0.114,0,5,2.8,sabre_025_crit,sabre_layout,1
21,128,0.4504070281982422,6.534,4.743,0.02348,0,5,2.8,sabre_025_crit,sabre_layout,1
89,242,0.2597999572753906,4.387,23.47,0.02017,0,5,2.8,sabre_025_crit,sabre_layout,1
41,689,6.23746395111084,10.35,34.43,0.2452,0,5,2.8,sabre_025_crit,sabre_layout,1
30,232,1.2548668384552002,2.046,12.97,0.1102,0,5,2.8,sabre_025_crit,sabre_layout,1
13,138,0.6894552707672119,7.595,26.54,0.03214,0,5,2.8,sabre_025_crit,sabre_layout,1
52,67,0.10161304473876953,4.093,14.91,0.02371,0,5,2.8,sabre_025_crit,sabre_layout,1
78,123,0.17581510543823242,0.0,3.674,0.008876,0,5,2.8,sabre_025_crit,sabre_layout,1
20,22,0.06069207191467285,3.897,3.674,0.0004951,0,5,2.8,sabre_025_crit,sabre_layout,1
114,162,0.2026681900024414,12.34,8.584,0.0248,0,5,2.8,sabre_025_crit,sabre_layout,1
96,118,0.15015411376953125,12.18,26.96,0.004677,0,5,2.8,sabre_025_crit,sabre_layout,1
70,102,0.16123390197753906,12.05,15.95,0.01838,0,5,2.8,sabre_025_crit,sabre_layout,1
81,123,0.13956594467163086,3.391,8.078,0.003196,0,5,2.8,sabre_025_crit,sabre_layout,1
10,10,0.0654451847076416,0.0,0.0,0.002512,0,5,2.8,sabre_025_crit,sabre_layout,1
103,166,0.27948904037475586,0.5,2.121,0.03568,0,5,2.8,sabre_025_crit,sabre_layout,1
59,102,0.12592720985412598,13.16,19.94,0.00623,0,5,2.8,sabre_025_crit,sabre_layout,1
103,166,0.2916569709777832,0.5,2.121,0.01467,0,5,2.8,sabre_025_crit,sabre_layout,1
61,76,0.13351178169250488,7.918,14.6,0.004124,0,5,2.8,sabre_025_crit,sabre_layout,1
36,56,0.13622403144836426,9.391,13.48,0.008401,0,5,2.8,sabre_025_crit,sabre_layout,1
271,499,0.5707190036773682,43.91,56.06,0.02311,0,5,2.8,sabre_025_crit,sabre_layout,1
50,60,0.06868314743041992,1.581,2.487,0.0007054,0,5,2.8,sabre_025_crit,sabre_layout,1
55,66,0.1023550033569336,3.345,3.674,0.02162,0,5,2.8,sabre_025_crit,sabre_layout,1
7,9,0.10491585731506348,0.0,0.0,0.0007819,0,5,2.8,sabre_025_crit,sabre_layout,1
10,4,0.061128854751586914,0.0,0.0,0.001202,0,5,2.8,sabre_025_crit,sabre_layout,1
20,8,0.06842994689941406,0.0,0.0,0.02293,0,5,2.8,sabre_025_crit,sabre_layout,1
12,16,0.0679168701171875,3.897,4.975,0.00189,0,5,2.8,sabre_025_crit,sabre_layout,1
168,270,0.8469870090484619,0.433,10.06,0.03725,0,5,2.8,sabre_025_crit,sabre_layout,1
154,244,0.21487689018249512,12.79,27.61,0.02542,0,5,2.8,sabre_025_crit,sabre_layout,1
111,183,0.2387678623199463,34.83,42.0,0.005902,0,5,2.8,sabre_025_crit,sabre_layout,1
72,75,0.12361907958984375,7.12,5.408,0.02128,0,5,2.8,sabre_025_crit,sabre_layout,1
301,854,0.6906330585479736,52.02,71.32,0.01189,0,5,2.8,sabre_025_crit,sabre_layout,1
170,267,0.40494799613952637,20.9,37.53,0.02221,0,5,2.8,sabre_025_crit,sabre_layout,1
186,533,0.53627610206604,15.64,16.57,0.01505,0,5,2.8,sabre_025_crit,sabre_layout,1
171,339,0.2783169746398926,15.11,11.3,0.01498,0,5,2.8,sabre_025_crit,sabre_layout,1
38,30,0.08124613761901855,0.0,0.0,0.0005957,0,5,2.8,sabre_025_crit,sabre_layout,1
270,600,0.8302781581878662,36.91,30.04,0.0635,0,5,2.8,sabre_025_crit,sabre_layout,1
208,334,1.090160846710205,2.598,10.69,0.1686,0,5,2.8,sabre_025_crit,sabre_layout,1
72,112,0.18010997772216797,28.73,35.65,0.01773,0,5,2.8,sabre_025_crit,sabre_layout,1
483,780,0.8400068283081055,87.53,140.8,0.03834,0,5,2.8,sabre_025_crit,sabre_layout,1
621,840,0.7099728584289551,41.76,75.43,0.02613,0,5,2.8,sabre_025_crit,sabre_layout,1
290,430,0.34856390953063965,18.67,17.15,0.02669,0,5,2.8,sabre_025_crit,sabre_layout,1
121,250,0.29155778884887695,22.28,25.32,0.02194,0,5,2.8,sabre_025_crit,sabre_layout,1
32,46,0.08603405952453613,7.794,7.794,0.003742,0,5,2.8,sabre_025_crit,sabre_layout,1
317,929,1.026580810546875,27.4,101.8,0.02036,0,5,2.8,sabre_025_crit,sabre_layout,1
288,492,2.2395451068878174,1.732,6.833,0.1499,0,5,2.8,sabre_025_crit,sabre_layout,1
331,577,0.364260196685791,30.24,28.02,0.01601,0,5,2.8,sabre_025_crit,sabre_layout,1
20,90,0.32671213150024414,16.96,25.85,0.03425,0,5,2.8,sabre_025_crit,sabre_layout,1
655,1470,1.7351548671722412,39.02,75.1,0.2558,0,5,2.8,sabre_025_crit,sabre_layout,1
168,346,0.39754199981689453,40.73,55.2,0.01616,0,5,2.8,sabre_025_crit,sabre_layout,1
66,70,0.10341668128967285,10.52,13.81,0.02783,0,5,2.8,sabre_025_crit,sabre_layout,1
598,1601,6.127414226531982,70.64,96.99,0.3382,0,5,2.8,sabre_025_crit,sabre_layout,1
439,674,0.509857177734375,27.14,87.71,0.003132,0,5,2.8,sabre_025_crit,sabre_layout,1
222,251,0.5631201267242432,16.15,37.13,0.006857,0,5,2.8,sabre_025_crit,sabre_layout,1
69,114,0.20632410049438477,6.364,3.897,0.03067,0,5,2.8,sabre_025_crit,sabre_layout,1
911,1569,0.895028829574585,17.2,65.97,0.03867,0,5,2.8,sabre_025_crit,sabre_layout,1
1238,3254,48.82310104370117,26.98,203.6,1.676,0,5,2.8,sabre_025_crit,sabre_layout,1
350,1158,1.2058310508728027,22.62,87.4,0.05362,0,5,2.8,sabre_025_crit,sabre_layout,1
87,88,0.13943815231323242,0.0,0.0,0.002142,0,5,2.8,sabre_025_crit,sabre_layout,1
