depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.025511980056762695,0.0,0.0,0.000734,0,5,4,sabre_025_crit,sabre_layout,1
23,34,0.09438419342041016,0.0,0.0,0.02156,0,5,4,sabre_025_crit,sabre_layout,1
0,0,0.02584695816040039,0.0,0.0,0.000538,0,5,4,sabre_025_crit,sabre_layout,1
14,14,0.031032085418701172,1.479,3.354,0.0003804,0,5,4,sabre_025_crit,sabre_layout,1
3,3,0.06874203681945801,2.121,3.0,0.01918,0,5,4,sabre_025_crit,sabre_layout,1
1,1,0.023295164108276367,0.0,0.0,0.0007097,0,5,4,sabre_025_crit,sabre_layout,1
2,2,0.025767803192138672,0.0,0.0,0.0005856,0,5,4,sabre_025_crit,sabre_layout,1
15,15,0.029879093170166016,2.487,2.487,0.000815,0,5,4,sabre_025_crit,sabre_layout,1
2,6,0.035188913345336914,0.0,0.0,0.01479,0,5,4,sabre_025_crit,sabre_layout,1
7,4,0.025683879852294922,3.0,3.897,0.0009725,0,5,4,sabre_025_crit,sabre_layout,1
0,0,0.029567956924438477,0.0,0.0,0.0002768,0,5,4,sabre_025_crit,sabre_layout,1
2,2,0.024328947067260742,0.0,0.0,0.0004095,0,5,4,sabre_025_crit,sabre_layout,1
2,2,0.06018805503845215,0.0,0.0,0.01615,0,5,4,sabre_025_crit,sabre_layout,1
84,84,0.048216819763183594,0.0,0.0,0.0007467,0,5,4,sabre_025_crit,sabre_layout,1
80,139,0.09200000762939453,17.65,21.25,0.01387,0,5,4,sabre_025_crit,sabre_layout,1
3,3,0.024070024490356445,0.0,0.0,0.0006933,0,5,4,sabre_025_crit,sabre_layout,1
18,18,0.03351712226867676,2.773,4.5,0.0002635,0,5,4,sabre_025_crit,sabre_layout,1
10,10,0.033944129943847656,1.299,1.299,0.001278,0,5,4,sabre_025_crit,sabre_layout,1
32,32,0.03927302360534668,2.487,2.121,0.01687,0,5,4,sabre_025_crit,sabre_layout,1
