depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.026001930236816406,0.0,0.0,0.01244,0,5,1.6,sabre_025_crit,sabre_layout,1
23,34,0.04596304893493652,0.0,0.0,0.0005234,0,5,1.6,sabre_025_crit,sabre_layout,1
0,0,0.026704072952270508,0.0,0.0,0.0009979,0,5,1.6,sabre_025_crit,sabre_layout,1
14,14,0.030637025833129883,1.479,3.354,0.01556,0,5,1.6,sabre_025_crit,sabre_layout,1
3,3,0.02550196647644043,2.121,3.0,0.0004425,0,5,1.6,sabre_025_crit,sabre_layout,1
1,1,0.02410888671875,0.0,0.0,0.0003389,0,5,1.6,sabre_025_crit,sabre_layout,1
2,2,0.025777816772460938,0.0,0.0,0.0004504,0,5,1.6,sabre_025_crit,sabre_layout,1
15,15,0.030743837356567383,2.487,2.487,0.0002795,0,5,1.6,sabre_025_crit,sabre_layout,1
2,6,0.06867289543151855,0.0,0.0,0.01544,0,5,1.6,sabre_025_crit,sabre_layout,1
7,4,0.028020858764648438,3.0,3.897,0.0006482,0,5,1.6,sabre_025_crit,sabre_layout,1
0,0,0.03206181526184082,0.0,0.0,0.0008475,0,5,1.6,sabre_025_crit,sabre_layout,1
2,2,0.02419304847717285,0.0,0.0,0.01355,0,5,1.6,sabre_025_crit,sabre_layout,1
2,2,0.023107051849365234,0.0,0.0,0.0003092,0,5,1.6,sabre_025_crit,sabre_layout,1
84,84,0.04936099052429199,0.0,0.0,0.001396,0,5,1.6,sabre_025_crit,sabre_layout,1
78,139,0.09018683433532715,18.18,33.09,0.002789,0,5,1.6,sabre_025_crit,sabre_layout,1
3,3,0.025035858154296875,0.0,0.0,0.0007088,0,5,1.6,sabre_025_crit,sabre_layout,1
18,18,0.033159732818603516,2.773,4.5,0.0005798,0,5,1.6,sabre_025_crit,sabre_layout,1
10,10,0.03333711624145508,1.299,1.299,0.001296,0,5,1.6,sabre_025_crit,sabre_layout,1
32,32,0.03978896141052246,2.487,2.121,0.01483,0,5,1.6,sabre_025_crit,sabre_layout,1
3,2,0.025707006454467773,0.0,0.0,0.0005033,0,5,1.6,sabre_025_crit,sabre_layout,1
2,4,0.029641389846801758,0.0,0.0,0.0001106,0,5,1.6,sabre_025_crit,sabre_layout,1
