depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp
0,0,0.025423765182495117,0.0,0.0,0.0009559,0,1,1.13,sabre_025_crit,sabre_layout
23,34,0.0478670597076416,0.0,0.0,0.02575,0,1,1.13,sabre_025_crit,sabre_layout
0,0,0.025976896286010742,0.0,0.0,0.000195,0,1,1.13,sabre_025_crit,sabre_layout
14,14,0.031238794326782227,1.479,3.354,0.0004363,0,1,1.13,sabre_025_crit,sabre_layout
3,3,0.025439023971557617,2.121,3.0,0.0005539,0,1,1.13,sabre_025_crit,sabre_layout
1,1,0.024639368057250977,0.0,0.0,0.02063,0,1,1.13,sabre_025_crit,sabre_layout
2,2,0.02548503875732422,0.0,0.0,0.0007203,0,1,1.13,sabre_025_crit,sabre_layout
15,15,0.030504226684570312,2.487,2.487,0.0008746,0,1,1.13,sabre_025_crit,sabre_layout
2,6,0.03425192832946777,0.0,0.0,0.0009484,0,1,1.13,sabre_025_crit,sabre_layout
7,4,0.06928896903991699,3.0,3.897,0.0175,0,1,1.13,sabre_025_crit,sabre_layout
0,0,0.031237125396728516,0.0,0.0,0.0004154,0,1,1.13,sabre_025_crit,sabre_layout
2,2,0.025341272354125977,0.0,0.0,0.000416,0,1,1.13,sabre_025_crit,sabre_layout
2,2,0.024959087371826172,0.0,0.0,0.0005998,0,1,1.13,sabre_025_crit,sabre_layout
84,84,0.09443473815917969,0.0,0.0,0.01921,0,1,1.13,sabre_025_crit,sabre_layout
78,139,0.08790922164916992,18.18,33.09,0.004734,0,1,1.13,sabre_025_crit,sabre_layout
3,3,0.024482011795043945,0.0,0.0,0.02031,0,1,1.13,sabre_025_crit,sabre_layout
18,18,0.0338129997253418,2.773,4.5,0.001129,0,1,1.13,sabre_025_crit,sabre_layout
10,10,0.03432178497314453,1.299,1.299,0.0009439,0,1,1.13,sabre_025_crit,sabre_layout
32,32,0.041085243225097656,2.487,2.121,0.0006589,0,1,1.13,sabre_025_crit,sabre_layout
3,2,0.02533578872680664,0.0,0.0,0.01712,0,1,1.13,sabre_025_crit,sabre_layout
2,4,0.031186819076538086,0.0,0.0,0.0004968,0,1,1.13,sabre_025_crit,sabre_layout
86,101,0.05298304557800293,12.6,24.77,0.003515,0,1,1.13,sabre_025_crit,sabre_layout
24,27,0.03650212287902832,4.123,3.674,0.001629,0,1,1.13,sabre_025_crit,sabre_layout
10,16,0.030668973922729492,2.5,1.5,0.01813,0,1,1.13,sabre_025_crit,sabre_layout
2,2,0.02588796615600586,0.0,0.0,0.0005067,0,1,1.13,sabre_025_crit,sabre_layout
3,0,0.025634050369262695,0.0,0.0,0.0001935,0,1,1.13,sabre_025_crit,sabre_layout
9,9,0.027140140533447266,1.299,1.299,0.0001748,0,1,1.13,sabre_025_crit,sabre_layout
17,17,0.07297301292419434,1.299,1.299,0.01923,0,1,1.13,sabre_025_crit,sabre_layout
4,4,0.02797985076904297,0.0,0.0,0.000624,0,1,1.13,sabre_025_crit,sabre_layout
9,9,0.029165029525756836,2.598,2.598,0.0009826,0,1,1.13,sabre_025_crit,sabre_layout
4,7,0.03156566619873047,1.225,1.299,0.01718,0,1,1.13,sabre_025_crit,sabre_layout
63,105,0.07847213745117188,0.0,3.897,0.00769,0,1,1.13,sabre_025_crit,sabre_layout
63,105,0.07980799674987793,0.0,3.897,0.01036,0,1,1.13,sabre_025_crit,sabre_layout
40,430,1.3556768894195557,5.356,11.3,0.0206,0,1,1.13,sabre_025_crit,sabre_layout
16,113,0.2404470443725586,6.098,12.46,0.01038,0,1,1.13,sabre_025_crit,sabre_layout
58,176,0.11172986030578613,12.32,18.55,0.0151,0,1,1.13,sabre_025_crit,sabre_layout
48,587,2.899183988571167,3.631,51.37,0.1499,0,1,1.13,sabre_025_crit,sabre_layout
21,187,0.6040909290313721,5.523,27.21,0.05201,0,1,1.13,sabre_025_crit,sabre_layout
