depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.024474143981933594,0.0,0.0,0.0004732,0,5,1.8,sabre_025_crit,sabre_layout,1
23,34,0.044648170471191406,0.0,0.0,0.000748,0,5,1.8,sabre_025_crit,sabre_layout,1
0,0,0.025608062744140625,0.0,0.0,0.0007482,0,5,1.8,sabre_025_crit,sabre_layout,1
14,14,0.03007793426513672,1.479,3.354,0.0155,0,5,1.8,sabre_025_crit,sabre_layout,1
3,3,0.02483510971069336,2.121,3.0,0.0008089,0,5,1.8,sabre_025_crit,sabre_layout,1
1,1,0.02381610870361328,0.0,0.0,0.000764,0,5,1.8,sabre_025_crit,sabre_layout,1
2,2,0.026048898696899414,0.0,0.0,0.0003302,0,5,1.8,sabre_025_crit,sabre_layout,1
15,15,0.030150175094604492,2.487,2.487,0.01563,0,5,1.8,sabre_025_crit,sabre_layout,1
2,6,0.03368973731994629,0.0,0.0,0.0005237,0,5,1.8,sabre_025_crit,sabre_layout,1
7,4,0.026745080947875977,3.0,3.897,0.0007168,0,5,1.8,sabre_025_crit,sabre_layout,1
0,0,0.03051590919494629,0.0,0.0,0.0002718,0,5,1.8,sabre_025_crit,sabre_layout,1
2,2,0.024258136749267578,0.0,0.0,0.01487,0,5,1.8,sabre_025_crit,sabre_layout,1
2,2,0.02360820770263672,0.0,0.0,0.0004929,0,5,1.8,sabre_025_crit,sabre_layout,1
84,84,0.04880189895629883,0.0,0.0,0.0003912,0,5,1.8,sabre_025_crit,sabre_layout,1
78,139,0.12486886978149414,18.18,33.09,0.0169,0,5,1.8,sabre_025_crit,sabre_layout,1
3,3,0.02390122413635254,0.0,0.0,0.0003828,0,5,1.8,sabre_025_crit,sabre_layout,1
18,18,0.031831979751586914,2.773,4.5,0.001214,0,5,1.8,sabre_025_crit,sabre_layout,1
10,10,0.03365802764892578,1.299,1.299,0.0013,0,5,1.8,sabre_025_crit,sabre_layout,1
32,32,0.04076814651489258,2.487,2.121,0.01631,0,5,1.8,sabre_025_crit,sabre_layout,1
3,2,0.02558588981628418,0.0,0.0,0.0002613,0,5,1.8,sabre_025_crit,sabre_layout,1
2,4,0.029916048049926758,0.0,0.0,0.0004389,0,5,1.8,sabre_025_crit,sabre_layout,1
86,101,0.05185675621032715,12.6,24.77,0.01562,0,5,1.8,sabre_025_crit,sabre_layout,1
24,27,0.0348658561706543,4.123,3.674,0.001183,0,5,1.8,sabre_025_crit,sabre_layout,1
