depth,cx gates,time,depth_std,cx_std,time_std,look,beam,crit,rp,lp,num_iter
0,0,0.026128053665161133,0.0,0.0,0.0007975,0,5,2.6,sabre_025_crit,sabre_layout,1
23,34,0.04420614242553711,0.0,0.0,0.02259,0,5,2.6,sabre_025_crit,sabre_layout,1
0,0,0.025362014770507812,0.0,0.0,0.0002383,0,5,2.6,sabre_025_crit,sabre_layout,1
14,14,0.031943321228027344,1.479,3.354,0.0005221,0,5,2.6,sabre_025_crit,sabre_layout,1
3,3,0.02558302879333496,2.121,3.0,0.0004365,0,5,2.6,sabre_025_crit,sabre_layout,1
1,1,0.023078203201293945,0.0,0.0,0.01652,0,5,2.6,sabre_025_crit,sabre_layout,1
2,2,0.026159286499023438,0.0,0.0,0.0001268,0,5,2.6,sabre_025_crit,sabre_layout,1
15,15,0.03098297119140625,2.487,2.487,0.0004446,0,5,2.6,sabre_025_crit,sabre_layout,1
2,6,0.03568911552429199,0.0,0.0,0.001145,0,5,2.6,sabre_025_crit,sabre_layout,1
7,4,0.06589603424072266,3.0,3.897,0.01646,0,5,2.6,sabre_025_crit,sabre_layout,1
0,0,0.03161501884460449,0.0,0.0,0.0003033,0,5,2.6,sabre_025_crit,sabre_layout,1
2,2,0.025014877319335938,0.0,0.0,0.0006921,0,5,2.6,sabre_025_crit,sabre_layout,1
2,2,0.02400493621826172,0.0,0.0,0.0003359,0,5,2.6,sabre_025_crit,sabre_layout,1
84,84,0.08399701118469238,0.0,0.0,0.01498,0,5,2.6,sabre_025_crit,sabre_layout,1
80,139,0.09185314178466797,17.65,21.25,0.00258,0,5,2.6,sabre_025_crit,sabre_layout,1
3,3,0.02502298355102539,0.0,0.0,0.01525,0,5,2.6,sabre_025_crit,sabre_layout,1
18,18,0.03361678123474121,2.773,4.5,0.0008427,0,5,2.6,sabre_025_crit,sabre_layout,1
10,10,0.03530287742614746,1.299,1.299,0.001551,0,5,2.6,sabre_025_crit,sabre_layout,1
32,32,0.04032492637634277,2.487,2.121,0.00114,0,5,2.6,sabre_025_crit,sabre_layout,1
3,2,0.026402711868286133,0.0,0.0,0.01436,0,5,2.6,sabre_025_crit,sabre_layout,1
2,4,0.029808759689331055,0.0,0.0,0.0002801,0,5,2.6,sabre_025_crit,sabre_layout,1
86,101,0.05377602577209473,12.4,24.31,0.002871,0,5,2.6,sabre_025_crit,sabre_layout,1
24,27,0.035981178283691406,4.123,3.674,0.01454,0,5,2.6,sabre_025_crit,sabre_layout,1
10,16,0.03123307228088379,2.165,1.299,0.0008896,0,5,2.6,sabre_025_crit,sabre_layout,1
2,2,0.025574922561645508,0.0,0.0,0.0002172,0,5,2.6,sabre_025_crit,sabre_layout,1
3,0,0.025722265243530273,0.0,0.0,0.0003032,0,5,2.6,sabre_025_crit,sabre_layout,1
9,9,0.027791261672973633,1.299,1.299,0.01648,0,5,2.6,sabre_025_crit,sabre_layout,1
17,17,0.028324127197265625,1.299,1.299,0.0002618,0,5,2.6,sabre_025_crit,sabre_layout,1
4,4,0.028203964233398438,0.0,0.0,0.0005444,0,5,2.6,sabre_025_crit,sabre_layout,1
9,9,0.027846097946166992,2.598,2.598,0.000481,0,5,2.6,sabre_025_crit,sabre_layout,1
4,7,0.03236126899719238,1.225,1.299,0.01688,0,5,2.6,sabre_025_crit,sabre_layout,1
63,105,0.08101820945739746,0.0,3.897,0.007265,0,5,2.6,sabre_025_crit,sabre_layout,1
63,105,0.0822150707244873,0.0,3.897,0.008078,0,5,2.6,sabre_025_crit,sabre_layout,1
38,409,1.4262521266937256,9.731,33.36,0.05196,0,5,2.6,sabre_025_crit,sabre_layout,1
21,128,0.23972296714782715,6.534,4.743,0.01981,0,5,2.6,sabre_025_crit,sabre_layout,1
89,242,0.10968399047851562,4.387,23.47,0.01976,0,5,2.6,sabre_025_crit,sabre_layout,1
41,689,3.581784963607788,10.35,34.43,0.213,0,5,2.6,sabre_025_crit,sabre_layout,1
30,232,0.640265941619873,2.046,12.97,0.06798,0,5,2.6,sabre_025_crit,sabre_layout,1
13,138,0.38622522354125977,7.595,26.54,0.006637,0,5,2.6,sabre_025_crit,sabre_layout,1
52,67,0.054924964904785156,4.093,14.91,0.003104,0,5,2.6,sabre_025_crit,sabre_layout,1
78,123,0.09800195693969727,0.0,3.674,0.005311,0,5,2.6,sabre_025_crit,sabre_layout,1
20,22,0.03490400314331055,3.897,3.674,0.01578,0,5,2.6,sabre_025_crit,sabre_layout,1
114,162,0.1129159927368164,12.34,8.584,0.00436,0,5,2.6,sabre_025_crit,sabre_layout,1
96,118,0.08465003967285156,12.18,26.96,0.002167,0,5,2.6,sabre_025_crit,sabre_layout,1
70,102,0.09110188484191895,12.05,15.95,0.01786,0,5,2.6,sabre_025_crit,sabre_layout,1
81,123,0.08370184898376465,3.391,8.078,0.002764,0,5,2.6,sabre_025_crit,sabre_layout,1
10,10,0.03681826591491699,0.0,0.0,0.01712,0,5,2.6,sabre_025_crit,sabre_layout,1
103,166,0.16303706169128418,0.5,2.121,0.01013,0,5,2.6,sabre_025_crit,sabre_layout,1
59,102,0.07156181335449219,13.16,19.94,0.003682,0,5,2.6,sabre_025_crit,sabre_layout,1
103,166,0.16297221183776855,0.5,2.121,0.02725,0,5,2.6,sabre_025_crit,sabre_layout,1
61,76,0.07490110397338867,7.918,14.6,0.002488,0,5,2.6,sabre_025_crit,sabre_layout,1
36,56,0.07559084892272949,9.391,13.48,0.004565,0,5,2.6,sabre_025_crit,sabre_layout,1
271,499,0.2958033084869385,43.91,56.06,0.01517,0,5,2.6,sabre_025_crit,sabre_layout,1
50,60,0.039711952209472656,1.581,2.487,0.0004746,0,5,2.6,sabre_025_crit,sabre_layout,1
55,66,0.05842089653015137,3.345,3.674,0.01942,0,5,2.6,sabre_025_crit,sabre_layout,1
