,depth,cx gates,time,depth_std,cx_std,time_std,look,beam,heuristic
0,17,65,0.13640213012695312,6.495,21.11,0.02126,0,1,basic
1,127,302,0.222337007522583,22.94,88.19,0.01928,0,1,basic
2,56,150,0.14980506896972656,17.43,32.14,0.01091,0,1,basic
3,135,331,0.307934045791626,22.32,39.48,0.02656,0,1,basic
4,82,272,0.22664380073547363,17.27,37.91,0.01433,0,1,basic
5,9,18,0.04886293411254883,2.872,3.897,0.003553,0,1,basic
6,47,104,0.11348462104797363,6.18,17.3,0.006454,0,1,basic
7,93,237,0.1789407730102539,36.12,92.57,0.01059,0,1,basic
8,56,189,0.16936111450195312,7.084,23.29,0.01386,0,1,basic
9,133,454,0.3116178512573242,22.77,33.44,0.03421,0,1,basic
10,137,374,0.20993995666503906,10.12,16.48,0.04191,0,1,basic
11,51,184,0.1674940586090088,12.79,15.95,0.01813,0,1,basic
12,103,344,0.20569705963134766,25.07,48.11,0.01601,0,1,basic
13,62,187,0.12518095970153809,20.36,43.01,0.01599,0,1,basic
14,119,352,0.2372751235961914,34.06,41.41,0.0145,0,1,basic
15,88,249,0.16377902030944824,15.56,45.55,0.0435,0,1,basic
16,58,156,0.11459612846374512,28.42,31.49,0.02986,0,1,basic
17,36,110,0.12154698371887207,9.721,7.758,0.01263,0,1,basic
18,8,27,0.06407308578491211,2.121,6.495,0.007542,0,1,basic
19,86,275,0.2408890724182129,22.03,41.75,0.03591,0,1,basic
20,124,337,0.26186323165893555,34.5,101.9,0.03081,0,1,basic
21,94,249,0.17542600631713867,5.214,28.26,0.00638,0,1,basic
22,116,317,0.21701407432556152,24.55,67.98,0.006122,0,1,basic
23,22,62,0.09917998313903809,3.674,11.1,0.02741,0,1,basic
24,10,30,0.05381202697753906,1.92,5.356,0.002361,0,1,basic
25,43,125,0.11246514320373535,13.35,24.23,0.02249,0,1,basic
26,80,306,0.20673608779907227,11.94,33.07,0.009034,0,1,basic
27,173,409,0.24277305603027344,6.164,28.02,0.03061,0,1,basic
28,34,136,0.1457529067993164,12.3,31.07,0.00808,0,1,basic
29,28,98,0.10149288177490234,2.598,9.247,0.005436,0,1,basic
30,7,24,0.05498313903808594,2.681,5.408,0.006618,0,1,basic
31,37,71,0.11244797706604004,1.118,10.03,0.01506,0,1,basic
32,131,335,0.3028221130371094,29.74,53.72,0.02501,0,1,basic
33,62,201,0.22193098068237305,9.605,23.08,0.02955,0,1,basic
34,100,230,0.22184491157531738,14.07,65.81,0.008243,0,1,basic
35,77,197,0.1581258773803711,14.54,26.62,0.01745,0,1,basic
36,67,159,0.14027190208435059,18.67,41.92,0.04111,0,1,basic
37,70,278,0.2519710063934326,40.75,80.25,0.02475,0,1,basic
38,39,146,0.127608060836792,16.26,39.31,0.01114,0,1,basic
39,20,68,0.08380007743835449,6.124,14.75,0.01239,0,1,basic
40,13,33,0.06470298767089844,2.278,12.07,0.0238,0,1,basic
41,55,160,0.12671113014221191,12.67,19.56,0.01116,0,1,basic
42,139,382,0.24421381950378418,6.745,17.17,0.01118,0,1,basic
43,59,189,0.15853381156921387,17.9,47.17,0.01597,0,1,basic
44,26,104,0.1054537296295166,10.61,15.73,0.01334,0,1,basic
45,5,15,0.08842110633850098,2.681,3.674,0.01523,0,1,basic
46,51,133,0.12706208229064941,7.665,13.16,0.01003,0,1,basic
47,130,361,0.24715495109558105,25.06,64.31,0.04115,0,1,basic
48,80,276,0.1928110122680664,17.22,54.14,0.007197,0,1,basic
49,32,86,0.15732717514038086,9.679,18.31,0.02225,0,1,basic
50,9,30,0.057745933532714844,0.433,2.121,0.004849,0,1,basic
51,17,47,0.07763886451721191,9.233,11.1,0.01302,0,1,basic
52,109,323,0.2563018798828125,19.83,43.4,0.03853,0,1,basic
53,47,192,0.20350408554077148,19.69,26.58,0.01889,0,1,basic
54,122,326,0.21467375755310059,15.47,38.71,0.009825,0,1,basic
55,28,101,0.09629225730895996,6.69,16.84,0.02736,0,1,basic
56,24,59,0.0873417854309082,6.139,17.81,0.005701,0,1,basic
57,119,314,0.2270350456237793,5.673,31.06,0.003259,0,1,basic
58,55,159,0.15279483795166016,9.148,13.97,0.009414,0,1,basic
59,96,242,0.16411590576171875,17.53,36.25,0.02997,0,1,basic
60,15,36,0.06472516059875488,4.38,9.0,0.002934,0,1,basic
61,15,41,0.07359910011291504,4.123,10.47,0.02424,0,1,basic
62,41,116,0.10720682144165039,11.97,30.22,0.008926,0,1,basic
63,91,270,0.19394993782043457,12.74,6.708,0.007033,0,1,basic
64,149,481,0.26937174797058105,10.38,30.19,0.02759,0,1,basic
65,48,115,0.11682796478271484,10.83,23.56,0.009994,0,1,basic
66,52,196,0.15899085998535156,9.417,16.62,0.02319,0,1,basic
67,85,278,0.2258131504058838,23.32,39.48,0.0114,0,1,basic
68,65,192,0.1532742977142334,13.31,48.58,0.008043,0,1,basic
69,76,261,0.22409510612487793,19.84,35.94,0.01718,0,1,basic
70,93,296,0.2283949851989746,22.91,52.49,0.01802,0,1,basic
71,15,47,0.14641594886779785,4.603,13.31,0.02866,0,1,basic
72,59,178,0.14464306831359863,9.708,29.8,0.01537,0,1,basic
73,130,388,0.28716206550598145,30.91,32.96,0.01464,0,1,basic
74,105,294,0.20222997665405273,12.07,21.37,0.01981,0,1,basic
75,102,320,0.24567294120788574,21.25,38.71,0.02362,0,1,basic
76,44,122,0.11248207092285156,7.81,17.36,0.005849,0,1,basic
77,5,15,0.04980015754699707,4.848,4.743,0.003514,0,1,basic
78,11,42,0.1315600872039795,1.5,2.121,0.03013,0,1,basic
79,39,110,0.09755373001098633,8.408,16.84,0.007273,0,1,basic
80,95,278,0.2007291316986084,19.11,39.48,0.03231,0,1,basic
81,104,276,0.15924382209777832,11.17,29.28,0.02605,0,1,basic
82,139,382,0.31641316413879395,24.77,42.27,0.02803,0,1,basic
83,48,160,0.20797109603881836,23.39,36.21,0.02892,0,1,basic
84,21,53,0.07327795028686523,10.74,12.07,0.01206,0,1,basic
85,92,308,0.2395792007446289,35.83,85.76,0.02852,0,1,basic
86,67,261,0.20212507247924805,24.57,17.8,0.01953,0,1,basic
87,108,300,0.2084178924560547,14.18,49.86,0.01316,0,1,basic
88,44,118,0.14122796058654785,13.35,34.36,0.005027,0,1,basic
89,128,329,0.2206127643585205,15.14,49.0,0.009462,0,1,basic
90,75,570,1.2145271301269531,20.56,115.6,0.06303,0,1,basic
91,31,240,0.5399169921875,6.801,2.121,0.05543,0,1,basic
92,138,948,1.8424880504608154,12.79,121.6,0.1202,0,1,basic
93,305,2160,3.002437114715576,17.46,74.23,0.06819,0,1,basic
94,413,2685,4.415635824203491,43.5,394.3,0.4308,0,1,basic
95,378,2484,4.123171091079712,54.38,329.7,0.1236,0,1,basic
96,37,243,0.49084019660949707,3.192,15.07,0.03321,0,1,basic
