best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.02126908302307129, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.007268, 'cx_gates': 0, 'num_gates': 0}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.04033470153808594, 'cx_gates': 2, 'num_gates': 3}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0124, 'cx_gates': 0, 'num_gates': 0}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,1
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.052118778228759766, 'cx_gates': 3, 'num_gates': 4}","{'depth': 1.166, 'depth_ratio': 0.2915, 'time': 0.02992, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,2
"{'depth': 7, 'depth_ratio': 1.4, 'time': 0.22931694984436035, 'cx_gates': 10, 'num_gates': 11}","{'depth': 1.166, 'depth_ratio': 0.2332, 'time': 0.03535, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,3
"{'depth': 8, 'depth_ratio': 1.33, 'time': 0.19074726104736328, 'cx_gates': 11, 'num_gates': 12}","{'depth': 1.673, 'depth_ratio': 0.2809, 'time': 0.04135, 'cx_gates': 1.897, 'num_gates': 1.897}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,4
"{'depth': 14, 'depth_ratio': 2.0, 'time': 0.606896162033081, 'cx_gates': 21, 'num_gates': 22}","{'depth': 2.245, 'depth_ratio': 0.3221, 'time': 0.08633, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,5
"{'depth': 18, 'depth_ratio': 2.25, 'time': 0.8046212196350098, 'cx_gates': 31, 'num_gates': 32}","{'depth': 2.098, 'depth_ratio': 0.2613, 'time': 0.1115, 'cx_gates': 5.161, 'num_gates': 5.161}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,6
"{'depth': 18, 'depth_ratio': 2.0, 'time': 1.3366279602050781, 'cx_gates': 29, 'num_gates': 30}","{'depth': 2.28, 'depth_ratio': 0.2552, 'time': 0.2104, 'cx_gates': 6.177, 'num_gates': 6.177}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,7
"{'depth': 21, 'depth_ratio': 2.1, 'time': 2.297255039215088, 'cx_gates': 39, 'num_gates': 40}","{'depth': 2.449, 'depth_ratio': 0.2449, 'time': 0.1739, 'cx_gates': 4.409, 'num_gates': 4.409}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,8
"{'depth': 23, 'depth_ratio': 2.09, 'time': 3.3052330017089844, 'cx_gates': 49, 'num_gates': 50}","{'depth': 3.2, 'depth_ratio': 0.2923, 'time': 0.4532, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,9
"{'depth': 25, 'depth_ratio': 2.08, 'time': 4.9301371574401855, 'cx_gates': 59, 'num_gates': 60}","{'depth': 1.265, 'depth_ratio': 0.1075, 'time': 0.7079, 'cx_gates': 2.245, 'num_gates': 2.245}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,10
"{'depth': 30, 'depth_ratio': 2.31, 'time': 4.960376977920532, 'cx_gates': 66, 'num_gates': 67}","{'depth': 3.795, 'depth_ratio': 0.2904, 'time': 1.24, 'cx_gates': 8.777, 'num_gates': 8.777}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,11
"{'depth': 30, 'depth_ratio': 2.14, 'time': 9.205106973648071, 'cx_gates': 70, 'num_gates': 71}","{'depth': 4.308, 'depth_ratio': 0.3093, 'time': 0.8237, 'cx_gates': 9.786, 'num_gates': 9.786}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,12
"{'depth': 33, 'depth_ratio': 2.2, 'time': 13.444814920425415, 'cx_gates': 86, 'num_gates': 87}","{'depth': 3.187, 'depth_ratio': 0.2115, 'time': 2.157, 'cx_gates': 5.564, 'num_gates': 5.564}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,13
"{'depth': 37, 'depth_ratio': 2.31, 'time': 13.906149864196777, 'cx_gates': 93, 'num_gates': 94}","{'depth': 3.262, 'depth_ratio': 0.2053, 'time': 1.723, 'cx_gates': 4.069, 'num_gates': 4.069}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,14
"{'depth': 38, 'depth_ratio': 2.24, 'time': 17.890641927719116, 'cx_gates': 103, 'num_gates': 104}","{'depth': 4.445, 'depth_ratio': 0.2609, 'time': 3.118, 'cx_gates': 9.217, 'num_gates': 9.217}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,15
"{'depth': 45, 'depth_ratio': 2.5, 'time': 25.708775758743286, 'cx_gates': 134, 'num_gates': 135}","{'depth': 2.786, 'depth_ratio': 0.1552, 'time': 2.732, 'cx_gates': 10.83, 'num_gates': 10.83}",sabre_look_2_fdlg_v0.20,sabre_0.20,heavy_hex_27,16
