best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.006354093551635742, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0007096, 'cx_gates': 0, 'num_gates': 0}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,2
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.005942821502685547, 'cx_gates': 2, 'num_gates': 3}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0004892, 'cx_gates': 0, 'num_gates': 0}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,3
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.005923748016357422, 'cx_gates': 3, 'num_gates': 4}","{'depth': 0.9798, 'depth_ratio': 0.2449, 'time': 0.0002523, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,4
"{'depth': 7, 'depth_ratio': 1.4, 'time': 0.007555961608886719, 'cx_gates': 7, 'num_gates': 8}","{'depth': 1.166, 'depth_ratio': 0.2332, 'time': 0.0005803, 'cx_gates': 1.897, 'num_gates': 1.897}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,5
"{'depth': 11, 'depth_ratio': 1.83, 'time': 0.00830698013305664, 'cx_gates': 14, 'num_gates': 15}","{'depth': 0.4899, 'depth_ratio': 0.08328, 'time': 0.0008827, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,6
"{'depth': 9, 'depth_ratio': 1.29, 'time': 0.011425018310546875, 'cx_gates': 15, 'num_gates': 16}","{'depth': 2.926, 'depth_ratio': 0.4158, 'time': 0.0005738, 'cx_gates': 4.069, 'num_gates': 4.069}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,7
"{'depth': 16, 'depth_ratio': 2.0, 'time': 0.014422178268432617, 'cx_gates': 28, 'num_gates': 29}","{'depth': 1.897, 'depth_ratio': 0.2361, 'time': 0.0009531, 'cx_gates': 4.243, 'num_gates': 4.243}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,8
"{'depth': 20, 'depth_ratio': 2.22, 'time': 0.01660633087158203, 'cx_gates': 32, 'num_gates': 33}","{'depth': 0.9798, 'depth_ratio': 0.1078, 'time': 0.002741, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,9
"{'depth': 14, 'depth_ratio': 1.4, 'time': 0.04940605163574219, 'cx_gates': 36, 'num_gates': 37}","{'depth': 4.147, 'depth_ratio': 0.4147, 'time': 0.01208, 'cx_gates': 4.409, 'num_gates': 4.409}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,10
"{'depth': 24, 'depth_ratio': 2.18, 'time': 0.021652936935424805, 'cx_gates': 49, 'num_gates': 50}","{'depth': 2.482, 'depth_ratio': 0.2277, 'time': 0.001913, 'cx_gates': 8.612, 'num_gates': 8.612}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,11
"{'depth': 24, 'depth_ratio': 2.0, 'time': 0.025334835052490234, 'cx_gates': 62, 'num_gates': 63}","{'depth': 2.871, 'depth_ratio': 0.2395, 'time': 0.001326, 'cx_gates': 5.02, 'num_gates': 5.02}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,12
"{'depth': 31, 'depth_ratio': 2.38, 'time': 0.0243990421295166, 'cx_gates': 57, 'num_gates': 58}","{'depth': 1.265, 'depth_ratio': 0.1012, 'time': 0.004627, 'cx_gates': 13.73, 'num_gates': 13.73}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,13
"{'depth': 29, 'depth_ratio': 2.07, 'time': 0.03195476531982422, 'cx_gates': 76, 'num_gates': 77}","{'depth': 2.828, 'depth_ratio': 0.2015, 'time': 0.002652, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,14
"{'depth': 36, 'depth_ratio': 2.4, 'time': 0.04253816604614258, 'cx_gates': 95, 'num_gates': 96}","{'depth': 2.417, 'depth_ratio': 0.1622, 'time': 0.002329, 'cx_gates': 4.8, 'num_gates': 4.8}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,15
"{'depth': 39, 'depth_ratio': 2.44, 'time': 0.04355931282043457, 'cx_gates': 105, 'num_gates': 106}","{'depth': 1.549, 'depth_ratio': 0.09683, 'time': 0.002101, 'cx_gates': 7.25, 'num_gates': 7.25}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,16
"{'depth': 39, 'depth_ratio': 2.29, 'time': 0.04767274856567383, 'cx_gates': 121, 'num_gates': 122}","{'depth': 2.04, 'depth_ratio': 0.1224, 'time': 0.0007889, 'cx_gates': 3.059, 'num_gates': 3.059}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,17
"{'depth': 44, 'depth_ratio': 2.44, 'time': 0.050668954849243164, 'cx_gates': 125, 'num_gates': 126}","{'depth': 1.855, 'depth_ratio': 0.1042, 'time': 0.002427, 'cx_gates': 7.823, 'num_gates': 7.823}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,18
"{'depth': 45, 'depth_ratio': 2.37, 'time': 0.06239914894104004, 'cx_gates': 138, 'num_gates': 139}","{'depth': 3.709, 'depth_ratio': 0.1941, 'time': 0.003415, 'cx_gates': 9.372, 'num_gates': 9.372}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,19
"{'depth': 44, 'depth_ratio': 2.2, 'time': 0.060708045959472656, 'cx_gates': 142, 'num_gates': 143}","{'depth': 5.276, 'depth_ratio': 0.2638, 'time': 0.004629, 'cx_gates': 5.564, 'num_gates': 5.564}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,20
"{'depth': 45, 'depth_ratio': 2.14, 'time': 0.07491087913513184, 'cx_gates': 161, 'num_gates': 162}","{'depth': 4.079, 'depth_ratio': 0.1943, 'time': 0.004547, 'cx_gates': 12.38, 'num_gates': 12.38}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,21
"{'depth': 54, 'depth_ratio': 2.45, 'time': 0.08153104782104492, 'cx_gates': 183, 'num_gates': 184}","{'depth': 3.666, 'depth_ratio': 0.1688, 'time': 0.005361, 'cx_gates': 15.37, 'num_gates': 15.37}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,22
"{'depth': 57, 'depth_ratio': 2.48, 'time': 0.08325982093811035, 'cx_gates': 187, 'num_gates': 188}","{'depth': 3.611, 'depth_ratio': 0.1545, 'time': 0.003315, 'cx_gates': 8.612, 'num_gates': 8.612}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,23
"{'depth': 56, 'depth_ratio': 2.33, 'time': 0.08590006828308105, 'cx_gates': 188, 'num_gates': 189}","{'depth': 6.164, 'depth_ratio': 0.2583, 'time': 0.001954, 'cx_gates': 4.874, 'num_gates': 4.874}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,24
"{'depth': 69, 'depth_ratio': 2.76, 'time': 0.09160089492797852, 'cx_gates': 186, 'num_gates': 187}","{'depth': 2.245, 'depth_ratio': 0.0898, 'time': 0.01072, 'cx_gates': 8.612, 'num_gates': 8.612}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,25
"{'depth': 63, 'depth_ratio': 2.42, 'time': 0.11181902885437012, 'cx_gates': 202, 'num_gates': 203}","{'depth': 7.139, 'depth_ratio': 0.2769, 'time': 0.004997, 'cx_gates': 8.485, 'num_gates': 8.485}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,26
"{'depth': 75, 'depth_ratio': 2.78, 'time': 0.12540793418884277, 'cx_gates': 212, 'num_gates': 213}","{'depth': 4.03, 'depth_ratio': 0.1512, 'time': 0.007307, 'cx_gates': 11.32, 'num_gates': 11.32}",sabre_look_0_fdlg_test_v0.20,sabre_0.20,hex_27,27
"{'depth': 68, 'depth_ratio': 2.43, 'time': 0.19745111465454102, 'cx_gates': 261, 'num_gates': 262}","{'depth': 4.561, 'depth_ratio': 0.1623, 'time': 0.009441, 'cx_gates': 14.02, 'num_gates': 14.02}",sabre_look_0_v0.20,sabre_0.20,hex_127,28
"{'depth': 79, 'depth_ratio': 2.72, 'time': 0.2146921157836914, 'cx_gates': 250, 'num_gates': 251}","{'depth': 2.577, 'depth_ratio': 0.0913, 'time': 0.02674, 'cx_gates': 18.65, 'num_gates': 18.65}",sabre_look_0_v0.20,sabre_0.20,hex_127,29
"{'depth': 80, 'depth_ratio': 2.67, 'time': 0.23676371574401855, 'cx_gates': 314, 'num_gates': 315}","{'depth': 2.786, 'depth_ratio': 0.09091, 'time': 0.008186, 'cx_gates': 17.29, 'num_gates': 17.29}",sabre_look_0_v0.20,sabre_0.20,hex_127,30
"{'depth': 73, 'depth_ratio': 2.35, 'time': 0.23709392547607422, 'cx_gates': 273, 'num_gates': 274}","{'depth': 7.73, 'depth_ratio': 0.2514, 'time': 0.01659, 'cx_gates': 26.33, 'num_gates': 26.33}",sabre_look_0_v0.20,sabre_0.20,hex_127,31
