best_data,std_dev,routing pass,layout pass,coupling map,circuit label,beam width,look ahead
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.22307085990905762, 'cx_gates': 228, 'num_gates': 229}","{'depth': 3.25, 'depth_ratio': 0.13, 'time': 0.006956, 'cx_gates': 18.73, 'num_gates': 18.73}",sabre_v020_dive_011,sabre_v020,hex_27,0,11,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.24324393272399902, 'cx_gates': 228, 'num_gates': 229}","{'depth': 3.25, 'depth_ratio': 0.13, 'time': 0.00516, 'cx_gates': 18.73, 'num_gates': 18.73}",sabre_v020_dive_012,sabre_v020,hex_27,0,12,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.4098386764526367, 'cx_gates': 228, 'num_gates': 229}","{'depth': 3.25, 'depth_ratio': 0.13, 'time': 0.06216, 'cx_gates': 18.73, 'num_gates': 18.73}",sabre_v020_dive_013,sabre_v020,hex_27,0,13,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.28375720977783203, 'cx_gates': 228, 'num_gates': 229}","{'depth': 3.25, 'depth_ratio': 0.13, 'time': 0.00802, 'cx_gates': 18.73, 'num_gates': 18.73}",sabre_v020_dive_014,sabre_v020,hex_27,0,14,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.30252695083618164, 'cx_gates': 228, 'num_gates': 229}","{'depth': 2.713, 'depth_ratio': 0.1085, 'time': 0.01291, 'cx_gates': 20.91, 'num_gates': 20.91}",sabre_v020_dive_015,sabre_v020,hex_27,0,15,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.3217649459838867, 'cx_gates': 228, 'num_gates': 229}","{'depth': 2.713, 'depth_ratio': 0.1085, 'time': 0.01609, 'cx_gates': 21.58, 'num_gates': 21.58}",sabre_v020_dive_016,sabre_v020,hex_27,0,16,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.3447878360748291, 'cx_gates': 228, 'num_gates': 229}","{'depth': 2.966, 'depth_ratio': 0.1187, 'time': 0.0646, 'cx_gates': 17.76, 'num_gates': 17.76}",sabre_v020_dive_017,sabre_v020,hex_27,0,17,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.36530399322509766, 'cx_gates': 228, 'num_gates': 229}","{'depth': 2.966, 'depth_ratio': 0.1187, 'time': 0.01712, 'cx_gates': 17.76, 'num_gates': 17.76}",sabre_v020_dive_018,sabre_v020,hex_27,0,18,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.41000986099243164, 'cx_gates': 228, 'num_gates': 229}","{'depth': 2.966, 'depth_ratio': 0.1187, 'time': 0.02463, 'cx_gates': 22.72, 'num_gates': 22.72}",sabre_v020_dive_019,sabre_v020,hex_27,0,19,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.42637205123901367, 'cx_gates': 207, 'num_gates': 208}","{'depth': 4.176, 'depth_ratio': 0.167, 'time': 0.02471, 'cx_gates': 17.45, 'num_gates': 17.45}",sabre_v020_dive_020,sabre_v020,hex_27,0,20,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.4122047424316406, 'cx_gates': 207, 'num_gates': 208}","{'depth': 4.176, 'depth_ratio': 0.167, 'time': 0.01408, 'cx_gates': 17.01, 'num_gates': 17.01}",sabre_v020_dive_021,sabre_v020,hex_27,0,21,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.4323389530181885, 'cx_gates': 207, 'num_gates': 208}","{'depth': 4.271, 'depth_ratio': 0.1708, 'time': 0.02506, 'cx_gates': 18.94, 'num_gates': 18.94}",sabre_v020_dive_022,sabre_v020,hex_27,0,22,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.47159862518310547, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.993, 'depth_ratio': 0.1197, 'time': 0.01881, 'cx_gates': 20.44, 'num_gates': 20.44}",sabre_v020_dive_023,sabre_v020,hex_27,0,23,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.4656188488006592, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.993, 'depth_ratio': 0.1197, 'time': 0.01815, 'cx_gates': 20.44, 'num_gates': 20.44}",sabre_v020_dive_024,sabre_v020,hex_27,0,24,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.6118369102478027, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.162, 'depth_ratio': 0.1265, 'time': 0.06292, 'cx_gates': 17.96, 'num_gates': 17.96}",sabre_v020_dive_025,sabre_v020,hex_27,0,25,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.5123579502105713, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.162, 'depth_ratio': 0.1265, 'time': 0.04748, 'cx_gates': 17.96, 'num_gates': 17.96}",sabre_v020_dive_026,sabre_v020,hex_27,0,26,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.533480167388916, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.162, 'depth_ratio': 0.1265, 'time': 0.03613, 'cx_gates': 17.96, 'num_gates': 17.96}",sabre_v020_dive_027,sabre_v020,hex_27,0,27,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.5489890575408936, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.162, 'depth_ratio': 0.1265, 'time': 0.02012, 'cx_gates': 17.96, 'num_gates': 17.96}",sabre_v020_dive_028,sabre_v020,hex_27,0,28,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.5653080940246582, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.162, 'depth_ratio': 0.1265, 'time': 0.02759, 'cx_gates': 17.22, 'num_gates': 17.22}",sabre_v020_dive_029,sabre_v020,hex_27,0,29,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.5721659660339355, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.162, 'depth_ratio': 0.1265, 'time': 0.02536, 'cx_gates': 17.22, 'num_gates': 17.22}",sabre_v020_dive_030,sabre_v020,hex_27,0,30,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.5915489196777344, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01122, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_031,sabre_v020,hex_27,0,31,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.6116769313812256, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01211, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_032,sabre_v020,hex_27,0,32,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.6698079109191895, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03314, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_033,sabre_v020,hex_27,0,33,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.6539077758789062, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02188, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_034,sabre_v020,hex_27,0,34,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.6831519603729248, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01656, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_035,sabre_v020,hex_27,0,35,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.7191200256347656, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02763, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_036,sabre_v020,hex_27,0,36,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.7038960456848145, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01405, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_037,sabre_v020,hex_27,0,37,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.7533080577850342, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02769, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_038,sabre_v020,hex_27,0,38,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.7374439239501953, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02728, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_039,sabre_v020,hex_27,0,39,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.7550661563873291, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02033, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_040,sabre_v020,hex_27,0,40,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.7981870174407959, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03085, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_041,sabre_v020,hex_27,0,41,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.8147587776184082, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02254, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_042,sabre_v020,hex_27,0,42,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.81435227394104, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01749, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_043,sabre_v020,hex_27,0,43,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.8313179016113281, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02491, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_044,sabre_v020,hex_27,0,44,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.850762128829956, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02376, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_045,sabre_v020,hex_27,0,45,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.8706440925598145, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02485, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_046,sabre_v020,hex_27,0,46,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.895988941192627, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02958, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_047,sabre_v020,hex_27,0,47,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.9097962379455566, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.0245, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_048,sabre_v020,hex_27,0,48,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.9342401027679443, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01898, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_049,sabre_v020,hex_27,0,49,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.9918661117553711, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03268, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_050,sabre_v020,hex_27,0,50,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.9875319004058838, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03804, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_051,sabre_v020,hex_27,0,51,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 0.977363109588623, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02108, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_052,sabre_v020,hex_27,0,52,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.0741989612579346, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04176, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_053,sabre_v020,hex_27,0,53,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.007450819015503, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03977, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_054,sabre_v020,hex_27,0,54,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.049041748046875, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.0266, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_055,sabre_v020,hex_27,0,55,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.0529541969299316, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03968, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_056,sabre_v020,hex_27,0,56,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.1429989337921143, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04333, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_057,sabre_v020,hex_27,0,57,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.081164836883545, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03398, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_058,sabre_v020,hex_27,0,58,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.1163461208343506, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04141, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_059,sabre_v020,hex_27,0,59,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.14182710647583, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.01396, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_060,sabre_v020,hex_27,0,60,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.1772878170013428, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04441, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_061,sabre_v020,hex_27,0,61,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.2249369621276855, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.05369, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_062,sabre_v020,hex_27,0,62,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.2257709503173828, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.03639, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_063,sabre_v020,hex_27,0,63,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.5390098094940186, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.1508, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_064,sabre_v020,hex_27,0,64,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.2427000999450684, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04113, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_065,sabre_v020,hex_27,0,65,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.3327906131744385, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.06468, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_066,sabre_v020,hex_27,0,66,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.2805733680725098, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04405, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_067,sabre_v020,hex_27,0,67,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.3528480529785156, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.05227, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_068,sabre_v020,hex_27,0,68,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.3266699314117432, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.02763, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_069,sabre_v020,hex_27,0,69,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.416656255722046, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.06247, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_070,sabre_v020,hex_27,0,70,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.3511021137237549, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04331, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_071,sabre_v020,hex_27,0,71,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.362074851989746, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.044, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_072,sabre_v020,hex_27,0,72,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.3943040370941162, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04322, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_073,sabre_v020,hex_27,0,73,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.409269094467163, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04446, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_074,sabre_v020,hex_27,0,74,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.4370989799499512, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04865, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_075,sabre_v020,hex_27,0,75,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.4446187019348145, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04212, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_076,sabre_v020,hex_27,0,76,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.466963768005371, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04011, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_077,sabre_v020,hex_27,0,77,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.4857332706451416, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04982, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_078,sabre_v020,hex_27,0,78,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.4953639507293701, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04138, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_079,sabre_v020,hex_27,0,79,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.5079691410064697, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04254, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_080,sabre_v020,hex_27,0,80,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.5444788932800293, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04347, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_081,sabre_v020,hex_27,0,81,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.5681462287902832, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.04651, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_082,sabre_v020,hex_27,0,82,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.575930118560791, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.786, 'depth_ratio': 0.1114, 'time': 0.0357, 'cx_gates': 16.05, 'num_gates': 16.05}",sabre_v020_dive_083,sabre_v020,hex_27,0,83,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.6004970073699951, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.561, 'depth_ratio': 0.1024, 'time': 0.05, 'cx_gates': 15.99, 'num_gates': 15.99}",sabre_v020_dive_084,sabre_v020,hex_27,0,84,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.5977332592010498, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.561, 'depth_ratio': 0.1024, 'time': 0.04154, 'cx_gates': 15.99, 'num_gates': 15.99}",sabre_v020_dive_085,sabre_v020,hex_27,0,85,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.6447880268096924, 'cx_gates': 207, 'num_gates': 208}","{'depth': 2.561, 'depth_ratio': 0.1024, 'time': 0.04341, 'cx_gates': 15.99, 'num_gates': 15.99}",sabre_v020_dive_086,sabre_v020,hex_27,0,86,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.6672101020812988, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.72, 'depth_ratio': 0.1488, 'time': 0.04368, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_v020_dive_087,sabre_v020,hex_27,0,87,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.6674270629882812, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.72, 'depth_ratio': 0.1488, 'time': 0.03121, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_v020_dive_088,sabre_v020,hex_27,0,88,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.7050087451934814, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.72, 'depth_ratio': 0.1488, 'time': 0.03293, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_v020_dive_089,sabre_v020,hex_27,0,89,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.7193667888641357, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.72, 'depth_ratio': 0.1488, 'time': 0.03964, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_v020_dive_090,sabre_v020,hex_27,0,90,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.7344720363616943, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.441, 'depth_ratio': 0.1376, 'time': 0.03719, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_v020_dive_091,sabre_v020,hex_27,0,91,0
"{'depth': 62, 'depth_ratio': 2.48, 'time': 1.7575690746307373, 'cx_gates': 207, 'num_gates': 208}","{'depth': 3.441, 'depth_ratio': 0.1376, 'time': 0.03598, 'cx_gates': 16.26, 'num_gates': 16.26}",sabre_v020_dive_092,sabre_v020,hex_27,0,92,0
