best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 1, 'depth_ratio': 1.0, 'time': 0.12839698791503906, 'cx_gates': 0, 'num_gates': 2}","{'depth': 1.96, 'depth_ratio': 1.96, 'time': 0.08723, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,0
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.08545494079589844, 'cx_gates': 0, 'num_gates': 4}","{'depth': 1.47, 'depth_ratio': 0.7348, 'time': 0.4724, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,1
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.3198850154876709, 'cx_gates': 0, 'num_gates': 6}","{'depth': 3.499, 'depth_ratio': 1.165, 'time': 0.152, 'cx_gates': 3.6, 'num_gates': 3.655}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,2
"{'depth': 7, 'depth_ratio': 1.75, 'time': 1.696631908416748, 'cx_gates': 3, 'num_gates': 11}","{'depth': 4.517, 'depth_ratio': 1.129, 'time': 0.571, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,3
"{'depth': 18, 'depth_ratio': 3.6, 'time': 0.899954080581665, 'cx_gates': 15, 'num_gates': 27}","{'depth': 1.939, 'depth_ratio': 0.3878, 'time': 0.7095, 'cx_gates': 1.47, 'num_gates': 2.638}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,4
"{'depth': 12, 'depth_ratio': 2.0, 'time': 1.6230559349060059, 'cx_gates': 6, 'num_gates': 18}","{'depth': 4.147, 'depth_ratio': 0.6915, 'time': 0.3646, 'cx_gates': 4.409, 'num_gates': 6.705}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,5
"{'depth': 15, 'depth_ratio': 2.14, 'time': 1.3119738101959229, 'cx_gates': 12, 'num_gates': 28}","{'depth': 3.429, 'depth_ratio': 0.4899, 'time': 0.4183, 'cx_gates': 1.47, 'num_gates': 2.757}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,6
"{'depth': 20, 'depth_ratio': 2.5, 'time': 1.8759100437164307, 'cx_gates': 15, 'num_gates': 29}","{'depth': 1.6, 'depth_ratio': 0.2, 'time': 0.4618, 'cx_gates': 2.245, 'num_gates': 1.625}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,7
"{'depth': 10, 'depth_ratio': 1.11, 'time': 1.1797969341278076, 'cx_gates': 6, 'num_gates': 15}","{'depth': 0.4899, 'depth_ratio': 0.05389, 'time': 0.2637, 'cx_gates': 2.245, 'num_gates': 2.245}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,8
"{'depth': 15, 'depth_ratio': 1.5, 'time': 1.9268829822540283, 'cx_gates': 12, 'num_gates': 28}","{'depth': 4.543, 'depth_ratio': 0.4543, 'time': 0.5966, 'cx_gates': 3.059, 'num_gates': 3.311}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,9
"{'depth': 17, 'depth_ratio': 1.55, 'time': 2.278204917907715, 'cx_gates': 12, 'num_gates': 26}","{'depth': 2.786, 'depth_ratio': 0.2507, 'time': 0.1158, 'cx_gates': 1.2, 'num_gates': 2.0}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,10
"{'depth': 17, 'depth_ratio': 1.42, 'time': 1.455826997756958, 'cx_gates': 12, 'num_gates': 28}","{'depth': 2.713, 'depth_ratio': 0.2259, 'time': 0.1713, 'cx_gates': 1.47, 'num_gates': 1.673}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,11
"{'depth': 19, 'depth_ratio': 1.46, 'time': 1.695342779159546, 'cx_gates': 15, 'num_gates': 31}","{'depth': 0.4899, 'depth_ratio': 0.03919, 'time': 0.1592, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,12
"{'depth': 12, 'depth_ratio': 0.86, 'time': 1.6804616451263428, 'cx_gates': 9, 'num_gates': 23}","{'depth': 2.227, 'depth_ratio': 0.1559, 'time': 0.3227, 'cx_gates': 3.059, 'num_gates': 3.059}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,13
"{'depth': 14, 'depth_ratio': 0.93, 'time': 1.3655521869659424, 'cx_gates': 12, 'num_gates': 22}","{'depth': 10.5, 'depth_ratio': 0.7004, 'time': 0.4674, 'cx_gates': 3.795, 'num_gates': 10.04}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,14
"{'depth': 21, 'depth_ratio': 1.31, 'time': 2.3531031608581543, 'cx_gates': 15, 'num_gates': 31}","{'depth': 7.305, 'depth_ratio': 0.4557, 'time': 0.2255, 'cx_gates': 1.2, 'num_gates': 9.411}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,15
"{'depth': 20, 'depth_ratio': 1.18, 'time': 2.4819681644439697, 'cx_gates': 15, 'num_gates': 29}","{'depth': 8.237, 'depth_ratio': 0.4848, 'time': 0.3978, 'cx_gates': 4.874, 'num_gates': 8.158}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,16
"{'depth': 30, 'depth_ratio': 1.67, 'time': 4.498310089111328, 'cx_gates': 27, 'num_gates': 43}","{'depth': 2.227, 'depth_ratio': 0.1221, 'time': 1.105, 'cx_gates': 5.231, 'num_gates': 1.6}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,17
"{'depth': 12, 'depth_ratio': 0.63, 'time': 2.4666249752044678, 'cx_gates': 9, 'num_gates': 20}","{'depth': 2.926, 'depth_ratio': 0.1537, 'time': 0.6796, 'cx_gates': 3.499, 'num_gates': 2.653}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,18
"{'depth': 18, 'depth_ratio': 0.9, 'time': 1.6694231033325195, 'cx_gates': 15, 'num_gates': 27}","{'depth': 0, 'depth_ratio': 0, 'time': 0.3874, 'cx_gates': 0, 'num_gates': 0.8}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,19
"{'depth': 19, 'depth_ratio': 0.9, 'time': 1.7737188339233398, 'cx_gates': 15, 'num_gates': 31}","{'depth': 4.118, 'depth_ratio': 0.1979, 'time': 0.6866, 'cx_gates': 0, 'num_gates': 3.286}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,20
"{'depth': 17, 'depth_ratio': 0.77, 'time': 2.7372641563415527, 'cx_gates': 12, 'num_gates': 24}","{'depth': 10.38, 'depth_ratio': 0.4722, 'time': 0.5472, 'cx_gates': 3.499, 'num_gates': 8.256}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,21
"{'depth': 16, 'depth_ratio': 0.7, 'time': 3.0045759677886963, 'cx_gates': 15, 'num_gates': 27}","{'depth': 0, 'depth_ratio': 0, 'time': 0.4729, 'cx_gates': 0, 'num_gates': 0}",sabre_look_4_fdlg_v0.20,sabre_0.20,hex_7,22
