best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 1, 'depth_ratio': 1.0, 'time': 0.9955952167510986, 'cx_gates': 0, 'num_gates': 2}","{'depth': 1.6, 'depth_ratio': 1.6, 'time': 0.5802, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,0
"{'depth': 12, 'depth_ratio': 2.0, 'time': 5.664439916610718, 'cx_gates': 6, 'num_gates': 18}","{'depth': 1.6, 'depth_ratio': 0.268, 'time': 0.6551, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,1
"{'depth': 32, 'depth_ratio': 2.91, 'time': 10.718229293823242, 'cx_gates': 27, 'num_gates': 49}","{'depth': 2.786, 'depth_ratio': 0.253, 'time': 3.148, 'cx_gates': 6.406, 'num_gates': 6.406}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,2
"{'depth': 43, 'depth_ratio': 2.69, 'time': 26.657623052597046, 'cx_gates': 33, 'num_gates': 65}","{'depth': 4.167, 'depth_ratio': 0.2598, 'time': 3.508, 'cx_gates': 6.119, 'num_gates': 6.119}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,3
"{'depth': 68, 'depth_ratio': 3.24, 'time': 57.67885112762451, 'cx_gates': 51, 'num_gates': 93}","{'depth': 5.678, 'depth_ratio': 0.2693, 'time': 22.48, 'cx_gates': 8.777, 'num_gates': 8.777}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,4
"{'depth': 87, 'depth_ratio': 3.35, 'time': 111.6854190826416, 'cx_gates': 84, 'num_gates': 136}","{'depth': 2.53, 'depth_ratio': 0.09724, 'time': 45.93, 'cx_gates': 3.059, 'num_gates': 3.059}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,5
"{'depth': 111, 'depth_ratio': 3.58, 'time': 193.05882716178894, 'cx_gates': 111, 'num_gates': 173}","{'depth': 6.337, 'depth_ratio': 0.2035, 'time': 7.266, 'cx_gates': 7.589, 'num_gates': 7.589}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,6
"{'depth': 140, 'depth_ratio': 3.89, 'time': 331.26124596595764, 'cx_gates': 108, 'num_gates': 180}","{'depth': 9.33, 'depth_ratio': 0.2586, 'time': 150.8, 'cx_gates': 17.29, 'num_gates': 17.29}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,7
"{'depth': 167, 'depth_ratio': 4.07, 'time': 938.4203119277954, 'cx_gates': 162, 'num_gates': 244}","{'depth': 11.59, 'depth_ratio': 0.2821, 'time': 173.5, 'cx_gates': 13.6, 'num_gates': 13.6}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,8
"{'depth': 162, 'depth_ratio': 3.52, 'time': 1258.516440153122, 'cx_gates': 153, 'num_gates': 245}","{'depth': 7.73, 'depth_ratio': 0.168, 'time': 238.3, 'cx_gates': 14.65, 'num_gates': 14.65}",sabre_look_3_fdlg_v0.20,sabre_0.20,heavy_hex_27,9
