best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 1, 'depth_ratio': 1.0, 'time': 0.008489131927490234, 'cx_gates': 0, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0007421, 'cx_gates': 0, 'num_gates': 0}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,0
"{'depth': 12, 'depth_ratio': 2.0, 'time': 0.026532888412475586, 'cx_gates': 6, 'num_gates': 18}","{'depth': 5.671, 'depth_ratio': 0.9458, 'time': 0.003409, 'cx_gates': 4.874, 'num_gates': 4.874}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,1
"{'depth': 33, 'depth_ratio': 3.0, 'time': 0.08471918106079102, 'cx_gates': 27, 'num_gates': 49}","{'depth': 4.176, 'depth_ratio': 0.3798, 'time': 0.01563, 'cx_gates': 5.817, 'num_gates': 5.817}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,2
"{'depth': 49, 'depth_ratio': 3.06, 'time': 0.17297577857971191, 'cx_gates': 33, 'num_gates': 65}","{'depth': 3.611, 'depth_ratio': 0.2268, 'time': 0.01705, 'cx_gates': 5.692, 'num_gates': 5.692}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,3
"{'depth': 72, 'depth_ratio': 3.43, 'time': 0.3277459144592285, 'cx_gates': 60, 'num_gates': 102}","{'depth': 8.565, 'depth_ratio': 0.4078, 'time': 0.02536, 'cx_gates': 6.946, 'num_gates': 6.946}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,4
"{'depth': 98, 'depth_ratio': 3.77, 'time': 0.5594749450683594, 'cx_gates': 87, 'num_gates': 139}","{'depth': 12.19, 'depth_ratio': 0.4695, 'time': 0.04148, 'cx_gates': 11.22, 'num_gates': 11.22}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,5
"{'depth': 114, 'depth_ratio': 3.68, 'time': 1.0383079051971436, 'cx_gates': 96, 'num_gates': 158}","{'depth': 12.94, 'depth_ratio': 0.4161, 'time': 0.09491, 'cx_gates': 14.15, 'num_gates': 14.15}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,6
"{'depth': 155, 'depth_ratio': 4.31, 'time': 1.3823609352111816, 'cx_gates': 138, 'num_gates': 210}","{'depth': 9.217, 'depth_ratio': 0.2548, 'time': 0.1806, 'cx_gates': 11.38, 'num_gates': 11.38}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,7
"{'depth': 168, 'depth_ratio': 4.1, 'time': 2.8709919452667236, 'cx_gates': 159, 'num_gates': 241}","{'depth': 16.98, 'depth_ratio': 0.4142, 'time': 0.2962, 'cx_gates': 24.07, 'num_gates': 24.07}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,8
"{'depth': 194, 'depth_ratio': 4.22, 'time': 3.2071328163146973, 'cx_gates': 165, 'num_gates': 257}","{'depth': 9.952, 'depth_ratio': 0.215, 'time': 0.1948, 'cx_gates': 16.93, 'num_gates': 16.93}",sabre_look_0_f_v0.20,sabre_0.20,heavy_hex_27,9
