swap_count,depth,runtime,num_qubits,heuristic,cmap,trials,seed
57,54,0.13671422004699707,10,decay,heavy_hex_127.txt,1,42
57,54,0.08251595497131348,10,decay,heavy_hex_127.txt,2,42
57,54,0.07835793495178223,10,decay,heavy_hex_127.txt,4,42
57,54,0.07688021659851074,10,decay,heavy_hex_127.txt,6,42
56,56,0.09735608100891113,10,decay,heavy_hex_127.txt,8,42
54,49,0.1302788257598877,10,decay,heavy_hex_127.txt,12,42
54,49,0.2534949779510498,10,decay,heavy_hex_127.txt,18,42
45,54,0.4363059997558594,10,decay,heavy_hex_127.txt,26,42
45,54,0.8164479732513428,10,decay,heavy_hex_127.txt,37,42
45,54,1.3780620098114014,10,decay,heavy_hex_127.txt,54,42
45,54,2.773362159729004,10,decay,heavy_hex_127.txt,78,42
45,54,5.228060960769653,10,decay,heavy_hex_127.txt,112,42
45,54,10.375607967376709,10,decay,heavy_hex_127.txt,162,42
45,54,21.468934297561646,10,decay,heavy_hex_127.txt,233,42
45,54,43.924914836883545,10,decay,heavy_hex_127.txt,335,42
45,54,88.68458890914917,10,decay,heavy_hex_127.txt,483,42
45,54,182.35096979141235,10,decay,heavy_hex_127.txt,695,42
45,54,374.3812401294708,10,decay,heavy_hex_127.txt,1000,42
670,314,0.3638598918914795,29,decay,heavy_hex_127.txt,1,42
570,297,0.38794875144958496,29,decay,heavy_hex_127.txt,2,42
570,297,0.45955586433410645,29,decay,heavy_hex_127.txt,4,42
570,297,0.6305911540985107,29,decay,heavy_hex_127.txt,6,42
541,219,0.8893952369689941,29,decay,heavy_hex_127.txt,8,42
521,252,1.444756031036377,29,decay,heavy_hex_127.txt,12,42
498,301,2.190469980239868,29,decay,heavy_hex_127.txt,18,42
498,301,4.1865081787109375,29,decay,heavy_hex_127.txt,26,42
498,301,7.613760948181152,29,decay,heavy_hex_127.txt,37,42
498,301,15.067307949066162,29,decay,heavy_hex_127.txt,54,42
498,301,29.841770887374878,29,decay,heavy_hex_127.txt,78,42
497,261,58.89393997192383,29,decay,heavy_hex_127.txt,112,42
492,260,120.69807887077332,29,decay,heavy_hex_127.txt,162,42
464,238,245.0046579837799,29,decay,heavy_hex_127.txt,233,42
464,238,501.325896024704,29,decay,heavy_hex_127.txt,335,42
464,238,1034.2960851192474,29,decay,heavy_hex_127.txt,483,42
456,236,2123.3206310272217,29,decay,heavy_hex_127.txt,695,42
456,236,4394.2470490932465,29,decay,heavy_hex_127.txt,1000,42
1869,673,0.9938371181488037,49,decay,heavy_hex_127.txt,1,42
1764,660,1.0554859638214111,49,decay,heavy_hex_127.txt,2,42
1716,616,1.2939109802246094,49,decay,heavy_hex_127.txt,4,42
1716,616,1.6723308563232422,49,decay,heavy_hex_127.txt,6,42
1695,522,2.2287068367004395,49,decay,heavy_hex_127.txt,8,42
1580,619,4.214483022689819,49,decay,heavy_hex_127.txt,12,42
1580,619,7.278964042663574,49,decay,heavy_hex_127.txt,18,42
1580,619,13.024618864059448,49,decay,heavy_hex_127.txt,26,42
1550,525,24.159285068511963,49,decay,heavy_hex_127.txt,37,42
1514,469,46.826805114746094,49,decay,heavy_hex_127.txt,54,42
1514,469,91.7527208328247,49,decay,heavy_hex_127.txt,78,42
1514,469,185.06592297554016,49,decay,heavy_hex_127.txt,112,42
1485,581,376.97775316238403,49,decay,heavy_hex_127.txt,162,42
1399,336,767.3576028347015,49,decay,heavy_hex_127.txt,233,42
1354,524,1564.8740661144257,49,decay,heavy_hex_127.txt,335,42
1354,524,3234.782641172409,49,decay,heavy_hex_127.txt,483,42
