swap_count,depth,runtime,num_qubits,heuristic,cmap,trials,seed
5547,492,7.81023383140564,76,decay,ring_127.txt,20,97080
6416,1311,9.545394897460938,82,decay,ring_127.txt,20,71482
6590,553,10.653517246246338,88,decay,ring_127.txt,20,11395
7869,634,11.481318950653076,94,decay,ring_127.txt,20,77397
8195,628,13.0661780834198,100,decay,ring_127.txt,20,55302
8431,905,16.384362936019897,106,decay,ring_127.txt,20,4165
8927,664,16.33547806739807,112,decay,ring_127.txt,20,3905
9629,730,18.89366602897644,118,decay,ring_127.txt,20,12280
10140,777,23.199711799621582,127,decay,ring_127.txt,20,28657
53,59,0.1709301471710205,10,decay,heavy_hex_127.txt,20,83810
163,111,0.28011012077331543,16,decay,heavy_hex_127.txt,20,14592
328,179,0.472243070602417,22,decay,heavy_hex_127.txt,20,3278
528,230,0.8751258850097656,28,decay,heavy_hex_127.txt,20,97196
719,304,1.1104087829589844,34,decay,heavy_hex_127.txt,20,36048
1197,475,1.6131467819213867,40,decay,heavy_hex_127.txt,20,32098
1326,409,1.9528298377990723,46,decay,heavy_hex_127.txt,20,29256
1922,566,2.7927920818328857,52,decay,heavy_hex_127.txt,20,18289
2185,631,3.620018243789673,58,decay,heavy_hex_127.txt,20,96530
2767,830,4.581968784332275,64,decay,heavy_hex_127.txt,20,13434
3289,1093,4.9559009075164795,70,decay,heavy_hex_127.txt,20,88696
4170,1184,6.546945095062256,76,decay,heavy_hex_127.txt,20,97080
4583,1301,7.355104923248291,82,decay,heavy_hex_127.txt,20,71482
5550,1907,8.828742027282715,88,decay,heavy_hex_127.txt,20,11395
5626,1400,9.233779907226562,94,decay,heavy_hex_127.txt,20,77397
8898,2926,11.815107107162476,100,decay,heavy_hex_127.txt,20,55302
9025,2411,13.436395645141602,106,decay,heavy_hex_127.txt,20,4165
9518,2723,14.868388891220093,112,decay,heavy_hex_127.txt,20,3905
12008,3163,17.87537121772766,118,decay,heavy_hex_127.txt,20,12280
13546,3667,19.83098006248474,127,decay,heavy_hex_127.txt,20,28657
33,44,0.169281005859375,10,decay,square_144.txt,20,83810
97,96,0.3203718662261963,16,decay,square_144.txt,20,14592
184,158,0.45352792739868164,22,decay,square_144.txt,20,3278
301,201,0.6271841526031494,28,decay,square_144.txt,20,97196
448,274,0.8843929767608643,34,decay,square_144.txt,20,36048
651,411,1.2277710437774658,40,decay,square_144.txt,20,32098
920,433,1.8584551811218262,46,decay,square_144.txt,20,29256
1093,508,2.3856658935546875,52,decay,square_144.txt,20,18289
1405,705,3.0956602096557617,58,decay,square_144.txt,20,96530
1630,626,3.8018388748168945,64,decay,square_144.txt,20,13434
2094,799,4.313614130020142,70,decay,square_144.txt,20,88696
2421,796,6.091099739074707,76,decay,square_144.txt,20,97080
2785,954,6.983027935028076,82,decay,square_144.txt,20,71482
3110,1016,7.279404640197754,88,decay,square_144.txt,20,11395
3855,1395,9.175324201583862,94,decay,square_144.txt,20,77397
4552,1337,10.112411975860596,100,decay,square_144.txt,20,55302
5025,1604,11.139404058456421,106,decay,square_144.txt,20,4165
5765,2057,12.484377145767212,112,decay,square_144.txt,20,3905
6360,1697,15.422655820846558,118,decay,square_144.txt,20,12280
7240,2026,17.75289011001587,127,decay,square_144.txt,20,28657
