best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.049223899841308594, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0276, 'cx_gates': 0, 'num_gates': 0}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.19236254692077637, 'cx_gates': 2, 'num_gates': 3}","{'depth': 0, 'depth_ratio': 0, 'time': 0.06618, 'cx_gates': 0, 'num_gates': 0}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,1
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.20697498321533203, 'cx_gates': 3, 'num_gates': 4}","{'depth': 0.8, 'depth_ratio': 0.2, 'time': 0.03606, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,2
"{'depth': 10, 'depth_ratio': 2.0, 'time': 0.5555546283721924, 'cx_gates': 16, 'num_gates': 17}","{'depth': 1.789, 'depth_ratio': 0.3578, 'time': 0.08978, 'cx_gates': 2.245, 'num_gates': 2.245}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,3
"{'depth': 12, 'depth_ratio': 2.0, 'time': 0.36876988410949707, 'cx_gates': 14, 'num_gates': 15}","{'depth': 1.47, 'depth_ratio': 0.2449, 'time': 0.09599, 'cx_gates': 3.286, 'num_gates': 3.286}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,4
"{'depth': 13, 'depth_ratio': 1.86, 'time': 0.7405309677124023, 'cx_gates': 18, 'num_gates': 19}","{'depth': 2.28, 'depth_ratio': 0.3263, 'time': 0.1779, 'cx_gates': 6.841, 'num_gates': 6.841}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,5
"{'depth': 17, 'depth_ratio': 2.12, 'time': 0.8519608974456787, 'cx_gates': 22, 'num_gates': 23}","{'depth': 1.72, 'depth_ratio': 0.2156, 'time': 0.2938, 'cx_gates': 9.562, 'num_gates': 9.562}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,6
"{'depth': 20, 'depth_ratio': 2.22, 'time': 1.0666983127593994, 'cx_gates': 29, 'num_gates': 30}","{'depth': 2.757, 'depth_ratio': 0.3069, 'time': 0.3434, 'cx_gates': 9.859, 'num_gates': 9.859}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,7
"{'depth': 26, 'depth_ratio': 2.6, 'time': 2.125325918197632, 'cx_gates': 45, 'num_gates': 46}","{'depth': 2.059, 'depth_ratio': 0.2059, 'time': 0.1321, 'cx_gates': 8.777, 'num_gates': 8.777}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,8
"{'depth': 29, 'depth_ratio': 2.64, 'time': 1.4092910289764404, 'cx_gates': 43, 'num_gates': 44}","{'depth': 3.072, 'depth_ratio': 0.2765, 'time': 0.6698, 'cx_gates': 13.36, 'num_gates': 13.36}",sabre_look_3_fdlg_test_v0.20,sabre_0.20,hex_27,9
