best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.013330936431884766, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.005298, 'cx_gates': 0, 'num_gates': 0}",sabre_look_2_v0.20,sabre_0.20,hex_27,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.03239607810974121, 'cx_gates': 2, 'num_gates': 3}","{'depth': 0, 'depth_ratio': 0, 'time': 0.008183, 'cx_gates': 0, 'num_gates': 0}",sabre_look_2_v0.20,sabre_0.20,hex_27,1
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.031961917877197266, 'cx_gates': 3, 'num_gates': 4}","{'depth': 0.8, 'depth_ratio': 0.2, 'time': 0.005151, 'cx_gates': 1.2, 'num_gates': 1.2}",sabre_look_2_v0.20,sabre_0.20,hex_27,2
"{'depth': 10, 'depth_ratio': 2.0, 'time': 0.06527900695800781, 'cx_gates': 13, 'num_gates': 14}","{'depth': 0.4, 'depth_ratio': 0.08, 'time': 0.01813, 'cx_gates': 1.47, 'num_gates': 1.47}",sabre_look_2_v0.20,sabre_0.20,hex_27,3
"{'depth': 11, 'depth_ratio': 1.83, 'time': 0.07365202903747559, 'cx_gates': 14, 'num_gates': 15}","{'depth': 1.356, 'depth_ratio': 0.2271, 'time': 0.01344, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_look_2_v0.20,sabre_0.20,hex_27,4
"{'depth': 12, 'depth_ratio': 1.71, 'time': 0.1269690990447998, 'cx_gates': 15, 'num_gates': 16}","{'depth': 1.744, 'depth_ratio': 0.2498, 'time': 0.01771, 'cx_gates': 4.409, 'num_gates': 4.409}",sabre_look_2_v0.20,sabre_0.20,hex_27,5
"{'depth': 16, 'depth_ratio': 2.0, 'time': 0.1840810775756836, 'cx_gates': 28, 'num_gates': 29}","{'depth': 2.926, 'depth_ratio': 0.3659, 'time': 0.04808, 'cx_gates': 4.49, 'num_gates': 4.49}",sabre_look_2_v0.20,sabre_0.20,hex_27,6
"{'depth': 21, 'depth_ratio': 2.33, 'time': 0.2446458339691162, 'cx_gates': 41, 'num_gates': 42}","{'depth': 3.311, 'depth_ratio': 0.3682, 'time': 0.03575, 'cx_gates': 9.562, 'num_gates': 9.562}",sabre_look_2_v0.20,sabre_0.20,hex_27,7
"{'depth': 25, 'depth_ratio': 2.5, 'time': 0.33486485481262207, 'cx_gates': 48, 'num_gates': 49}","{'depth': 2.332, 'depth_ratio': 0.2332, 'time': 0.01973, 'cx_gates': 5.692, 'num_gates': 5.692}",sabre_look_2_v0.20,sabre_0.20,hex_27,8
"{'depth': 26, 'depth_ratio': 2.36, 'time': 0.42706894874572754, 'cx_gates': 55, 'num_gates': 56}","{'depth': 3.187, 'depth_ratio': 0.2905, 'time': 0.06016, 'cx_gates': 7.684, 'num_gates': 7.684}",sabre_look_2_v0.20,sabre_0.20,hex_27,9
"{'depth': 29, 'depth_ratio': 2.42, 'time': 0.4249720573425293, 'cx_gates': 62, 'num_gates': 63}","{'depth': 3.406, 'depth_ratio': 0.2825, 'time': 0.04217, 'cx_gates': 10.97, 'num_gates': 10.97}",sabre_look_2_v0.20,sabre_0.20,hex_27,10
"{'depth': 35, 'depth_ratio': 2.69, 'time': 0.45539093017578125, 'cx_gates': 69, 'num_gates': 70}","{'depth': 3.25, 'depth_ratio': 0.2514, 'time': 0.07933, 'cx_gates': 13.87, 'num_gates': 13.87}",sabre_look_2_v0.20,sabre_0.20,hex_27,11
"{'depth': 33, 'depth_ratio': 2.36, 'time': 0.6744511127471924, 'cx_gates': 76, 'num_gates': 77}","{'depth': 3.137, 'depth_ratio': 0.2239, 'time': 0.08184, 'cx_gates': 9.6, 'num_gates': 9.6}",sabre_look_2_v0.20,sabre_0.20,hex_27,12
"{'depth': 37, 'depth_ratio': 2.47, 'time': 0.7754979133605957, 'cx_gates': 86, 'num_gates': 87}","{'depth': 5.099, 'depth_ratio': 0.3381, 'time': 0.07268, 'cx_gates': 12.38, 'num_gates': 12.38}",sabre_look_2_v0.20,sabre_0.20,hex_27,13
"{'depth': 40, 'depth_ratio': 2.5, 'time': 0.9856770038604736, 'cx_gates': 108, 'num_gates': 109}","{'depth': 4.261, 'depth_ratio': 0.2655, 'time': 0.07602, 'cx_gates': 6.681, 'num_gates': 6.681}",sabre_look_2_v0.20,sabre_0.20,hex_27,14
"{'depth': 47, 'depth_ratio': 2.76, 'time': 1.1487298011779785, 'cx_gates': 121, 'num_gates': 122}","{'depth': 4.05, 'depth_ratio': 0.24, 'time': 0.0587, 'cx_gates': 4.069, 'num_gates': 4.069}",sabre_look_2_v0.20,sabre_0.20,hex_27,15
"{'depth': 50, 'depth_ratio': 2.78, 'time': 1.1462538242340088, 'cx_gates': 134, 'num_gates': 135}","{'depth': 2.577, 'depth_ratio': 0.1433, 'time': 0.05003, 'cx_gates': 9.178, 'num_gates': 9.178}",sabre_look_2_v0.20,sabre_0.20,hex_27,16
"{'depth': 54, 'depth_ratio': 2.84, 'time': 1.2690138816833496, 'cx_gates': 156, 'num_gates': 157}","{'depth': 3.187, 'depth_ratio': 0.1701, 'time': 0.1369, 'cx_gates': 20.35, 'num_gates': 20.35}",sabre_look_2_v0.20,sabre_0.20,hex_27,17
"{'depth': 56, 'depth_ratio': 2.8, 'time': 1.4513988494873047, 'cx_gates': 160, 'num_gates': 161}","{'depth': 3.262, 'depth_ratio': 0.1631, 'time': 0.08479, 'cx_gates': 12.92, 'num_gates': 12.92}",sabre_look_2_v0.20,sabre_0.20,hex_27,18
