best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 2, 'depth_ratio': 1.0, 'time': 0.007380962371826172, 'cx_gates': 1, 'num_gates': 2}","{'depth': 0, 'depth_ratio': 0, 'time': 0.0006471, 'cx_gates': 0, 'num_gates': 0}",sabre_v0.25,sabre_0.25,hex_27,0
"{'depth': 3, 'depth_ratio': 1.0, 'time': 0.0054552555084228516, 'cx_gates': 2, 'num_gates': 3}","{'depth': 2.4, 'depth_ratio': 0.8, 'time': 0.0003442, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_v0.25,sabre_0.25,hex_27,1
"{'depth': 4, 'depth_ratio': 1.0, 'time': 0.005702972412109375, 'cx_gates': 3, 'num_gates': 4}","{'depth': 3.098, 'depth_ratio': 0.7746, 'time': 7.934e-05, 'cx_gates': 2.939, 'num_gates': 2.939}",sabre_v0.25,sabre_0.25,hex_27,2
"{'depth': 7, 'depth_ratio': 1.4, 'time': 0.0056569576263427734, 'cx_gates': 7, 'num_gates': 8}","{'depth': 3.137, 'depth_ratio': 0.6274, 'time': 0.0002339, 'cx_gates': 2.245, 'num_gates': 2.245}",sabre_v0.25,sabre_0.25,hex_27,3
"{'depth': 12, 'depth_ratio': 2.0, 'time': 0.006253957748413086, 'cx_gates': 11, 'num_gates': 12}","{'depth': 2.939, 'depth_ratio': 0.4899, 'time': 0.0002988, 'cx_gates': 3.499, 'num_gates': 3.499}",sabre_v0.25,sabre_0.25,hex_27,4
"{'depth': 18, 'depth_ratio': 2.57, 'time': 0.005816936492919922, 'cx_gates': 18, 'num_gates': 19}","{'depth': 1.356, 'depth_ratio': 0.1937, 'time': 0.0002632, 'cx_gates': 2.4, 'num_gates': 2.4}",sabre_v0.25,sabre_0.25,hex_27,5
"{'depth': 21, 'depth_ratio': 2.62, 'time': 0.005960226058959961, 'cx_gates': 22, 'num_gates': 23}","{'depth': 3.2, 'depth_ratio': 0.3985, 'time': 6.829e-05, 'cx_gates': 3.499, 'num_gates': 3.499}",sabre_v0.25,sabre_0.25,hex_27,6
"{'depth': 24, 'depth_ratio': 2.67, 'time': 0.006126880645751953, 'cx_gates': 23, 'num_gates': 24}","{'depth': 1.356, 'depth_ratio': 0.1492, 'time': 0.0001527, 'cx_gates': 3.059, 'num_gates': 3.059}",sabre_v0.25,sabre_0.25,hex_27,7
"{'depth': 22, 'depth_ratio': 2.2, 'time': 0.005917072296142578, 'cx_gates': 30, 'num_gates': 31}","{'depth': 4.409, 'depth_ratio': 0.4409, 'time': 0.01095, 'cx_gates': 6.406, 'num_gates': 6.406}",sabre_v0.25,sabre_0.25,hex_27,8
"{'depth': 26, 'depth_ratio': 2.36, 'time': 0.006175994873046875, 'cx_gates': 34, 'num_gates': 35}","{'depth': 7.552, 'depth_ratio': 0.687, 'time': 0.0001354, 'cx_gates': 7.25, 'num_gates': 7.25}",sabre_v0.25,sabre_0.25,hex_27,9
"{'depth': 33, 'depth_ratio': 2.75, 'time': 0.006443977355957031, 'cx_gates': 50, 'num_gates': 51}","{'depth': 8.015, 'depth_ratio': 0.6677, 'time': 0.0001585, 'cx_gates': 7.96, 'num_gates': 7.96}",sabre_v0.25,sabre_0.25,hex_27,10
