best_data,std_dev,routing pass,layout pass,coupling map,circuit label,beam width,look ahead
"{'depth': 486, 'depth_ratio': 7.48, 'time': 0.7467019557952881, 'cx_gates': 1392, 'num_gates': 1717}","{'depth': 101.3, 'depth_ratio': 1.558, 'time': 0.3126, 'cx_gates': 29.52, 'num_gates': 29.52}",sabre_v020_dive_001,sabre_v020,hex_27,64,1,0
"{'depth': 552, 'depth_ratio': 7.89, 'time': 1.7875728607177734, 'cx_gates': 1617, 'num_gates': 1967}","{'depth': 83.12, 'depth_ratio': 1.188, 'time': 0.363, 'cx_gates': 79.16, 'num_gates': 79.16}",sabre_v020_dive_001,sabre_v020,hex_27,65,1,0
"{'depth': 544, 'depth_ratio': 7.77, 'time': 0.8839728832244873, 'cx_gates': 1563, 'num_gates': 1913}","{'depth': 13.07, 'depth_ratio': 0.187, 'time': 0.3587, 'cx_gates': 35.93, 'num_gates': 35.93}",sabre_v020_dive_001,sabre_v020,hex_27,66,1,0
"{'depth': 571, 'depth_ratio': 8.16, 'time': 0.9339148998260498, 'cx_gates': 1731, 'num_gates': 2081}","{'depth': 10.91, 'depth_ratio': 0.1535, 'time': 0.3265, 'cx_gates': 65.81, 'num_gates': 65.81}",sabre_v020_dive_001,sabre_v020,hex_27,67,1,0
"{'depth': 522, 'depth_ratio': 7.46, 'time': 0.8474247455596924, 'cx_gates': 1539, 'num_gates': 1889}","{'depth': 22.6, 'depth_ratio': 0.3216, 'time': 0.3276, 'cx_gates': 67.52, 'num_gates': 67.52}",sabre_v020_dive_001,sabre_v020,hex_27,68,1,0
"{'depth': 524, 'depth_ratio': 7.49, 'time': 0.8802568912506104, 'cx_gates': 1602, 'num_gates': 1952}","{'depth': 11.86, 'depth_ratio': 0.1687, 'time': 0.404, 'cx_gates': 30.42, 'num_gates': 30.42}",sabre_v020_dive_001,sabre_v020,hex_27,69,1,0
"{'depth': 584, 'depth_ratio': 7.79, 'time': 0.9453380107879639, 'cx_gates': 1716, 'num_gates': 2091}","{'depth': 120.1, 'depth_ratio': 1.603, 'time': 0.3034, 'cx_gates': 97.17, 'num_gates': 97.17}",sabre_v020_dive_001,sabre_v020,hex_27,70,1,0
"{'depth': 598, 'depth_ratio': 7.97, 'time': 0.9350872039794922, 'cx_gates': 1710, 'num_gates': 2085}","{'depth': 17.79, 'depth_ratio': 0.2377, 'time': 0.4062, 'cx_gates': 69.6, 'num_gates': 69.6}",sabre_v020_dive_001,sabre_v020,hex_27,71,1,0
"{'depth': 579, 'depth_ratio': 7.72, 'time': 0.894110918045044, 'cx_gates': 1584, 'num_gates': 1959}","{'depth': 20.54, 'depth_ratio': 0.2757, 'time': 0.3433, 'cx_gates': 46.81, 'num_gates': 46.81}",sabre_v020_dive_001,sabre_v020,hex_27,72,1,0
"{'depth': 564, 'depth_ratio': 7.52, 'time': 0.9017210006713867, 'cx_gates': 1602, 'num_gates': 1977}","{'depth': 8.741, 'depth_ratio': 0.1174, 'time': 0.3241, 'cx_gates': 63.53, 'num_gates': 63.53}",sabre_v020_dive_001,sabre_v020,hex_27,73,1,0
"{'depth': 586, 'depth_ratio': 7.81, 'time': 1.7098171710968018, 'cx_gates': 1722, 'num_gates': 2097}","{'depth': 114.0, 'depth_ratio': 1.522, 'time': 0.3728, 'cx_gates': 44.16, 'num_gates': 44.16}",sabre_v020_dive_001,sabre_v020,hex_27,74,1,0
"{'depth': 585, 'depth_ratio': 7.31, 'time': 1.7606070041656494, 'cx_gates': 1698, 'num_gates': 2098}","{'depth': 33.33, 'depth_ratio': 0.416, 'time': 0.3161, 'cx_gates': 68.8, 'num_gates': 68.8}",sabre_v020_dive_001,sabre_v020,hex_27,75,1,0
"{'depth': 633, 'depth_ratio': 7.91, 'time': 1.0194950103759766, 'cx_gates': 1872, 'num_gates': 2272}","{'depth': 10.03, 'depth_ratio': 0.1276, 'time': 0.4095, 'cx_gates': 56.46, 'num_gates': 56.46}",sabre_v020_dive_001,sabre_v020,hex_27,76,1,0
"{'depth': 614, 'depth_ratio': 7.67, 'time': 0.963252067565918, 'cx_gates': 1734, 'num_gates': 2134}","{'depth': 9.826, 'depth_ratio': 0.1245, 'time': 0.009153, 'cx_gates': 42.58, 'num_gates': 42.58}",sabre_v020_dive_001,sabre_v020,hex_27,77,1,0
"{'depth': 609, 'depth_ratio': 7.61, 'time': 0.9805049896240234, 'cx_gates': 1782, 'num_gates': 2182}","{'depth': 12.85, 'depth_ratio': 0.1615, 'time': 0.01998, 'cx_gates': 24.59, 'num_gates': 24.59}",sabre_v020_dive_001,sabre_v020,hex_27,78,1,0
"{'depth': 621, 'depth_ratio': 7.76, 'time': 0.99320387840271, 'cx_gates': 1782, 'num_gates': 2182}","{'depth': 10.98, 'depth_ratio': 0.1365, 'time': 0.4048, 'cx_gates': 71.1, 'num_gates': 71.1}",sabre_v020_dive_001,sabre_v020,hex_27,79,1,0
"{'depth': 658, 'depth_ratio': 7.74, 'time': 1.082737922668457, 'cx_gates': 1932, 'num_gates': 2357}","{'depth': 18.48, 'depth_ratio': 0.219, 'time': 0.394, 'cx_gates': 52.11, 'num_gates': 52.11}",sabre_v020_dive_001,sabre_v020,hex_27,80,1,0
"{'depth': 641, 'depth_ratio': 7.54, 'time': 1.0150389671325684, 'cx_gates': 1776, 'num_gates': 2201}","{'depth': 123.5, 'depth_ratio': 1.454, 'time': 0.3318, 'cx_gates': 73.62, 'num_gates': 73.62}",sabre_v020_dive_001,sabre_v020,hex_27,81,1,0
"{'depth': 632, 'depth_ratio': 7.44, 'time': 1.0432140827178955, 'cx_gates': 1884, 'num_gates': 2309}","{'depth': 20.38, 'depth_ratio': 0.2372, 'time': 0.4015, 'cx_gates': 86.73, 'num_gates': 86.73}",sabre_v020_dive_001,sabre_v020,hex_27,82,1,0
"{'depth': 676, 'depth_ratio': 7.95, 'time': 1.0615019798278809, 'cx_gates': 1944, 'num_gates': 2369}","{'depth': 135.4, 'depth_ratio': 1.595, 'time': 0.3563, 'cx_gates': 86.1, 'num_gates': 86.1}",sabre_v020_dive_001,sabre_v020,hex_27,83,1,0
"{'depth': 635, 'depth_ratio': 7.47, 'time': 1.8657639026641846, 'cx_gates': 1803, 'num_gates': 2228}","{'depth': 26.74, 'depth_ratio': 0.3153, 'time': 0.3221, 'cx_gates': 82.44, 'num_gates': 82.44}",sabre_v020_dive_001,sabre_v020,hex_27,84,1,0
"{'depth': 712, 'depth_ratio': 7.91, 'time': 1.1330139636993408, 'cx_gates': 2076, 'num_gates': 2526}","{'depth': 143.7, 'depth_ratio': 1.596, 'time': 0.3642, 'cx_gates': 73.03, 'num_gates': 73.03}",sabre_v020_dive_001,sabre_v020,hex_27,85,1,0
"{'depth': 693, 'depth_ratio': 7.7, 'time': 1.923935890197754, 'cx_gates': 1899, 'num_gates': 2349}","{'depth': 8.976, 'depth_ratio': 0.101, 'time': 0.4167, 'cx_gates': 88.93, 'num_gates': 88.93}",sabre_v020_dive_001,sabre_v020,hex_27,86,1,0
"{'depth': 691, 'depth_ratio': 7.68, 'time': 1.9339427947998047, 'cx_gates': 2016, 'num_gates': 2466}","{'depth': 126.8, 'depth_ratio': 1.41, 'time': 0.435, 'cx_gates': 138.2, 'num_gates': 138.2}",sabre_v020_dive_001,sabre_v020,hex_27,87,1,0
"{'depth': 700, 'depth_ratio': 7.78, 'time': 1.9353439807891846, 'cx_gates': 2049, 'num_gates': 2499}","{'depth': 136.1, 'depth_ratio': 1.513, 'time': 0.4031, 'cx_gates': 42.23, 'num_gates': 42.23}",sabre_v020_dive_001,sabre_v020,hex_27,88,1,0
"{'depth': 702, 'depth_ratio': 7.8, 'time': 1.1333281993865967, 'cx_gates': 1995, 'num_gates': 2445}","{'depth': 13.65, 'depth_ratio': 0.1513, 'time': 0.3325, 'cx_gates': 30.27, 'num_gates': 30.27}",sabre_v020_dive_001,sabre_v020,hex_27,89,1,0
"{'depth': 711, 'depth_ratio': 7.48, 'time': 1.1595690250396729, 'cx_gates': 2019, 'num_gates': 2494}","{'depth': 26.63, 'depth_ratio': 0.2812, 'time': 0.3218, 'cx_gates': 48.2, 'num_gates': 48.2}",sabre_v020_dive_001,sabre_v020,hex_27,90,1,0
"{'depth': 765, 'depth_ratio': 8.05, 'time': 1.1969950199127197, 'cx_gates': 2160, 'num_gates': 2635}","{'depth': 15.69, 'depth_ratio': 0.167, 'time': 0.3384, 'cx_gates': 57.15, 'num_gates': 57.15}",sabre_v020_dive_001,sabre_v020,hex_27,91,1,0
