best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 1794, 'depth_ratio': 17.94, 'time': 3.2093281745910645, 'cx_gates': 3393, 'num_gates': 7393}","{'depth': 401.9, 'depth_ratio': 4.019, 'time': 0.8399, 'cx_gates': 109.6, 'num_gates': 109.6}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,0
"{'depth': 2727, 'depth_ratio': 18.18, 'time': 1.7028851509094238, 'cx_gates': 5361, 'num_gates': 11361}","{'depth': 592.2, 'depth_ratio': 3.948, 'time': 1.009, 'cx_gates': 202.2, 'num_gates': 202.2}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,1
"{'depth': 3652, 'depth_ratio': 18.26, 'time': 2.1965107917785645, 'cx_gates': 6978, 'num_gates': 14978}","{'depth': 742.0, 'depth_ratio': 3.711, 'time': 1.087, 'cx_gates': 182.2, 'num_gates': 182.2}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,2
"{'depth': 4572, 'depth_ratio': 18.29, 'time': 5.0619471073150635, 'cx_gates': 8817, 'num_gates': 18817}","{'depth': 933.3, 'depth_ratio': 3.732, 'time': 1.017, 'cx_gates': 447.2, 'num_gates': 447.2}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,3
"{'depth': 5616, 'depth_ratio': 18.72, 'time': 3.3779850006103516, 'cx_gates': 10770, 'num_gates': 22770}","{'depth': 945.2, 'depth_ratio': 3.151, 'time': 1.135, 'cx_gates': 462.5, 'num_gates': 462.5}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,4
"{'depth': 6424, 'depth_ratio': 18.35, 'time': 3.9622232913970947, 'cx_gates': 12414, 'num_gates': 26414}","{'depth': 1359.0, 'depth_ratio': 3.881, 'time': 1.097, 'cx_gates': 270.9, 'num_gates': 270.9}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,5
"{'depth': 7309, 'depth_ratio': 18.27, 'time': 4.502552032470703, 'cx_gates': 14115, 'num_gates': 30115}","{'depth': 1551.0, 'depth_ratio': 3.881, 'time': 1.162, 'cx_gates': 589.1, 'num_gates': 589.1}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,6
"{'depth': 8291, 'depth_ratio': 18.42, 'time': 8.9131019115448, 'cx_gates': 16005, 'num_gates': 34005}","{'depth': 1803.0, 'depth_ratio': 4.008, 'time': 1.329, 'cx_gates': 578.4, 'num_gates': 578.4}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,7
"{'depth': 9427, 'depth_ratio': 18.85, 'time': 9.725302934646606, 'cx_gates': 17940, 'num_gates': 37940}","{'depth': 1856.0, 'depth_ratio': 3.713, 'time': 1.332, 'cx_gates': 740.5, 'num_gates': 740.5}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,8
"{'depth': 10103, 'depth_ratio': 18.37, 'time': 7.595828056335449, 'cx_gates': 19674, 'num_gates': 41674}","{'depth': 2003.0, 'depth_ratio': 3.642, 'time': 0.1346, 'cx_gates': 749.2, 'num_gates': 749.2}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,9
"{'depth': 11205, 'depth_ratio': 18.68, 'time': 11.183985948562622, 'cx_gates': 21282, 'num_gates': 45282}","{'depth': 2246.0, 'depth_ratio': 3.744, 'time': 0.191, 'cx_gates': 718.9, 'num_gates': 718.9}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,10
"{'depth': 11949, 'depth_ratio': 18.38, 'time': 11.991960048675537, 'cx_gates': 23043, 'num_gates': 49043}","{'depth': 2068.0, 'depth_ratio': 3.179, 'time': 0.1709, 'cx_gates': 797.4, 'num_gates': 797.4}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,11
"{'depth': 13071, 'depth_ratio': 18.67, 'time': 12.858193159103394, 'cx_gates': 24915, 'num_gates': 52915}","{'depth': 2348.0, 'depth_ratio': 3.356, 'time': 1.184, 'cx_gates': 450.2, 'num_gates': 450.2}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,12
"{'depth': 13927, 'depth_ratio': 18.57, 'time': 13.161519050598145, 'cx_gates': 26427, 'num_gates': 56427}","{'depth': 2786.0, 'depth_ratio': 3.716, 'time': 0.2416, 'cx_gates': 818.6, 'num_gates': 818.6}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,13
"{'depth': 14896, 'depth_ratio': 18.62, 'time': 14.308801889419556, 'cx_gates': 28377, 'num_gates': 60377}","{'depth': 2848.0, 'depth_ratio': 3.561, 'time': 0.3231, 'cx_gates': 996.6, 'num_gates': 996.6}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,14
"{'depth': 15778, 'depth_ratio': 18.56, 'time': 14.82485818862915, 'cx_gates': 30081, 'num_gates': 64081}","{'depth': 2900.0, 'depth_ratio': 3.413, 'time': 0.1523, 'cx_gates': 483.6, 'num_gates': 483.6}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,15
"{'depth': 16662, 'depth_ratio': 18.51, 'time': 15.412198781967163, 'cx_gates': 31845, 'num_gates': 67845}","{'depth': 198.5, 'depth_ratio': 0.2221, 'time': 0.2651, 'cx_gates': 81.45, 'num_gates': 81.45}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,16
"{'depth': 17489, 'depth_ratio': 18.41, 'time': 16.506881952285767, 'cx_gates': 33525, 'num_gates': 71525}","{'depth': 3398.0, 'depth_ratio': 3.577, 'time': 0.2387, 'cx_gates': 535.7, 'num_gates': 535.7}",sabre_extended_v0.20,sabre_0.20,heavy_hex_27,17
