num_qubits,layout_trials,heuristic,avg_runtime,avg_swap_count,avg_depth,num_pass_trials
10,1,basic,0.05651664733886719,75.33333333333333,65.0,3
10,2,basic,0.057656049728393555,73.0,53.333333333333336,3
10,5,basic,0.0664823055267334,69.66666666666667,58.333333333333336,3
10,10,basic,0.0606684684753418,64.0,61.0,3
10,22,basic,0.06541275978088379,61.333333333333336,54.333333333333336,3
10,46,basic,0.07385635375976562,58.0,52.0,3
10,100,basic,0.10246364275614421,58.0,55.0,3
10,215,basic,0.14390834172566733,53.333333333333336,54.0,3
10,464,basic,0.24512235323588052,58.0,50.666666666666664,3
10,1000,basic,0.42316444714864093,52.0,52.0,3
29,1,basic,0.2869073549906413,830.0,253.33333333333334,3
29,2,basic,0.28154563903808594,761.6666666666666,323.3333333333333,3
29,5,basic,0.2925883928934733,739.0,268.3333333333333,3
29,10,basic,0.3151196638743083,693.6666666666666,248.0,3
29,22,basic,0.36873730023701984,688.0,268.3333333333333,3
29,46,basic,0.4956066608428955,632.0,239.0,3
29,100,basic,0.8218467235565186,639.3333333333334,253.33333333333334,3
29,215,basic,2.1921678384145102,624.3333333333334,250.33333333333334,3
29,464,basic,8.118602355321249,619.6666666666666,243.66666666666666,3
29,1000,basic,13.732511440912882,593.0,229.33333333333334,3
49,1,basic,2.4784092903137207,2283.6666666666665,570.6666666666666,3
49,2,basic,2.3817876974741616,2422.3333333333335,607.3333333333334,3
49,5,basic,2.5254805088043213,2106.6666666666665,535.3333333333334,3
49,10,basic,2.5279563268025718,2219.0,495.0,3
49,22,basic,3.0615296363830566,2224.0,543.0,3
49,46,basic,4.3408629099528,2056.6666666666665,510.0,3
49,100,basic,8.240549325942993,2072.0,525.3333333333334,3
49,215,basic,16.298394123713177,1959.6666666666667,496.0,3
49,464,basic,34.65703193346659,1870.0,475.0,3
49,1000,basic,65.53353865941365,1913.3333333333333,501.0,3
68,1,basic,6.24015227953593,4860.666666666667,897.3333333333334,3
68,2,basic,4.738365650177002,4530.666666666667,831.0,3
68,5,basic,4.943544228871663,4381.666666666667,768.0,3
68,10,basic,5.1213929653167725,4169.666666666667,792.3333333333334,3
68,22,basic,7.063441673914592,4207.0,769.3333333333334,3
68,46,basic,11.010869900385538,4146.666666666667,809.0,3
68,100,basic,20.3724049727122,4082.6666666666665,753.6666666666666,3
68,215,basic,41.01606837908427,3977.6666666666665,711.0,3
68,464,basic,84.16548085212708,4034.3333333333335,777.3333333333334,3
68,1000,basic,152.38098804155985,3874.3333333333335,704.6666666666666,3
88,1,basic,8.509083032608032,8440.333333333334,1275.3333333333333,3
88,2,basic,7.679237922032674,7801.0,1141.6666666666667,3
88,5,basic,8.012023687362671,7732.333333333333,1119.6666666666667,3
88,10,basic,9.059798320134481,7516.666666666667,1121.0,3
88,22,basic,13.396216789881388,7335.666666666667,1067.0,3
88,46,basic,21.54088854789734,7086.333333333333,993.6666666666666,3
88,100,basic,40.063725233078,6998.0,971.0,3
88,215,basic,79.31797289848328,6979.666666666667,1010.3333333333334,3
88,464,basic,164.17966190973917,6727.0,1036.3333333333333,3
88,1000,basic,329.77987400690716,6808.333333333333,1038.6666666666667,3
107,1,basic,11.654765367507935,11803.0,1571.3333333333333,3
107,2,basic,11.393407344818115,11779.666666666666,1570.0,3
107,5,basic,13.294222434361776,11343.0,1411.6666666666667,3
107,10,basic,14.145586808522543,11309.333333333334,1383.6666666666667,3
107,22,basic,21.770928700764973,11061.333333333334,1449.0,3
107,46,basic,35.32107480367025,11092.0,1430.0,3
107,100,basic,70.19754068056743,10840.333333333334,1336.6666666666667,3
107,215,basic,134.57835133870444,10614.0,1366.0,3
107,464,basic,282.44602092107135,10292.0,1295.3333333333333,3
107,1000,basic,605.4883421262106,10520.666666666666,1384.0,3
127,1,basic,25.119709809621174,17011.0,1841.6666666666667,3
127,2,basic,8.843225558598837,16732.666666666668,1801.3333333333333,3
127,5,basic,11.069983005523682,16148.333333333334,1719.3333333333333,3
127,10,basic,15.356487909952799,15455.0,1637.6666666666667,3
127,22,basic,27.891002019246418,15856.666666666666,1746.0,3
127,46,basic,52.734922091166176,15938.333333333334,1821.3333333333333,3
127,100,basic,104.75021719932556,15248.333333333334,1681.3333333333333,3
127,215,basic,194.74016467730203,15472.333333333334,1600.6666666666667,3
127,464,basic,434.5985344250997,14890.333333333334,1616.6666666666667,3
127,1000,basic,950.2620236078898,14948.333333333334,1599.3333333333333,3
