best_data,std_dev,routing pass,layout pass,coupling map,circuit label
"{'depth': 234, 'depth_ratio': 23.4, 'time': 11.668100118637085, 'cx_gates': 828, 'num_gates': 948}","{'depth': 10.57, 'depth_ratio': 1.057, 'time': 3.786, 'cx_gates': 57.07, 'num_gates': 57.07}",sabre_v020_look_3_beam_10,sabre_v020,hex_27,0
